Iteration	Posterior	Likelihood	Prior	biome_rates[1]	biome_rates[2]	biome_rates[3]	biome_rates[4]	birth	br_base	br_CW	br_TW	br_WC	br_WT	death	diversification	dr_base	endAge	rate_biome	rf_simplex[1]	rf_simplex[2]	rf_simplex[3]	rf_simplex[4]	rf_simplex[5]	rf_simplex[6]	rf_simplex[7]	rf_simplex[8]	rf_simplex[9]	rf_simplex[10]	rf_simplex[11]	rf_simplex[12]	rf_simplex[13]	rf_simplex[14]	rf_simplex[15]	rf_simplex[16]	rf_simplex[17]	rf_simplex[18]	root_age	tree_length	turnover	w_adj[1]	w_adj[2]	w_adj[3]	w_biome	w_graph[1]	w_graph[2]	w_graph[3]	w_land	w_not_biome	w_null	y_subdominant
0	-1007.99	-152.386	-855.599	1	1	1	1	0.04	0.75	1	1	1	1	0.03	0.01	0.25	69.38825	0.03	0.10234	0.0869161	0.0832722	0.0872243	0.101831	0.124346	0.0313451	0.0811343	0.0800742	0.0817743	0.0211306	0.0224432	0.0181128	0.0132694	0.0131351	0.0133591	0.0184155	0.0198772	69.38825	1758.837	0.75	0	0.1	1	0.8421053	0.0526316	0.105263	0.842105	0.1052632	0.1578947	0.05263158	0.1
50	-945.322	-136.635	-808.688	0.586661	0.62571	0.923558	0.7967	0.1233832	0.7286878	0.7966997	0.9235577	0.6257095	0.5866613	0.06894176	0.05444146	0.2713122	69.38825	0.01522032	0.0816022	0.0804415	0.0804242	0.0804573	0.0818252	0.0819477	0.0482589	0.0501414	0.0501404	0.0501283	0.0479046	0.0477794	0.0367792	0.0361091	0.0361089	0.0361147	0.0368975	0.0369396	69.38825	1758.837	0.5587612	0	0.102643	1	0.09835404	0.419908	0.481738	0.098354	0.4817381	0.901646	0.4199078	0.1026429
100	-947.187	-136.761	-810.426	0.450216	0.771394	0.305918	0.545558	0.08542519	0.8313313	0.5455584	0.3059184	0.7713944	0.4502156	0.03347677	0.05194842	0.1686687	69.38825	0.03149686	0.0563097	0.0504938	0.0499469	0.0506561	0.0573258	0.0586482	0.0511467	0.0671769	0.0671235	0.0673173	0.0483609	0.0482102	0.0582197	0.0498986	0.0498801	0.0499806	0.0594969	0.0598082	69.38825	1758.837	0.391884	0	0.104067	1	0.5168105	0.344056	0.139134	0.51681	0.1391335	0.4831895	0.344056	0.1040672
150	-943.411	-134.727	-808.684	0.582946	0.864079	0.350966	0.597122	0.1135763	0.8318622	0.5971224	0.3509656	0.8640788	0.5829458	0.05670359	0.05687267	0.1681378	69.38825	0.02070412	0.0333261	0.0332258	0.0332256	0.0332271	0.0333621	0.0333674	0.054699	0.055041	0.0550411	0.0550374	0.0545763	0.05456	0.0786414	0.0784	0.0784001	0.0784028	0.0787276	0.0787393	69.38825	1758.837	0.4992556	0	0.231342	1	0.0182479	0.549283	0.43247	0.0182479	0.4324696	0.9817521	0.5492825	0.2313419
200	-945.006	-135.954	-809.052	0.404449	0.745387	0.432104	0.451571	0.09589394	0.7902421	0.4515712	0.4321038	0.7453874	0.4044486	0.03314712	0.06274682	0.2097579	69.38825	0.02289731	0.0698469	0.0652513	0.0649284	0.0655745	0.0719067	0.0730378	0.0440856	0.0545233	0.054655	0.0547716	0.0396109	0.0396342	0.0521116	0.0473488	0.0473883	0.0474437	0.0538868	0.0539947	69.38825	1758.837	0.3456644	0	0.252146	1	0.5255174	0.423251	0.0512316	0.525517	0.05123155	0.4744826	0.423251	0.2521455
250	-946.214	-135.958	-810.256	0.196084	0.904522	0.519186	0.473582	0.09902553	0.8277953	0.4735824	0.5191855	0.9045223	0.1960843	0.02415588	0.07486965	0.1722047	69.38825	0.022255	0.0844998	0.0841877	0.0841886	0.0842121	0.0852094	0.0852425	0.030291	0.0310025	0.0310095	0.031004	0.0286629	0.0286539	0.0518747	0.0514719	0.0514754	0.0514798	0.052764	0.0527703	69.38825	1758.837	0.2439359	0	0.684403	1	0.1485923	0.792789	0.0586187	0.148592	0.05861872	0.8514077	0.792789	0.6844027
300	-947.071	-137.884	-809.187	0.5596	0.667055	0.61739	0.180472	0.08557656	0.7873502	0.1804716	0.6173902	0.6670549	0.5596005	0.02240797	0.06316859	0.2126498	69.38825	0.0123937	0.0378369	0.0375954	0.0376015	0.0376887	0.0394363	0.0395594	0.0324869	0.0330105	0.0330244	0.0329721	0.0290371	0.0289628	0.0963437	0.096053	0.0960584	0.0961099	0.0980786	0.0981444	69.38825	1758.837	0.261847	0	0.85191	1	0.2441556	0.556878	0.198966	0.244156	0.1989662	0.7558444	0.5568782	0.8519104
350	-947.614	-139.155	-808.459	0.968902	0.851593	0.266935	0.572488	0.1020364	0.6864263	0.5724883	0.2669347	0.8515929	0.9689018	0.03428426	0.06775214	0.3135737	69.38825	0.009588168	0.0190411	0.018958	0.0189593	0.0189902	0.0199175	0.0199562	0.0658379	0.0661707	0.06618	0.066164	0.062329	0.0623074	0.0817942	0.081529	0.0815313	0.0815537	0.0843775	0.0844031	69.38825	1758.837	0.3360003	0	0.90418	1	0.2075633	0.732313	0.0601242	0.207563	0.06012424	0.7924367	0.7323125	0.9041801
400	-942.564	-134.226	-808.338	0.561669	0.950944	0.855963	0.608019	0.1131373	0.8210994	0.6080191	0.8559626	0.9509438	0.5616688	0.05713748	0.05599983	0.1789006	69.38825	0.01513067	0.0662762	0.066242	0.0662439	0.06631	0.0680898	0.068169	0.0427668	0.0428357	0.0428371	0.0427963	0.0391928	0.0391465	0.057624	0.0575897	0.0575904	0.0576192	0.0593195	0.0593512	69.38825	1758.837	0.5050277	0	0.97923	1	0.1524855	0.631996	0.215518	0.152486	0.2155184	0.8475145	0.6319961	0.9792305
450	-942.749	-134.486	-808.263	0.609563	0.962243	0.896649	0.823397	0.1074974	0.7902915	0.8233969	0.8966487	0.962243	0.6095632	0.04833242	0.05916498	0.2097085	69.38825	0.0140393	0.0729029	0.0718242	0.0718187	0.0718762	0.0740243	0.0741225	0.0455856	0.04761	0.0476249	0.0476102	0.0434903	0.04345	0.0481549	0.0472395	0.0472453	0.0472589	0.0490676	0.0490942	69.38825	1758.837	0.4496148	0	0.485347	1	0.1696936	0.666461	0.163845	0.169694	0.1638451	0.8303064	0.6664613	0.4853473
