Iteration	Posterior	Likelihood	Prior	biome_rates[1]	biome_rates[2]	biome_rates[3]	biome_rates[4]	birth	br_base	br_CW	br_TW	br_WC	br_WT	death	diversification	dr_base	endAge	rate_biome	rf_simplex[1]	rf_simplex[2]	rf_simplex[3]	rf_simplex[4]	rf_simplex[5]	rf_simplex[6]	rf_simplex[7]	rf_simplex[8]	rf_simplex[9]	rf_simplex[10]	rf_simplex[11]	rf_simplex[12]	rf_simplex[13]	rf_simplex[14]	rf_simplex[15]	rf_simplex[16]	rf_simplex[17]	rf_simplex[18]	root_age	tree_length	turnover	w_adj[1]	w_adj[2]	w_adj[3]	w_biome	w_graph[1]	w_graph[2]	w_graph[3]	w_land	w_not_biome	w_null	y_subdominant
0	-1000.1	-144.499	-855.599	1	1	1	1	0.04	0.75	1	1	1	1	0.03	0.01	0.25	69.38825	0.03	0.10234	0.0869161	0.0832722	0.0872243	0.101831	0.124346	0.0313451	0.0811343	0.0800742	0.0817743	0.0211306	0.0224432	0.0181128	0.0132694	0.0131351	0.0133591	0.0184155	0.0198772	69.38825	1758.837	0.75	0	0.1	1	0.8421053	0.0526316	0.105263	0.842105	0.1052632	0.1578947	0.05263158	0.1
50	-920.34	-112.161	-808.18	0.724443	0.247632	0.736005	0.194625	0.1189573	0.7356324	0.194625	0.7360051	0.2476315	0.7244433	0.06417588	0.05478142	0.2643676	69.38825	0.01105315	0.0537982	0.0537969	0.0537975	0.0538367	0.0549931	0.0550374	0.0520868	0.0520889	0.0520891	0.0520601	0.050398	0.0503654	0.0607817	0.0607812	0.0607812	0.0607938	0.06125	0.0612638	69.38825	1758.837	0.5394867	0	0.998096	1	0.1020455	0.709768	0.188187	0.102045	0.188187	0.8979545	0.7097675	0.9980956
100	-921.563	-112.283	-809.28	0.851743	0.275328	0.624824	0.193611	0.09803366	0.7251013	0.1936108	0.6248242	0.2753279	0.8517427	0.02971066	0.068323	0.2748987	69.38825	0.01999709	0.0430665	0.0422858	0.0422834	0.0423925	0.0444621	0.044671	0.0547724	0.0560171	0.0560352	0.0559351	0.0525144	0.0522945	0.0688054	0.0683752	0.0683775	0.0684358	0.069575	0.0697012	69.38825	1758.837	0.3030659	0	0.585795	1	0.1763304	0.397463	0.426206	0.17633	0.4262064	0.8236696	0.3974632	0.5857953
150	-922.19	-113.814	-808.376	0.922605	0.409194	0.890381	0.362126	0.0953343	0.8078206	0.362126	0.8903813	0.4091937	0.9226046	0.04597477	0.04935953	0.1921794	69.38825	0.008784758	0.0537045	0.0535109	0.0535115	0.0535256	0.054557	0.0545753	0.0546272	0.0549359	0.0549378	0.0549291	0.0532689	0.0532573	0.0583335	0.0582194	0.0582199	0.0582263	0.0588258	0.0588341	69.38825	1758.837	0.4822479	0	0.807605	1	0.07377104	0.808696	0.117533	0.073771	0.1175332	0.926229	0.8086958	0.8076046
200	-921.822	-113.807	-808.015	0.407369	0.102381	0.421492	0.837739	0.1003191	0.5320022	0.8377391	0.4214921	0.1023813	0.4073694	0.03506846	0.06525064	0.4679978	69.38825	0.007696099	0.0859789	0.0851688	0.0851575	0.0852887	0.0874559	0.0876698	0.0734423	0.0744717	0.0745039	0.07448	0.0716054	0.0715498	0.00719461	0.00704705	0.00704758	0.00705242	0.00743851	0.0074471	69.38825	1758.837	0.3495691	0	0.599337	1	0.2930262	0.600069	0.106905	0.293026	0.1069047	0.7069738	0.600069	0.5993366
250	-920.919	-111.36	-809.559	0.7668	0.433439	0.908153	0.603494	0.08264266	0.7451402	0.6034935	0.908153	0.4334386	0.7667998	0.02949705	0.05314561	0.2548598	69.38825	0.009826779	0.0681822	0.0681461	0.0681461	0.0681465	0.068232	0.0682327	0.0574119	0.0574663	0.0574663	0.0574658	0.0573369	0.057336	0.0410725	0.0410543	0.0410543	0.0410545	0.0410977	0.041098	69.38825	1758.837	0.3569228	0	0.574493	1	0.006646776	0.912494	0.0808597	0.00664678	0.08085966	0.9933532	0.9124936	0.5744933
300	-920.147	-111.627	-808.52	0.430311	0.401059	0.763938	0.452303	0.1323385	0.6309451	0.452303	0.7639376	0.4010586	0.4303112	0.07874857	0.05358993	0.3690549	69.38825	0.007729172	0.0823388	0.0823028	0.082303	0.0823143	0.0827751	0.0827884	0.0456776	0.0457318	0.0457322	0.045722	0.04502	0.045008	0.0386501	0.038632	0.038632	0.0386356	0.0388661	0.0388702	69.38825	1758.837	0.5950542	0	0.919401	1	0.06012739	0.806951	0.132922	0.0601274	0.1329217	0.9398726	0.8069509	0.919401
350	-921.538	-112.567	-808.971	0.753654	0.696422	0.509986	0.398339	0.1118343	0.5283351	0.3983394	0.5099859	0.6964219	0.7536544	0.0718308	0.04000353	0.4716649	69.38825	0.01083677	0.044235	0.043787	0.0438014	0.0440216	0.0467177	0.0470459	0.0568359	0.0577713	0.0578316	0.0578416	0.0517555	0.0517555	0.065591	0.0650894	0.0650964	0.0651134	0.0678444	0.0678653	69.38825	1758.837	0.6422965	0	0.815332	1	0.4290813	0.544027	0.0268917	0.429081	0.0268917	0.5709187	0.544027	0.8153321
400	-920.036	-111.963	-808.073	0.122159	0.592876	0.474471	0.63345	0.09877142	0.5927164	0.6334501	0.4744713	0.5928758	0.1221594	0.0489497	0.04982172	0.4072836	69.38825	0.008322928	0.11257	0.112451	0.11245	0.112453	0.112606	0.112616	0.0282242	0.0284715	0.0284718	0.028469	0.0281516	0.0281362	0.0258715	0.0257451	0.0257452	0.0257465	0.0259076	0.0259146	69.38825	1758.837	0.4955856	0	0.181991	1	0.04775555	0.66069	0.291554	0.0477556	0.2915542	0.9522444	0.6606903	0.1819906
450	-919.596	-111.541	-808.055	0.190873	0.724188	0.264847	0.374453	0.1175815	0.764054	0.3744532	0.2648472	0.724188	0.1908733	0.06131724	0.05626428	0.235946	69.38825	0.009893194	0.0542074	0.0541897	0.0541898	0.0541906	0.0542801	0.0542811	0.0387792	0.0388401	0.0388402	0.0388386	0.0385286	0.0385264	0.0736802	0.0736367	0.0736368	0.0736379	0.0738577	0.0738591	69.38825	1758.837	0.521487	0	0.800931	1	0.02459943	0.909023	0.0663773	0.0245994	0.06637727	0.9754006	0.9090233	0.8009306
500	-922.241	-113.861	-808.381	0.82534	0.744605	0.441632	0.46041	0.1153595	0.6675236	0.4604099	0.4416318	0.7446047	0.8253399	0.05760126	0.05775828	0.3324764	69.38825	0.01405245	0.0304444	0.0302566	0.0302576	0.0303181	0.031154	0.0312575	0.0550913	0.0556146	0.055622	0.055476	0.053035	0.0527659	0.0811335	0.0807907	0.0807926	0.0809033	0.0824435	0.0826433	69.38825	1758.837	0.4993194	0	0.744416	1	0.1195256	0.30643	0.574044	0.119526	0.5740445	0.8804744	0.3064299	0.7444165
550	-920.266	-111.214	-809.051	0.53196	0.927732	0.413596	0.716417	0.08258336	0.5838209	0.7164169	0.413596	0.9277316	0.5319598	0.02215622	0.06042714	0.4161791	69.38825	0.007832715	0.0447022	0.0444826	0.0444813	0.0444894	0.044923	0.0449366	0.0549238	0.0555845	0.0555889	0.0555819	0.0542627	0.0542467	0.0670405	0.0665978	0.0665986	0.0666038	0.0674723	0.0674833	69.38825	1758.837	0.2682891	0	0.482561	1	0.0999656	0.805543	0.0944918	0.0999656	0.09449181	0.9000344	0.8055426	0.4825606
