Iteration	Posterior	Likelihood	Prior	biome_rates[1]	biome_rates[2]	biome_rates[3]	biome_rates[4]	birth	br_base	br_CW	br_TW	br_WC	br_WT	death	diversification	dr_base	endAge	rate_biome	rf_simplex[1]	rf_simplex[2]	rf_simplex[3]	rf_simplex[4]	rf_simplex[5]	rf_simplex[6]	rf_simplex[7]	rf_simplex[8]	rf_simplex[9]	rf_simplex[10]	rf_simplex[11]	rf_simplex[12]	rf_simplex[13]	rf_simplex[14]	rf_simplex[15]	rf_simplex[16]	rf_simplex[17]	rf_simplex[18]	root_age	tree_length	turnover	w_adj[1]	w_adj[2]	w_adj[3]	w_biome	w_graph[1]	w_graph[2]	w_graph[3]	w_land	w_not_biome	w_null	y_subdominant
0	-1006.94	-151.342	-855.599	1	1	1	1	0.04	0.75	1	1	1	1	0.03	0.01	0.25	69.38825	0.03	0.10234	0.0869161	0.0832722	0.0872243	0.101831	0.124346	0.0313451	0.0811343	0.0800742	0.0817743	0.0211306	0.0224432	0.0181128	0.0132694	0.0131351	0.0133591	0.0184155	0.0198772	69.38825	1758.837	0.75	0	0.1	1	0.8421053	0.0526316	0.105263	0.842105	0.1052632	0.1578947	0.05263158	0.1
50	-961.42	-147.43	-813.989	0.604512	0.960914	0.811277	0.906084	0.1745495	0.8540663	0.9060836	0.8112771	0.9609144	0.604512	0.1414329	0.03311661	0.1459337	69.38825	0.02674881	0.0936703	0.0830044	0.0814578	0.0826338	0.0926786	0.0979587	0.0359108	0.0596929	0.0591269	0.0594351	0.0329565	0.0327747	0.0343952	0.0287131	0.0285139	0.0285917	0.0338843	0.0346012	69.38825	1758.837	0.8102738	0	0.034246	1	0.5541616	0.0180174	0.427821	0.554162	0.4278211	0.4458384	0.01801735	0.03424598
100	-958.608	-147.246	-811.362	0.596702	0.954736	0.653967	0.596134	0.1452157	0.8910528	0.5961341	0.653967	0.9547357	0.5967016	0.1077052	0.0375105	0.1089472	69.38825	0.03332913	0.0765233	0.0671236	0.0660208	0.066879	0.0758299	0.0780906	0.0362362	0.0595313	0.0590362	0.0593239	0.0334083	0.0328039	0.0522145	0.0444215	0.0441591	0.0442874	0.0518428	0.0522676	69.38825	1758.837	0.7416912	0	0.0405964	1	0.5420496	0.0192995	0.438651	0.54205	0.4386509	0.4579504	0.0192995	0.04059642
150	-957.065	-147.261	-809.803	0.293726	0.850056	0.465389	0.716844	0.09301783	0.8711805	0.7168439	0.4653893	0.8500561	0.2937256	0.04077586	0.05224197	0.1288195	69.38825	0.03817705	0.0914586	0.0858319	0.0855515	0.0864446	0.0945249	0.0992927	0.0402707	0.0520213	0.0522042	0.0520055	0.0315816	0.0310067	0.0343551	0.0302928	0.0303666	0.030393	0.0360338	0.0363644	69.38825	1758.837	0.4383661	0	0.318288	1	0.5176049	0.0463881	0.436007	0.517605	0.436007	0.4823951	0.04638808	0.318288
200	-958.913	-149.384	-809.529	0.987132	0.422994	0.476832	0.563825	0.1006575	0.914239	0.5638252	0.4768321	0.4229937	0.9871316	0.04279501	0.05786246	0.08576098	69.38825	0.04908856	0.0434802	0.0431762	0.043234	0.0439325	0.0548728	0.0570752	0.0880384	0.0887743	0.088874	0.0887821	0.0626493	0.063335	0.0357404	0.0354964	0.035525	0.0359738	0.0447838	0.0462564	69.38825	1758.837	0.4251548	0	0.961807	1	0.4725783	0.091189	0.436233	0.472578	0.4362327	0.5274217	0.09118904	0.9618072
250	-961.75	-151.284	-810.466	0.998012	0.798142	0.467338	0.896097	0.1430405	0.903135	0.8960975	0.4673376	0.7981424	0.9980116	0.09298811	0.05005241	0.096865	69.38825	0.02645363	0.041854	0.0389799	0.0389984	0.0392763	0.0461512	0.0467897	0.0748445	0.0814736	0.0816286	0.0816769	0.0644089	0.0644426	0.0498909	0.0462772	0.04634	0.0465008	0.055032	0.0554344	69.38825	1758.837	0.6500823	0	0.545062	1	0.3754428	0.309303	0.315254	0.375443	0.3152538	0.6245572	0.3093035	0.5450623
300	-957.836	-148.486	-809.35	0.958001	0.828177	0.644418	0.872769	0.1157881	0.8882573	0.8727689	0.6444185	0.8281767	0.9580009	0.06479214	0.05099595	0.1117427	69.38825	0.03904332	0.0432036	0.0430595	0.0430595	0.0430647	0.0433339	0.0432983	0.0636406	0.06398	0.0639802	0.0639673	0.0633269	0.0632247	0.0598539	0.0596591	0.0596592	0.0596672	0.060034	0.0599874	69.38825	1758.837	0.5595752	0	0.440854	1	0.01786342	0.0339699	0.948167	0.0178634	0.9481667	0.9821366	0.03396986	0.4408537
350	-958.951	-148.077	-810.873	0.479812	0.785326	0.372447	0.786128	0.1474731	0.8722594	0.7861282	0.3724473	0.7853258	0.4798116	0.1020527	0.04542047	0.1277406	69.38825	0.02786795	0.0564681	0.0530458	0.0529375	0.0532234	0.0579688	0.0590304	0.0583639	0.0665683	0.066595	0.0664979	0.054598	0.0541053	0.0516457	0.0473896	0.0474016	0.0474679	0.0531618	0.0535309	69.38825	1758.837	0.6920085	0	0.229414	1	0.2990785	0.0948793	0.606042	0.299079	0.6060421	0.7009215	0.09487935	0.2294141
400	-957.143	-147.359	-809.784	0.999399	0.756319	0.416885	0.590747	0.1118003	0.8591593	0.5907471	0.4168848	0.7563192	0.9993986	0.06779937	0.04400089	0.1408407	69.38825	0.04012397	0.0458691	0.0398255	0.0399094	0.0408119	0.0530391	0.0611369	0.0782657	0.0926767	0.0935948	0.0931879	0.0447602	0.046524	0.0447083	0.0379574	0.038228	0.038591	0.0527924	0.0581216	69.38825	1758.837	0.606433	0	0.530076	1	0.6873601	0.0202531	0.292387	0.68736	0.2923868	0.3126399	0.02025308	0.5300755
450	-957.45	-147.807	-809.644	0.349101	0.780699	0.399675	0.847583	0.1208374	0.832405	0.8475832	0.3996752	0.7806994	0.3491005	0.07534347	0.04549392	0.167595	69.38825	0.03652596	0.077576	0.0731468	0.0729416	0.0736664	0.0804919	0.0842639	0.0517118	0.0612984	0.0614396	0.0610923	0.0441131	0.0430239	0.0372042	0.0331519	0.0331998	0.0332371	0.0390766	0.0393649	69.38825	1758.837	0.6235112	0	0.310213	1	0.4245296	0.0304814	0.544989	0.42453	0.544989	0.5754704	0.03048136	0.3102127
