Iteration	Posterior	Likelihood	Prior	biome_rates[1]	biome_rates[2]	biome_rates[3]	biome_rates[4]	birth	br_base	br_CW	br_TW	br_WC	br_WT	death	diversification	dr_base	endAge	rate_biome	rf_simplex[1]	rf_simplex[2]	rf_simplex[3]	rf_simplex[4]	rf_simplex[5]	rf_simplex[6]	rf_simplex[7]	rf_simplex[8]	rf_simplex[9]	rf_simplex[10]	rf_simplex[11]	rf_simplex[12]	rf_simplex[13]	rf_simplex[14]	rf_simplex[15]	rf_simplex[16]	rf_simplex[17]	rf_simplex[18]	root_age	tree_length	turnover	w_adj[1]	w_adj[2]	w_adj[3]	w_biome	w_graph[1]	w_graph[2]	w_graph[3]	w_land	w_not_biome	w_null	y_subdominant
0	-993.491	-137.891	-855.599	1	1	1	1	0.04	0.75	1	1	1	1	0.03	0.01	0.25	69.38825	0.03	0.107542	0.0932041	0.0892999	0.0929161	0.10412	0.140339	0.0247665	0.0881106	0.0871514	0.0887959	0.0125268	0.014073	0.0108661	0.00771541	0.00764287	0.00776794	0.0109077	0.0122541	69.38825	1758.837	0.75	0	0.1	1	0.9142857	0.0285714	0.0571429	0.914286	0.05714286	0.08571429	0.02857143	0.1
50	-942.399	-132.183	-810.216	0.36591	0.767103	0.821661	0.581502	0.1151249	0.5787818	0.5815016	0.8216607	0.7671035	0.3659101	0.05722261	0.05790224	0.4212182	69.38825	0.08825624	0.13392	0.12961	0.12386	0.128469	0.131768	0.159391	0.00770416	0.0537845	0.053448	0.0539906	0.00430082	0.00413072	0.00314317	0.00208525	0.00207463	0.002091	0.003085	0.00314455	69.38825	1758.837	0.4970483	0	0.0330638	1	0.9717185	0.0160529	0.0122286	0.971718	0.01222862	0.02828154	0.01605292	0.03306378
100	-945.106	-134.047	-811.059	0.717351	0.389922	0.612289	0.932761	0.0802255	0.6712062	0.9327606	0.612289	0.3899216	0.7173514	0.01775609	0.0624694	0.3287938	69.38825	0.04014228	0.104652	0.0900946	0.0831324	0.0896558	0.103125	0.133372	0.031406	0.0927665	0.0908758	0.0929055	0.0248501	0.0250656	0.00771306	0.00482223	0.0047511	0.00482868	0.00775444	0.0082294	69.38825	1758.837	0.2213273	0	0.0319871	1	0.8838783	0.0440911	0.0720306	0.883878	0.07203057	0.1161217	0.0440911	0.03198708
150	-942.915	-130.049	-812.866	0.579426	0.515958	0.311736	0.683172	0.1043991	0.517921	0.6831721	0.3117365	0.5159579	0.5794264	0.02269138	0.08170767	0.482079	69.38825	0.07222444	0.0861574	0.0780254	0.0688784	0.0768668	0.0839492	0.135136	0.0340612	0.118932	0.117823	0.11924	0.0245736	0.0238235	0.00733012	0.00338157	0.0033589	0.0033885	0.00736739	0.00770725	69.38825	1758.837	0.2173524	0	0.0233296	1	0.9666562	0.0183599	0.0149839	0.966656	0.0149839	0.03334375	0.01835985	0.02332964
200	-948.559	-138.946	-809.614	0.652162	0.413921	0.489016	0.559807	0.1163752	0.8346055	0.5598067	0.4890156	0.4139207	0.652162	0.0637581	0.0526171	0.1653945	69.38825	0.05126706	0.088407	0.0751469	0.0747263	0.0788239	0.0991747	0.123842	0.0589337	0.0917626	0.0933551	0.0955589	0.0256138	0.0282275	0.0114943	0.00871125	0.00882556	0.00899662	0.0138026	0.0145972	69.38825	1758.837	0.5478667	0	0.370049	1	0.8793982	0.101039	0.0195632	0.879398	0.01956318	0.1206018	0.1010387	0.3700493
250	-944.341	-134.045	-810.297	0.786011	0.863002	0.860813	0.114629	0.1326972	0.636172	0.114629	0.8608135	0.8630023	0.7860108	0.08575903	0.04693816	0.363828	69.38825	0.0457324	0.104479	0.0951021	0.0920889	0.0924381	0.0957836	0.143102	0.0255496	0.0807982	0.0818727	0.0818942	0.00405817	0.00420214	0.0186865	0.0150451	0.0151696	0.0150809	0.0170425	0.017607	69.38825	1758.837	0.6462762	0	0.167521	1	0.9762666	0.00681353	0.0169199	0.976267	0.01691992	0.02373344	0.006813527	0.1675206
300	-947.449	-136.075	-811.374	0.623952	0.713638	0.272207	0.138482	0.1346625	0.7268589	0.1384822	0.272207	0.7136382	0.6239524	0.1005328	0.03412975	0.2731411	69.38825	0.0368544	0.0612523	0.0498532	0.0453014	0.0504384	0.0622457	0.087267	0.0356499	0.09483	0.0938851	0.0960178	0.0264154	0.0285519	0.0500684	0.0390698	0.0389122	0.0392681	0.0501257	0.0508478	69.38825	1758.837	0.7465535	0	0.0686571	1	0.9324514	0.0651417	0.00240689	0.932451	0.002406891	0.06754856	0.06514167	0.06865713
350	-943.099	-132.562	-810.536	0.901877	0.950366	0.430486	0.176598	0.104166	0.4981156	0.176598	0.4304859	0.9503663	0.9018774	0.06405726	0.04010874	0.5018844	69.38825	0.04078342	0.0589692	0.0510072	0.0456082	0.0502246	0.0571635	0.0856608	0.0351939	0.0877978	0.0868985	0.0878831	0.0254203	0.0227543	0.0548925	0.045621	0.0454935	0.045697	0.055463	0.0582516	69.38825	1758.837	0.6149536	0	0.0329611	1	0.9182143	0.0208726	0.0609131	0.918214	0.06091315	0.08178571	0.02087256	0.03296112
400	-945.062	-132.683	-812.378	0.343082	0.733444	0.347566	0.841092	0.1522572	0.5881692	0.8410922	0.3475656	0.7334443	0.3430816	0.09900489	0.05325227	0.4118308	69.38825	0.06689434	0.108744	0.101392	0.094357	0.0993689	0.104901	0.146415	0.0286157	0.0854787	0.0855466	0.0861293	0.014524	0.0128574	0.00702038	0.00334791	0.00335004	0.0033715	0.00718803	0.00739293	69.38825	1758.837	0.6502479	0	0.0677248	1	0.9581463	0.0151337	0.0267199	0.958146	0.02671992	0.04185365	0.01513373	0.06772478
450	-941.145	-130.945	-810.199	0.566	0.31362	0.618401	0.243974	0.1214551	0.68112	0.2439744	0.6184008	0.3136202	0.5659999	0.06279326	0.05866185	0.31888	69.38825	0.06341455	0.112215	0.102237	0.0950089	0.10207	0.111328	0.14718	0.0151576	0.0848923	0.0833208	0.0852303	0.0114337	0.0122814	0.00707268	0.00545871	0.00539602	0.00547181	0.00703999	0.00720554	69.38825	1758.837	0.517008	0	0.0261881	1	0.9534392	0.0372586	0.00930224	0.953439	0.009302236	0.0465608	0.03725857	0.02618811
