Iteration	Posterior	Likelihood	Prior	biome_rates[1]	biome_rates[2]	biome_rates[3]	biome_rates[4]	birth	br_base	br_CW	br_TW	br_WC	br_WT	death	diversification	dr_base	endAge	rate_biome	rf_simplex[1]	rf_simplex[2]	rf_simplex[3]	rf_simplex[4]	rf_simplex[5]	rf_simplex[6]	rf_simplex[7]	rf_simplex[8]	rf_simplex[9]	rf_simplex[10]	rf_simplex[11]	rf_simplex[12]	rf_simplex[13]	rf_simplex[14]	rf_simplex[15]	rf_simplex[16]	rf_simplex[17]	rf_simplex[18]	root_age	tree_length	turnover	w_adj[1]	w_adj[2]	w_adj[3]	w_biome	w_graph[1]	w_graph[2]	w_graph[3]	w_land	w_not_biome	w_null	y_subdominant
0	-1020.16	-164.559	-855.599	1	1	1	1	0.04	0.75	1	1	1	1	0.03	0.01	0.25	69.38825	0.03	0.10234	0.0869161	0.0832722	0.0872243	0.101831	0.124346	0.0313451	0.0811343	0.0800742	0.0817743	0.0211306	0.0224432	0.0181128	0.0132694	0.0131351	0.0133591	0.0184155	0.0198772	69.38825	1758.837	0.75	0	0.1	1	0.8421053	0.0526316	0.105263	0.842105	0.1052632	0.1578947	0.05263158	0.1
50	-976.797	-166.134	-810.663	0.848553	0.524803	0.680426	0.792221	0.1057468	0.7063384	0.7922213	0.6804264	0.5248029	0.8485534	0.03166754	0.07407927	0.2936616	69.38825	0.03471395	0.0966791	0.0824094	0.0794688	0.0828128	0.0958794	0.130413	0.0456189	0.0934331	0.09382	0.0948004	0.0221576	0.0232585	0.0111528	0.00775036	0.00777424	0.00785568	0.0117207	0.012995	69.38825	1758.837	0.2994657	0	0.187077	1	0.8806445	0.0293081	0.0900473	0.880645	0.09004734	0.1193555	0.02930811	0.1870769
100	-978.268	-167.182	-811.086	0.320082	0.983271	0.608832	0.80907	0.08670684	0.7005707	0.8090695	0.6088318	0.9832706	0.3200817	0.04127752	0.04542933	0.2994293	69.38825	0.03340876	0.124635	0.116624	0.112837	0.115194	0.12091	0.146779	0.0212685	0.0560725	0.0562905	0.0564578	0.0103988	0.00912507	0.0106333	0.00722949	0.00725162	0.00726436	0.0105247	0.0105032	69.38825	1758.837	0.4760583	0	0.122892	1	0.8972673	0.0117576	0.0909751	0.897267	0.09097509	0.1027327	0.01175764	0.1228922
150	-975.635	-165.31	-810.325	0.623344	0.544641	0.607222	0.300945	0.1060049	0.651672	0.3009447	0.6072224	0.544641	0.6233437	0.03652312	0.06948175	0.348328	69.38825	0.04821297	0.0891252	0.0788538	0.075554	0.0780201	0.0867836	0.107683	0.038111	0.0725911	0.0724521	0.0725517	0.0244086	0.0217228	0.032478	0.0268002	0.0267802	0.0268437	0.032842	0.0363994	69.38825	1758.837	0.3445419	0	0.115313	1	0.8122307	0.00822883	0.17954	0.812231	0.1795404	0.1877693	0.008228831	0.1153129
200	-976.163	-166.003	-810.159	0.384928	0.74442	0.399978	0.279483	0.09093217	0.8705093	0.2794828	0.3999782	0.7444201	0.3849276	0.0335399	0.05739228	0.1294907	69.38825	0.05660524	0.0768798	0.0695106	0.0695074	0.0716673	0.0839286	0.0938559	0.0445139	0.0623946	0.0633349	0.0639017	0.0227409	0.0231522	0.0434865	0.0373834	0.0377217	0.0380906	0.0482714	0.0496585	69.38825	1758.837	0.3688452	0	0.434695	1	0.7880943	0.11032	0.101585	0.788094	0.1015852	0.2119057	0.1103205	0.434695
250	-974.254	-162.441	-811.813	0.324907	0.721244	0.809659	0.985342	0.1003355	0.8648093	0.9853422	0.8096589	0.7212443	0.3249072	0.02401058	0.07632496	0.1351907	69.38825	0.08198498	0.133113	0.123114	0.1215	0.124882	0.135001	0.150735	0.0189617	0.0469585	0.0471525	0.0479164	0.00916652	0.00953492	0.00569479	0.00453815	0.00455485	0.00462428	0.00615513	0.0063971	69.38825	1758.837	0.2393029	0	0.205561	1	0.8699205	0.0743751	0.0557044	0.86992	0.05570445	0.1300795	0.0743751	0.2055611
300	-974.268	-163.893	-810.374	0.315955	0.451355	0.491621	0.314874	0.09168985	0.9070777	0.3148736	0.4916213	0.4513555	0.315955	0.03594905	0.0557408	0.09292231	69.38825	0.07173285	0.100937	0.0900875	0.0883057	0.0899469	0.100367	0.108809	0.0295411	0.0556077	0.05519	0.0555702	0.0236387	0.0236824	0.0320025	0.0270589	0.0269221	0.0270472	0.0320119	0.0332747	69.38825	1758.837	0.3920723	0	0.108154	1	0.6684427	0.0305873	0.30097	0.668443	0.30097	0.3315573	0.03058732	0.1081535
350	-975.984	-164.32	-811.665	0.309505	0.493231	0.737705	0.861912	0.08330472	0.8494829	0.8619122	0.7377052	0.4932306	0.3095049	0.02338606	0.05991867	0.1505171	69.38825	0.1177575	0.132564	0.122678	0.120321	0.122649	0.130941	0.149322	0.0198182	0.0490461	0.0490184	0.0494018	0.0110285	0.0110544	0.00594976	0.00467967	0.00467739	0.00470947	0.00597279	0.00616715	69.38825	1758.837	0.2807291	0	0.160197	1	0.8353632	0.0260878	0.138549	0.835363	0.138549	0.1646368	0.02608777	0.1601967
400	-972.89	-162.603	-810.286	0.666203	0.7785	0.82097	0.756846	0.1180718	0.6957122	0.7568456	0.82097	0.7784996	0.6662032	0.05224611	0.06582568	0.3042878	69.38825	0.04401457	0.106871	0.0955276	0.0931032	0.0947891	0.103817	0.128984	0.037083	0.0717921	0.0722117	0.072151	0.0184063	0.0175987	0.0164005	0.012383	0.0124335	0.0124286	0.0164376	0.0175814	69.38825	1758.837	0.4424944	0	0.201008	1	0.8380832	0.00751274	0.154404	0.838083	0.1544041	0.1619168	0.007512745	0.2010077
450	-977.078	-166.751	-810.327	0.457861	0.763454	0.364674	0.977431	0.112058	0.789716	0.9774308	0.3646742	0.7634539	0.4578611	0.04137361	0.07068437	0.210284	69.38825	0.03307191	0.0766861	0.0719457	0.072367	0.075087	0.0883701	0.108122	0.0745772	0.0844952	0.0857088	0.0854226	0.0342687	0.0340428	0.0169712	0.0145496	0.0147113	0.0149069	0.0232658	0.0245019	69.38825	1758.837	0.3692161	0	0.65416	1	0.7854735	0.0431554	0.171371	0.785473	0.1713711	0.2145265	0.04315543	0.65416
500	-975.373	-164.895	-810.479	0.486176	0.521865	0.978037	0.707228	0.08864771	0.7620126	0.7072279	0.9780373	0.5218648	0.4861756	0.0186775	0.06997021	0.2379874	69.38825	0.03673736	0.124243	0.11357	0.111426	0.114898	0.126685	0.139659	0.0254643	0.0520701	0.0521469	0.0528289	0.0165028	0.0165656	0.00973331	0.00782877	0.00783651	0.00791966	0.0101804	0.0104418	69.38825	1758.837	0.2106935	0	0.179299	1	0.8058482	0.0899441	0.104208	0.805848	0.1042077	0.1941518	0.08994408	0.1792989
