Iteration	Posterior	Likelihood	Prior	biome_rates[1]	biome_rates[2]	biome_rates[3]	biome_rates[4]	birth	br_base	br_CW	br_TW	br_WC	br_WT	death	diversification	dr_base	endAge	rate_biome	rf_simplex[1]	rf_simplex[2]	rf_simplex[3]	rf_simplex[4]	rf_simplex[5]	rf_simplex[6]	rf_simplex[7]	rf_simplex[8]	rf_simplex[9]	rf_simplex[10]	rf_simplex[11]	rf_simplex[12]	rf_simplex[13]	rf_simplex[14]	rf_simplex[15]	rf_simplex[16]	rf_simplex[17]	rf_simplex[18]	root_age	tree_length	turnover	w_adj[1]	w_adj[2]	w_adj[3]	w_biome	w_graph[1]	w_graph[2]	w_graph[3]	w_land	w_not_biome	w_null	y_subdominant
0	-936.392	-80.7923	-855.599	1	1	1	1	0.04	0.75	1	1	1	1	0.03	0.01	0.25	69.38825	0.03	0.10234	0.0869161	0.0832722	0.0872243	0.101831	0.124346	0.0313451	0.0811343	0.0800742	0.0817743	0.0211306	0.0224432	0.0181128	0.0132694	0.0131351	0.0133591	0.0184155	0.0198772	69.38825	1758.837	0.75	0	0.1	1	0.8421053	0.0526316	0.105263	0.842105	0.1052632	0.1578947	0.05263158	0.1
50	-889.793	-79.3862	-810.406	0.725164	0.307726	0.444959	0.704484	0.0920383	0.8274313	0.7044841	0.4449591	0.3077258	0.7251643	0.02020391	0.07183439	0.1725687	69.38825	0.03389455	0.0888944	0.0713539	0.068949	0.0732892	0.0932776	0.124594	0.0533249	0.105854	0.106049	0.108614	0.0279849	0.0314042	0.00861795	0.00575838	0.00576691	0.00589253	0.00970642	0.0106683	69.38825	1758.837	0.2195163	0	0.203335	1	0.8816653	0.0692581	0.0490766	0.881665	0.04907659	0.1183347	0.06925808	0.2033347
100	-889.139	-80.2135	-808.926	0.860478	0.879564	0.718531	0.16343	0.1095356	0.8134121	0.1634296	0.7185309	0.8795638	0.8604775	0.05038648	0.05914914	0.1865879	69.38825	0.02654194	0.0949644	0.081562	0.0809837	0.0807187	0.085332	0.116479	0.0429469	0.0933693	0.0953894	0.0950375	0.00504936	0.00548965	0.023615	0.0183769	0.0186974	0.0185724	0.0216578	0.0217589	69.38825	1758.837	0.4600008	0	0.302385	1	0.9641607	0.0057867	0.0300526	0.964161	0.03005255	0.03583925	0.005786701	0.3023853
150	-893.024	-80.6131	-812.411	0.851942	0.926924	0.770587	0.554661	0.1556709	0.8539815	0.5546611	0.770587	0.9269242	0.8519425	0.1239947	0.03167616	0.1460185	69.38825	0.0222532	0.083998	0.071118	0.0703739	0.0731284	0.0905993	0.102199	0.0436008	0.0741673	0.0745455	0.0760785	0.0255694	0.0270522	0.0331656	0.0268024	0.0268993	0.0273341	0.0359527	0.0374159	69.38825	1758.837	0.7965184	0	0.281639	1	0.7942574	0.140843	0.0648992	0.794257	0.06489919	0.2057426	0.1408434	0.281639
200	-892.745	-82.1036	-810.641	0.727283	0.225557	0.88113	0.204551	0.1218363	0.8551053	0.2045508	0.88113	0.225557	0.7272829	0.08611407	0.03572221	0.1448947	69.38825	0.0307651	0.0618323	0.0614528	0.0614516	0.0614555	0.0619248	0.0619386	0.0500874	0.0506318	0.0506315	0.0506202	0.0499173	0.0498486	0.0547448	0.0545852	0.0545851	0.0545945	0.0548185	0.0548794	69.38825	1758.837	0.7068015	0	0.158009	1	0.02552421	0.0972012	0.877275	0.0255242	0.8772746	0.9744758	0.09720123	0.1580091
250	-889.966	-79.5036	-810.462	0.406382	0.211991	0.361605	0.437093	0.08242412	0.9312186	0.4370933	0.3616046	0.2119912	0.406382	0.02134181	0.0610823	0.06878135	69.38825	0.03132616	0.100593	0.0820967	0.0802939	0.0844923	0.108072	0.124534	0.0444798	0.0862667	0.0859667	0.0886695	0.0275566	0.0300236	0.0103193	0.00763492	0.0076132	0.007811	0.0114671	0.0121087	69.38825	1758.837	0.2589268	0	0.21404	1	0.8249559	0.161857	0.0131871	0.824956	0.01318711	0.1750441	0.161857	0.2140401
300	-890.178	-80.7243	-809.454	0.551342	0.244957	0.747876	0.0933051	0.09778398	0.8193061	0.09330506	0.7478763	0.244957	0.5513419	0.0485617	0.04922228	0.1806939	69.38825	0.02991693	0.0781739	0.0758527	0.0763503	0.0783504	0.0897978	0.101169	0.0499452	0.0542255	0.0547703	0.0546824	0.0210385	0.0212428	0.0397982	0.0390185	0.0391179	0.0394733	0.0427387	0.0442553	69.38825	1758.837	0.4966222	0	0.807461	1	0.7405565	0.0598107	0.199633	0.740557	0.1996328	0.2594435	0.05981066	0.8074612
350	-889.335	-80.3003	-809.035	0.619193	0.434546	0.237485	0.677636	0.107478	0.8600657	0.6776359	0.237485	0.434546	0.6191935	0.05853083	0.0489472	0.1399343	69.38825	0.02711828	0.0584609	0.0471316	0.0465221	0.0494187	0.0690816	0.0833465	0.0828257	0.110121	0.111207	0.113026	0.0524103	0.0551271	0.0210158	0.0149649	0.0150748	0.0153406	0.0267321	0.0281931	69.38825	1758.837	0.5445841	0	0.353909	1	0.8029039	0.122833	0.0742626	0.802904	0.07426261	0.1970961	0.1228335	0.353909
400	-888.702	-79.7336	-808.968	0.536433	0.330637	0.572921	0.981134	0.1028041	0.9092534	0.9811342	0.5729214	0.3306372	0.5364331	0.04662681	0.05617729	0.09074662	69.38825	0.02950333	0.0876733	0.0845605	0.0850535	0.0868672	0.103473	0.118875	0.0728707	0.0780853	0.0786923	0.0786311	0.0333118	0.0356292	0.00868465	0.00823903	0.0082952	0.00834372	0.0108882	0.0118266	69.38825	1758.837	0.4535501	0	0.825524	1	0.6885309	0.0372416	0.274227	0.688531	0.2742274	0.3114691	0.03724162	0.8255237
450	-888.498	-79.215	-809.283	0.758161	0.232566	0.922527	0.575845	0.09060642	0.7465595	0.5758451	0.9225274	0.2325664	0.7581607	0.03110581	0.05950062	0.2534405	69.38825	0.02322966	0.105869	0.0936492	0.0922397	0.0949074	0.109676	0.125136	0.0456322	0.0716172	0.0718607	0.0722996	0.0302713	0.0304435	0.00993012	0.00827138	0.00828702	0.00835538	0.0104678	0.0110872	69.38825	1758.837	0.3433069	0	0.245438	1	0.7293278	0.0547827	0.21589	0.729328	0.2158895	0.2706722	0.05478268	0.2454383
