Iteration	Posterior	Likelihood	Prior	biome_rates[1]	biome_rates[2]	biome_rates[3]	biome_rates[4]	birth	br_base	br_CW	br_TW	br_WC	br_WT	death	diversification	dr_base	endAge	rate_biome	rf_simplex[1]	rf_simplex[2]	rf_simplex[3]	rf_simplex[4]	rf_simplex[5]	rf_simplex[6]	rf_simplex[7]	rf_simplex[8]	rf_simplex[9]	rf_simplex[10]	rf_simplex[11]	rf_simplex[12]	rf_simplex[13]	rf_simplex[14]	rf_simplex[15]	rf_simplex[16]	rf_simplex[17]	rf_simplex[18]	root_age	tree_length	turnover	w_adj[1]	w_adj[2]	w_adj[3]	w_biome	w_graph[1]	w_graph[2]	w_graph[3]	w_land	w_not_biome	w_null	y_subdominant
0	-994.85	-139.25	-855.599	1	1	1	1	0.04	0.75	1	1	1	1	0.03	0.01	0.25	69.38825	0.03	0.10234	0.0869161	0.0832722	0.0872243	0.101831	0.124346	0.0313451	0.0811343	0.0800742	0.0817743	0.0211306	0.0224432	0.0181128	0.0132694	0.0131351	0.0133591	0.0184155	0.0198772	69.38825	1758.837	0.75	0	0.1	1	0.8421053	0.0526316	0.105263	0.842105	0.1052632	0.1578947	0.05263158	0.1
50	-951.597	-142.046	-809.552	0.468281	0.559633	0.877072	0.877072	0.1057032	0.7434065	0.8770721	0.8770723	0.5596332	0.4682805	0.04868838	0.05701485	0.2565935	69.38825	0.05412722	0.112987	0.105628	0.105156	0.107188	0.118286	0.126229	0.0380557	0.0520688	0.0524852	0.0525186	0.0261602	0.0255483	0.0134414	0.0115117	0.0115665	0.0116384	0.0146418	0.014889	69.38825	1758.837	0.4606139	0	0.346729	1	0.6696201	0.101834	0.228546	0.66962	0.2285458	0.3303799	0.1018341	0.3467294
100	-948.64	-138.26	-810.381	0.403169	0.300888	0.606243	0.726789	0.1163379	0.8671958	0.7267893	0.6062428	0.3008882	0.403169	0.05147105	0.06486682	0.1328042	69.38825	0.05905745	0.105317	0.0969677	0.0966572	0.0982486	0.111268	0.118799	0.0472666	0.0615779	0.0618747	0.0618879	0.0342303	0.0341523	0.0123631	0.0107202	0.0107567	0.0108104	0.0133872	0.0137151	69.38825	1758.837	0.4424273	0	0.369638	1	0.5891661	0.0784138	0.33242	0.589166	0.3324201	0.4108339	0.07841381	0.3696379
150	-948.927	-137.654	-811.273	0.304508	0.0541494	0.646158	0.422044	0.08523003	0.9575244	0.4220444	0.646158	0.05414944	0.3045076	0.02595524	0.05927479	0.04247563	69.38825	0.100955	0.109905	0.109025	0.109021	0.109031	0.11008	0.110128	0.0503397	0.0512935	0.0512923	0.0512883	0.0501467	0.0501123	0.00641452	0.00635747	0.00635737	0.00635759	0.00642433	0.00642558	69.38825	1758.837	0.3045316	0	0.134691	1	0.03522257	0.168254	0.796523	0.0352226	0.7965231	0.9647774	0.1682544	0.1346914
200	-949.754	-138.022	-811.732	0.290659	0.13625	0.450284	0.60795	0.08892889	0.9521629	0.60795	0.4502837	0.1362499	0.2906588	0.01862069	0.0703082	0.04783714	69.38825	0.1265753	0.114595	0.101899	0.101062	0.102732	0.118183	0.127078	0.0418873	0.0640628	0.063952	0.0644529	0.031022	0.032019	0.00654864	0.00552408	0.00551575	0.00555943	0.00681216	0.00709446	69.38825	1758.837	0.2093885	0	0.250998	1	0.6186565	0.0667024	0.314641	0.618657	0.3146411	0.3813435	0.06670238	0.2509982
250	-949.234	-139.703	-809.531	0.571031	0.103403	0.691107	0.400322	0.1027602	0.869574	0.400322	0.6911068	0.1034032	0.5710313	0.04606387	0.05669635	0.130426	69.38825	0.05169731	0.0970199	0.0914276	0.0919357	0.0938078	0.109628	0.125818	0.064322	0.07366	0.0744526	0.0742646	0.0312175	0.0327643	0.00637804	0.00590246	0.00594439	0.00600272	0.00739205	0.00806273	69.38825	1758.837	0.4482656	0	0.684503	1	0.6961537	0.0373105	0.266536	0.696154	0.2665358	0.3038463	0.03731047	0.6845027
300	-954.999	-141.553	-813.446	0.723232	0.284324	0.971793	0.145219	0.09853224	0.7755286	0.1452195	0.9717929	0.2843236	0.7232321	0.01283333	0.08569891	0.2244714	69.38825	0.0506705	0.0760091	0.0743472	0.0746686	0.0763422	0.087353	0.0945267	0.0510017	0.0538528	0.0541804	0.0538303	0.0273266	0.0270842	0.0404739	0.0399462	0.0400019	0.0403823	0.0436174	0.0450557	69.38825	1758.837	0.1302449	0	0.839744	1	0.6395595	0.0691221	0.291318	0.63956	0.2913183	0.3604405	0.06912213	0.8397441
350	-954.384	-142.274	-812.11	0.922487	0.919501	0.265092	0.880412	0.0872463	0.7818178	0.8804124	0.2650923	0.9195012	0.9224869	0.007450494	0.07979581	0.2181822	69.38825	0.02967008	0.0506999	0.0383727	0.0368427	0.0398154	0.0564253	0.0714118	0.0758521	0.115172	0.11564	0.117633	0.0514432	0.054	0.0332731	0.0208131	0.0208737	0.0212083	0.0392684	0.0412549	69.38825	1758.837	0.0853961	0	0.215116	1	0.84315	0.105777	0.051073	0.84315	0.05107304	0.15685	0.105777	0.2151156
400	-951.307	-141.853	-809.455	0.635072	0.604955	0.575496	0.980246	0.09850974	0.8678736	0.9802461	0.5754957	0.6049552	0.6350721	0.04213601	0.05637373	0.1321264	69.38825	0.04275994	0.0756706	0.0679022	0.0674232	0.068054	0.0770237	0.0793743	0.0578822	0.0724328	0.0722668	0.0723977	0.0544676	0.0542337	0.032043	0.0277227	0.0276784	0.0277463	0.0326221	0.0330586	69.38825	1758.837	0.4277345	0	0.109611	1	0.3921836	0.0921293	0.515687	0.392184	0.515687	0.6078164	0.0921293	0.1096114
450	-948.262	-137.102	-811.16	0.428357	0.0279392	0.992877	0.40498	0.1040404	0.8862884	0.4049797	0.9928772	0.02793924	0.4283567	0.06457081	0.03946955	0.1137116	69.38825	0.06787889	0.124204	0.117572	0.117617	0.118768	0.130732	0.137244	0.0398103	0.049521	0.049759	0.0496731	0.0274117	0.0275657	0.00169881	0.00158259	0.0015872	0.00159351	0.00180301	0.00185636	69.38825	1758.837	0.6206323	0	0.482317	1	0.5452625	0.064056	0.390682	0.545263	0.3906815	0.4547375	0.06405599	0.4823165
500	-952.77	-143.228	-809.542	0.869336	0.131949	0.950177	0.672158	0.09943853	0.9446496	0.6721581	0.9501771	0.1319485	0.8693364	0.03742902	0.06200951	0.05535035	69.38825	0.04290909	0.082745	0.0806703	0.0806718	0.0807653	0.0853082	0.0855382	0.0710248	0.0735372	0.0735468	0.0735271	0.0678811	0.0678679	0.0128372	0.012526	0.0125272	0.0125406	0.0132247	0.0132606	69.38825	1758.837	0.3764036	0	0.526152	1	0.1360158	0.233064	0.63092	0.136016	0.6309204	0.8639842	0.2330638	0.5261523
550	-950.194	-140.677	-809.517	0.483915	0.167416	0.602496	0.0839494	0.1049639	0.8481621	0.0839494	0.6024961	0.1674163	0.4839145	0.04564429	0.05931956	0.1518379	69.38825	0.04945722	0.0738321	0.0725119	0.0728759	0.074977	0.0880772	0.0943523	0.0533241	0.0556675	0.0559932	0.0562444	0.0290317	0.0292918	0.0397694	0.0393793	0.0394266	0.039677	0.042546	0.0430226	69.38825	1758.837	0.4348572	0	0.8779	1	0.6715802	0.165607	0.162812	0.67158	0.1628125	0.3284198	0.1656073	0.8779005
600	-949.959	-139.248	-810.711	0.272865	0.289871	0.66374	0.233029	0.09860672	0.8691725	0.2330294	0.66374	0.2898711	0.2728651	0.03087999	0.06772673	0.1308275	69.38825	0.08967875	0.122136	0.115268	0.115697	0.118171	0.12878	0.142	0.0306424	0.0449071	0.0457274	0.0460892	0.0119469	0.0121647	0.0112401	0.0100783	0.010192	0.0102776	0.0121812	0.0125025	69.38825	1758.837	0.3131631	0	0.481233	1	0.8268546	0.0825044	0.0906411	0.826855	0.09064106	0.1731454	0.08250436	0.481233
650	-948.268	-137.635	-810.632	0.322455	0.21912	0.663498	0.453823	0.1213265	0.9085679	0.4538232	0.6634976	0.2191204	0.3224549	0.05952328	0.06180323	0.09143205	69.38825	0.07787124	0.127304	0.115809	0.114954	0.118037	0.130813	0.147555	0.0264105	0.0539886	0.0543392	0.0552123	0.0125484	0.0132628	0.00520789	0.00434782	0.00437131	0.00443548	0.00555554	0.00584882	69.38825	1758.837	0.4906041	0	0.270186	1	0.836333	0.0768932	0.0867738	0.836333	0.08677381	0.163667	0.07689323	0.270186
700	-953.573	-143.917	-809.656	0.378746	0.254506	0.460601	0.229532	0.09344378	0.8750809	0.2295316	0.4606009	0.2545065	0.3787458	0.03314881	0.06029497	0.1249191	69.38825	0.04044315	0.0818234	0.0810682	0.0814085	0.0836479	0.0985862	0.103514	0.0611194	0.0624993	0.0627405	0.0634542	0.0343048	0.0349317	0.023803	0.0235456	0.0235849	0.023733	0.0280143	0.0282213	69.38825	1758.837	0.354746	0	0.936747	1	0.6852926	0.288669	0.0260382	0.685293	0.0260382	0.3147074	0.2886692	0.9367472
750	-947.237	-136.939	-810.298	0.307413	0.109464	0.628089	0.869857	0.09430572	0.9125873	0.8698572	0.6280885	0.1094641	0.3074128	0.03231859	0.06198713	0.08741267	69.38825	0.07668239	0.115316	0.109747	0.109529	0.10991	0.117017	0.118637	0.0456403	0.0526883	0.0526575	0.052613	0.0429884	0.0426754	0.0052717	0.00487134	0.00486923	0.00487017	0.0053458	0.00535291	69.38825	1758.837	0.3427002	0	0.193892	1	0.2712955	0.0750113	0.653693	0.271295	0.6536933	0.7287045	0.07501127	0.1938917
800	-949.071	-138.482	-810.589	0.264392	0.0867169	0.788313	0.499714	0.1123865	0.954827	0.4997136	0.788313	0.08671693	0.2643918	0.04951911	0.06286735	0.04517302	69.38825	0.1035952	0.124449	0.124548	0.12498	0.127536	0.141106	0.149264	0.0410681	0.0413218	0.0414498	0.0419905	0.0143903	0.0149149	0.00201133	0.00201306	0.00201852	0.0020457	0.00240604	0.00248706	69.38825	1758.837	0.4406145	0	0.99261	1	0.7211574	0.153533	0.12531	0.721157	0.1253101	0.2788426	0.1535325	0.9926104
850	-950.552	-139.765	-810.787	0.122807	0.0980693	0.42297	0.878813	0.1235928	0.9571518	0.8788131	0.4229699	0.09806932	0.1228069	0.07591482	0.04767801	0.04284825	69.38825	0.1180497	0.127029	0.12683	0.126846	0.127141	0.131282	0.131832	0.0363452	0.0365887	0.0365951	0.0364435	0.0315072	0.0313447	0.00331739	0.00330534	0.00330582	0.00329913	0.00349902	0.00348941	69.38825	1758.837	0.6142332	0	0.943842	1	0.1914126	0.18607	0.622517	0.191413	0.6225173	0.8085874	0.1860701	0.943842
