Iteration	Posterior	Likelihood	Prior	biome_rates[1]	biome_rates[2]	biome_rates[3]	biome_rates[4]	birth	br_base	br_CW	br_TW	br_WC	br_WT	death	diversification	dr_base	endAge	rate_biome	rf_simplex[1]	rf_simplex[2]	rf_simplex[3]	rf_simplex[4]	rf_simplex[5]	rf_simplex[6]	rf_simplex[7]	rf_simplex[8]	rf_simplex[9]	rf_simplex[10]	rf_simplex[11]	rf_simplex[12]	rf_simplex[13]	rf_simplex[14]	rf_simplex[15]	rf_simplex[16]	rf_simplex[17]	rf_simplex[18]	root_age	tree_length	turnover	w_adj[1]	w_adj[2]	w_adj[3]	w_biome	w_graph[1]	w_graph[2]	w_graph[3]	w_land	w_not_biome	w_null	y_subdominant
0	-969.662	-114.063	-855.599	1	1	1	1	0.04	0.75	1	1	1	1	0.03	0.01	0.25	69.38825	0.03	0.10234	0.0869161	0.0832722	0.0872243	0.101831	0.124346	0.0313451	0.0811343	0.0800742	0.0817743	0.0211306	0.0224432	0.0181128	0.0132694	0.0131351	0.0133591	0.0184155	0.0198772	69.38825	1758.837	0.75	0	0.1	1	0.8421053	0.0526316	0.105263	0.842105	0.1052632	0.1578947	0.05263158	0.1
50	-922.647	-113.51	-809.136	0.700415	0.642562	0.376795	0.908426	0.1002595	0.9475759	0.9084261	0.3767951	0.6425615	0.7004153	0.04689232	0.05336722	0.05242414	69.38825	0.03110565	0.0478969	0.0434647	0.0433575	0.0434684	0.0480365	0.0483441	0.0698847	0.0798479	0.0797426	0.0798409	0.0694901	0.0694675	0.0485653	0.0437034	0.0436563	0.0437032	0.0486749	0.048855	69.38825	1758.837	0.4677094	0	0.0130968	1	0.2326148	0.222333	0.545052	0.232615	0.5450525	0.7673852	0.2223327	0.01309685
100	-922.581	-113.518	-809.064	0.585908	0.547481	0.758023	0.760241	0.1154656	0.8675603	0.760241	0.7580229	0.5474812	0.5859084	0.06807662	0.04738894	0.1324397	69.38825	0.02546335	0.0879962	0.0872633	0.0876827	0.0902403	0.106706	0.114628	0.0639212	0.0654809	0.0657756	0.0663829	0.030832	0.0315594	0.0153605	0.0151623	0.0152129	0.0154201	0.0198962	0.0204789	69.38825	1758.837	0.5895838	0	0.941605	1	0.6861837	0.164631	0.149185	0.686184	0.1491848	0.3138163	0.1646315	0.9416047
150	-922.871	-112.863	-810.008	0.796052	0.788786	0.45816	0.810331	0.09607805	0.9244387	0.810331	0.4581596	0.7887856	0.7960524	0.02402027	0.07205778	0.07556132	69.38825	0.02553377	0.0542882	0.0493771	0.0495094	0.0504115	0.0645682	0.0669295	0.0732296	0.0829274	0.0833802	0.0840859	0.0515695	0.0523951	0.0386857	0.0346966	0.0348458	0.0351387	0.0466194	0.0473421	69.38825	1758.837	0.2500079	0	0.608185	1	0.5825161	0.324195	0.093289	0.582516	0.09328897	0.4174839	0.3241949	0.6081854
200	-925.324	-115.082	-810.242	0.57207	0.699003	0.97422	0.588926	0.1288311	0.8974235	0.5889259	0.9742199	0.6990032	0.5720696	0.08231394	0.04651717	0.1025765	69.38825	0.05234356	0.101168	0.0988616	0.0995658	0.101495	0.113937	0.130669	0.0531292	0.0573896	0.0579242	0.0582491	0.0156212	0.0168319	0.014867	0.0143839	0.0144966	0.0146394	0.0176335	0.0191377	69.38825	1758.837	0.6389291	0	0.861881	1	0.7903931	0.0460993	0.163508	0.790393	0.1635076	0.2096069	0.04609927	0.8618812
250	-924.057	-114.584	-809.473	0.495538	0.924669	0.660109	0.840695	0.1105759	0.8616026	0.8406949	0.6601094	0.924669	0.4955383	0.06499244	0.04558346	0.1383974	69.38825	0.03381565	0.0880632	0.0869182	0.0874412	0.0901927	0.105787	0.114004	0.0603349	0.0626	0.062992	0.0637795	0.0263042	0.0269857	0.0186739	0.0182522	0.0183398	0.0185874	0.0250674	0.0256773	69.38825	1758.837	0.5877632	0	0.915377	1	0.7427425	0.182958	0.0742992	0.742743	0.07429923	0.2572575	0.1829583	0.9153766
300	-922.003	-113.217	-808.786	0.863018	0.647872	0.986849	0.819628	0.102949	0.9254135	0.8196275	0.9868488	0.6478724	0.8630178	0.04937537	0.05357361	0.07458645	69.38825	0.02382554	0.0737419	0.0731636	0.0732319	0.073765	0.0835137	0.0856984	0.0627806	0.0637786	0.0638438	0.063721	0.0448614	0.0453364	0.0306661	0.0304019	0.0304267	0.0305586	0.0349002	0.0356103	69.38825	1758.837	0.4796101	0	0.93467	1	0.3987113	0.0653277	0.535961	0.398711	0.535961	0.6012887	0.06532773	0.9346703
350	-924.93	-115.156	-809.774	0.497489	0.573882	0.312762	0.647724	0.1079293	0.8360806	0.6477236	0.3127616	0.5738824	0.4974893	0.04116043	0.06676882	0.1639194	69.38825	0.03638969	0.0733965	0.061182	0.0593196	0.0619173	0.076185	0.0850483	0.0553216	0.0870697	0.086742	0.0877116	0.0457634	0.0459185	0.0326228	0.023808	0.0237492	0.0239926	0.0345522	0.0356998	69.38825	1758.837	0.3813649	0	0.131188	1	0.7120681	0.119197	0.168735	0.712068	0.1687348	0.2879319	0.1191971	0.1311885
400	-923.081	-113.415	-809.666	0.747419	0.826085	0.35814	0.729948	0.1070418	0.9343561	0.7299484	0.3581397	0.8260847	0.7474194	0.06414538	0.04289638	0.06564394	69.38825	0.02870217	0.0405674	0.0365459	0.0364844	0.0366806	0.0423272	0.0428369	0.0638458	0.0749017	0.0749362	0.0750136	0.0586501	0.0586395	0.062003	0.055488	0.0555075	0.0556334	0.0647483	0.0651902	69.38825	1758.837	0.5992556	0	0.262699	1	0.3554787	0.241024	0.403497	0.355479	0.4034971	0.6445213	0.2410241	0.2626988
450	-924.654	-115.228	-809.426	0.53466	0.265816	0.470644	0.685454	0.1174615	0.9799037	0.6854535	0.470644	0.2658163	0.5346598	0.06141293	0.05604854	0.02009633	69.38825	0.03941646	0.0679048	0.0664687	0.0664789	0.0665531	0.0709067	0.0710669	0.0732617	0.0753283	0.0753447	0.0753472	0.0688985	0.0689316	0.0254692	0.0249086	0.0249134	0.0249313	0.0266214	0.0266647	69.38825	1758.837	0.5228347	0	0.656952	1	0.1488701	0.292498	0.558632	0.14887	0.5586323	0.8511299	0.2924976	0.6569524
500	-925.641	-116.323	-809.317	0.54303	0.820328	0.546056	0.635058	0.1024213	0.9585032	0.6350583	0.5460563	0.8203281	0.5430304	0.03293012	0.06949116	0.04149682	69.38825	0.01856104	0.0625046	0.0588682	0.0588716	0.0590966	0.065528	0.0661149	0.0505409	0.0579583	0.0580161	0.0580733	0.0440525	0.0441324	0.0534154	0.0500361	0.0500769	0.0501787	0.0561163	0.0564194	69.38825	1758.837	0.3215164	0	0.423232	1	0.3367309	0.256813	0.406456	0.336731	0.406456	0.6632691	0.256813	0.4232316
550	-923.525	-112.536	-810.99	0.904643	0.939322	0.64083	0.418342	0.09849305	0.8866089	0.4183419	0.6408297	0.939322	0.9046429	0.02035708	0.07813598	0.1133911	69.38825	0.02568465	0.0617845	0.0521608	0.051884	0.0534137	0.067825	0.0733618	0.0469185	0.0703342	0.0706986	0.0717245	0.0308494	0.0318895	0.0553655	0.0465953	0.0467529	0.047287	0.0597395	0.0614153	69.38825	1758.837	0.2066854	0	0.317014	1	0.7200056	0.181753	0.0982409	0.720006	0.09824092	0.2799944	0.1817535	0.3170136
600	-924.866	-113.043	-811.823	0.449034	0.750051	0.563713	0.738316	0.105523	0.9491344	0.7383161	0.5637135	0.7500515	0.4490335	0.02524963	0.08027339	0.0508656	69.38825	0.03385604	0.0828664	0.0768297	0.0768976	0.0776138	0.0888941	0.0922138	0.0495144	0.0603231	0.0605308	0.0606504	0.0365592	0.0370996	0.0337238	0.0307023	0.0307929	0.030915	0.0365344	0.0373386	69.38825	1758.837	0.2392807	0	0.475667	1	0.5024357	0.0999753	0.397589	0.502436	0.3975889	0.4975643	0.09997535	0.4756668
