Iteration	Posterior	Likelihood	Prior	biome_rates[1]	biome_rates[2]	biome_rates[3]	biome_rates[4]	birth	br_base	br_CW	br_TW	br_WC	br_WT	death	diversification	dr_base	endAge	rate_biome	rf_simplex[1]	rf_simplex[2]	rf_simplex[3]	rf_simplex[4]	rf_simplex[5]	rf_simplex[6]	rf_simplex[7]	rf_simplex[8]	rf_simplex[9]	rf_simplex[10]	rf_simplex[11]	rf_simplex[12]	rf_simplex[13]	rf_simplex[14]	rf_simplex[15]	rf_simplex[16]	rf_simplex[17]	rf_simplex[18]	root_age	tree_length	turnover	w_adj[1]	w_adj[2]	w_adj[3]	w_biome	w_graph[1]	w_graph[2]	w_graph[3]	w_land	w_not_biome	w_null	y_subdominant
0	-1010.6	-154.996	-855.599	1	1	1	1	0.04	0.75	1	1	1	1	0.03	0.01	0.25	69.38825	0.03	0.10234	0.0869161	0.0832722	0.0872243	0.101831	0.124346	0.0313451	0.0811343	0.0800742	0.0817743	0.0211306	0.0224432	0.0181128	0.0132694	0.0131351	0.0133591	0.0184155	0.0198772	69.38825	1758.837	0.75	0	0.1	1	0.8421053	0.0526316	0.105263	0.842105	0.1052632	0.1578947	0.05263158	0.1
50	-960.138	-150.196	-809.942	0.328264	0.997535	0.445056	0.665231	0.09061621	0.7785419	0.665231	0.4450559	0.9975349	0.3282642	0.03878546	0.05183076	0.2214581	69.38825	0.03463902	0.112202	0.102416	0.100255	0.101304	0.107673	0.137076	0.0344	0.0695379	0.070655	0.0705123	0.0111769	0.0102662	0.0139934	0.00972674	0.00985809	0.00985459	0.0144317	0.0146601	69.38825	1758.837	0.428019	0	0.243139	1	0.9087721	0.00879175	0.0824361	0.908772	0.08243611	0.09122787	0.008791753	0.2431386
100	-961.75	-149.588	-812.161	0.220607	0.995179	0.227819	0.974342	0.1309759	0.8607895	0.9743424	0.2278189	0.995179	0.2206069	0.09865372	0.03232219	0.1392105	69.38825	0.06579919	0.0959506	0.0894955	0.0897286	0.0909369	0.0992119	0.11727	0.0669052	0.0815639	0.083317	0.0825955	0.0168687	0.0143509	0.0121083	0.0096527	0.00984359	0.00982927	0.0160165	0.014355	69.38825	1758.837	0.7532203	0	0.595831	1	0.8849826	0.00815958	0.106858	0.884983	0.1068578	0.1150174	0.00815958	0.5958307
150	-959.116	-149.62	-809.495	0.545914	0.768266	0.161842	0.49921	0.1126205	0.8894571	0.4992098	0.1618423	0.7682658	0.5459139	0.06489903	0.04772149	0.1105429	69.38825	0.04089536	0.0377398	0.0375574	0.0380817	0.0411059	0.057856	0.0931718	0.120866	0.123079	0.124024	0.12644	0.0294435	0.0347338	0.0158267	0.0156993	0.015805	0.0161999	0.0336163	0.0387531	69.38825	1758.837	0.5762629	0	0.971389	1	0.9198319	0.0489903	0.0311778	0.919832	0.03117783	0.0801681	0.04899027	0.9713894
200	-956.825	-146.359	-810.466	0.378478	0.675762	0.247558	0.153755	0.08997845	0.8912709	0.1537548	0.2475582	0.6757621	0.3784775	0.02561987	0.06435858	0.1087291	69.38825	0.0629137	0.0714103	0.067011	0.0677103	0.0689009	0.0762335	0.123169	0.0892442	0.0994705	0.101395	0.101779	0.00770561	0.00914632	0.0183948	0.0164091	0.016683	0.0168107	0.0231519	0.0253739	69.38825	1758.837	0.2847334	0	0.780206	1	0.9630889	0.0146283	0.0222828	0.963089	0.02228278	0.03691112	0.01462834	0.7802065
250	-961.584	-149.317	-812.267	0.225208	0.185955	0.0350932	0.0697273	0.1376724	0.9727451	0.06972731	0.03509318	0.1859548	0.2252083	0.08273129	0.05494111	0.02725489	69.38825	0.206118	0.0215772	0.0190991	0.0191838	0.0195285	0.0272043	0.011661	0.114042	0.120293	0.121248	0.119428	0.0375158	0.01377	0.0662185	0.057722	0.0580642	0.0581697	0.0828966	0.0323776	69.38825	1758.837	0.6009287	0	0.756518	1	0.8229621	0.00850894	0.168529	0.822962	0.1685289	0.1770379	0.00850894	0.7565182
300	-957.816	-147.85	-809.966	0.170465	0.793723	0.0851649	0.385187	0.101423	0.862396	0.3851871	0.08516491	0.793723	0.1704647	0.03844364	0.06297931	0.137604	69.38825	0.06410195	0.061448	0.0578011	0.0582083	0.0604351	0.0683546	0.109621	0.0963552	0.105762	0.107551	0.107548	0.0223811	0.0218509	0.0165997	0.0132412	0.0134361	0.0136604	0.0318357	0.0339102	69.38825	1758.837	0.3790428	0	0.690681	1	0.9411283	0.0192505	0.0396212	0.941128	0.0396212	0.05887171	0.0192505	0.6906809
350	-965.283	-154.392	-810.891	0.396766	0.698717	0.350506	0.378524	0.08398985	0.835685	0.378524	0.3505057	0.6987173	0.3967655	0.02482137	0.05916848	0.164315	69.38825	0.05910192	0.0598886	0.0590791	0.0593156	0.0607587	0.0692804	0.0767305	0.0640211	0.0656847	0.0659366	0.0649409	0.0330184	0.0318009	0.0448976	0.0438907	0.0439851	0.0446128	0.0548772	0.0572809	69.38825	1758.837	0.2955282	0	0.902271	1	0.642643	0.0174733	0.339884	0.642643	0.3398837	0.357357	0.01747332	0.902271
400	-958.345	-147.072	-811.274	0.986496	0.85869	0.478482	0.379949	0.09710416	0.7369502	0.3799491	0.4784815	0.85869	0.9864962	0.01912006	0.0779841	0.2630498	69.38825	0.03472978	0.085601	0.0748827	0.074829	0.0729259	0.0734539	0.0520407	0.117474	0.146399	0.15031	0.149089	0.000538322	0.000449248	0.000506115	0.000375011	0.000384973	0.000381762	0.000194875	0.000164208	69.38825	1758.837	0.1969026	0	0.592859	1	0.9988668	0.000785868	0.000347353	0.998867	0.0003473535	0.001133221	0.000785868	0.5928588
450	-960.437	-148.802	-811.635	0.540364	0.658488	0.353635	0.376672	0.1023614	0.9104456	0.3766724	0.3536354	0.6584881	0.5403637	0.02783364	0.07452772	0.08955438	69.38825	0.09164148	0.0822883	0.074037	0.0747389	0.0749592	0.0848013	0.0372655	0.0932114	0.110652	0.112787	0.111857	0.0161494	0.0060667	0.0234638	0.0201246	0.0204729	0.0203945	0.0265455	0.0101848	69.38825	1758.837	0.2719155	0	0.677909	1	0.8965511	0.00235452	0.101094	0.896551	0.1010944	0.1034489	0.002354525	0.6779091
500	-957.924	-147.888	-810.036	0.809547	0.476989	0.133887	0.134136	0.09274417	0.855541	0.1341355	0.1338868	0.4769891	0.8095466	0.03040419	0.06233998	0.144459	69.38825	0.05362519	0.0272898	0.0262268	0.0264282	0.0273857	0.0339602	0.0966625	0.153184	0.156213	0.157169	0.157765	0.0128957	0.0182438	0.0146829	0.0138557	0.0139287	0.0141251	0.0227449	0.0272387	69.38825	1758.837	0.3278286	0	0.916623	1	0.9755232	0.00722289	0.0172539	0.975523	0.01725393	0.02447682	0.007222889	0.9166226
550	-958.26	-147.463	-810.797	0.835731	0.999198	0.335969	0.240663	0.09373985	0.8510489	0.2406626	0.3359688	0.9991979	0.8357307	0.04797837	0.04576148	0.1489511	69.38825	0.0588121	0.0551601	0.0447269	0.0447399	0.0462161	0.0579314	0.0955142	0.0724264	0.104793	0.107384	0.108386	0.0154342	0.0190941	0.0400582	0.0299083	0.0304809	0.0308066	0.0449367	0.0520036	69.38825	1758.837	0.5118247	0	0.43631	1	0.9343536	0.0293184	0.0363279	0.934354	0.03632792	0.06564636	0.02931843	0.4363105
600	-962.083	-148.699	-813.384	0.685797	0.69179	0.292318	0.491152	0.1585148	0.8794762	0.4911524	0.2923177	0.6917902	0.6857969	0.1259895	0.03252528	0.1205238	69.38825	0.05410085	0.0554395	0.0474841	0.0477097	0.0488352	0.0618157	0.0823904	0.08834	0.107195	0.109057	0.108663	0.0289468	0.0314721	0.0301313	0.0241546	0.0245034	0.0246589	0.0368455	0.0423572	69.38825	1758.837	0.7948123	0	0.566004	1	0.8427598	0.0125118	0.144728	0.84276	0.1447284	0.1572402	0.01251178	0.5660043
650	-959.412	-149.647	-809.765	0.828178	0.706667	0.318758	0.491413	0.113235	0.7419014	0.491413	0.3187579	0.7066666	0.8281783	0.05242929	0.06080574	0.2580986	69.38825	0.051293	0.0544718	0.0497253	0.0499951	0.0511815	0.0598121	0.0951015	0.112758	0.123384	0.125276	0.124386	0.021607	0.0208904	0.0170547	0.0142752	0.01445	0.0146613	0.0238599	0.0271094	69.38825	1758.837	0.463013	0	0.713744	1	0.921005	0.00412659	0.0748685	0.921005	0.07486845	0.07899505	0.004126595	0.7137438
700	-957.984	-147.754	-810.23	0.733562	0.917452	0.493515	0.795913	0.1231557	0.8232554	0.7959134	0.493515	0.9174523	0.7335619	0.06046995	0.06268573	0.1767446	69.38825	0.0428211	0.0999978	0.0846021	0.0840605	0.0830986	0.0876758	0.0875504	0.0680655	0.119117	0.122231	0.121271	0.0061721	0.00466894	0.00637932	0.00448254	0.0045951	0.00456149	0.00652038	0.00495133	69.38825	1758.837	0.4910042	0	0.374174	1	0.9675112	0.00269456	0.0297943	0.967511	0.02979426	0.03248881	0.002694555	0.3741737
