Iteration	Posterior	Likelihood	Prior	biome_rates[1]	biome_rates[2]	biome_rates[3]	biome_rates[4]	birth	br_base	br_CW	br_TW	br_WC	br_WT	death	diversification	dr_base	endAge	rate_biome	rf_simplex[1]	rf_simplex[2]	rf_simplex[3]	rf_simplex[4]	rf_simplex[5]	rf_simplex[6]	rf_simplex[7]	rf_simplex[8]	rf_simplex[9]	rf_simplex[10]	rf_simplex[11]	rf_simplex[12]	rf_simplex[13]	rf_simplex[14]	rf_simplex[15]	rf_simplex[16]	rf_simplex[17]	rf_simplex[18]	root_age	tree_length	turnover	w_biome	w_graph[1]	w_graph[2]	w_graph[3]	w_land	w_not_biome	w_null
6400	-980.084	-169	-811.084	0.768061	0.524624	0.229566	0.652615	0.0810774	0.9375586	0.6526152	0.2295657	0.5246237	0.7680614	0.0221878	0.0588896	0.06244142	69.38825	0.04717354	0.0236902	0.0236902	0.0236902	0.0236902	0.0236902	0.0236902	0.0792606	0.0792606	0.0792606	0.0792606	0.0792606	0.0792606	0.0637159	0.0637159	0.0637159	0.0637159	0.0637159	0.0637159	69.38825	1758.837	0.2736619	0.9087961	0.0264891	0.0647147	0.908796	0.06471474	0.09120387	0.02648913
6450	-980.257	-169.491	-810.766	0.545543	0.866782	0.29835	0.793527	0.08001325	0.9269338	0.7935274	0.2983498	0.8667823	0.5455433	0.01801461	0.06199863	0.07306624	69.38825	0.02917406	0.0345361	0.0345361	0.0345361	0.0345361	0.0345361	0.0345361	0.0631504	0.0631504	0.0631504	0.0631504	0.0631504	0.0631504	0.0689802	0.0689802	0.0689802	0.0689802	0.0689802	0.0689802	69.38825	1758.837	0.2251454	0.1843183	0.625792	0.18989	0.184318	0.1898896	0.8156817	0.6257922
6500	-980.839	-169.99	-810.849	0.703867	0.644524	0.323512	0.682459	0.08161911	0.8900601	0.6824591	0.3235119	0.6445241	0.7038672	0.02759302	0.05402609	0.1099399	69.38825	0.03250613	0.0318645	0.0318645	0.0318645	0.0318645	0.0318645	0.0318645	0.0693279	0.0693279	0.0693279	0.0693279	0.0693279	0.0693279	0.0654742	0.0654742	0.0654742	0.0654742	0.0654742	0.0654742	69.38825	1758.837	0.3380706	0.2650774	0.0537612	0.681161	0.265077	0.6811614	0.7349226	0.05376117
6550	-979.921	-170.738	-809.183	0.415062	0.781264	0.392147	0.58888	0.09438614	0.9190064	0.5888797	0.3921474	0.7812643	0.4150615	0.03410706	0.06027908	0.08099356	69.38825	0.0265326	0.0481327	0.0481327	0.0481327	0.0481327	0.0481327	0.0481327	0.0509452	0.0509452	0.0509452	0.0509452	0.0509452	0.0509452	0.0675888	0.0675888	0.0675888	0.0675888	0.0675888	0.0675888	69.38825	1758.837	0.3613567	0.2519417	0.0686483	0.67941	0.251942	0.67941	0.7480583	0.06864835
6600	-979.249	-169.46	-809.788	0.685763	0.843569	0.17724	0.927624	0.108283	0.9144408	0.9276244	0.1772401	0.8435689	0.6857633	0.06460027	0.04368275	0.08555923	69.38825	0.03683717	0.0198705	0.0198705	0.0198705	0.0198705	0.0198705	0.0198705	0.0768813	0.0768813	0.0768813	0.0768813	0.0768813	0.0768813	0.0699148	0.0699148	0.0699148	0.0699148	0.0699148	0.0699148	69.38825	1758.837	0.5965873	0.600369	0.153565	0.246066	0.600369	0.2460658	0.399631	0.1535652
6650	-978.854	-168.946	-809.908	0.736925	0.739729	0.333766	0.978539	0.1021386	0.9190756	0.9785391	0.3337656	0.7397295	0.7369247	0.0588197	0.0433189	0.08092436	69.38825	0.03165522	0.0341741	0.0341741	0.0341741	0.0341741	0.0341741	0.0341741	0.0754534	0.0754534	0.0754534	0.0754534	0.0754534	0.0754534	0.0570392	0.0570392	0.0570392	0.0570392	0.0570392	0.0570392	69.38825	1758.837	0.5758812	0.1072642	0.776037	0.116699	0.107264	0.1166985	0.8927358	0.7760372
6700	-978.891	-169.154	-809.737	0.900225	0.603802	0.232673	0.769925	0.09281733	0.9367516	0.7699251	0.232673	0.6038016	0.9002253	0.03761904	0.05519828	0.06324842	69.38825	0.04058015	0.0210882	0.0210882	0.0210882	0.0210882	0.0210882	0.0210882	0.0815916	0.0815916	0.0815916	0.0815916	0.0815916	0.0815916	0.0639869	0.0639869	0.0639869	0.0639869	0.0639869	0.0639869	69.38825	1758.837	0.405302	0.1450684	0.00045173	0.85448	0.145068	0.8544799	0.8549316	0.0004517296
6750	-981.968	-172.366	-809.601	0.932186	0.496804	0.0653823	0.304366	0.1102114	0.9441204	0.3043663	0.06538229	0.4968043	0.9321862	0.05844632	0.05176509	0.05587959	69.38825	0.05484625	0.00432571	0.00432571	0.00432571	0.00432571	0.00432571	0.00432571	0.0616737	0.0616737	0.0616737	0.0616737	0.0616737	0.0616737	0.100667	0.100667	0.100667	0.100667	0.100667	0.100667	69.38825	1758.837	0.5303109	0.09245393	0.295988	0.611558	0.0924539	0.611558	0.9075461	0.295988
6800	-980.958	-170.248	-810.71	0.314563	0.710487	0.336178	0.737383	0.09616891	0.8788922	0.7373835	0.3361783	0.7104866	0.314563	0.05637341	0.0397955	0.1211078	69.38825	0.0260792	0.0587418	0.0587418	0.0587418	0.0587418	0.0587418	0.0587418	0.0549649	0.0549649	0.0549649	0.0549649	0.0549649	0.0549649	0.05296	0.05296	0.05296	0.05296	0.05296	0.05296	69.38825	1758.837	0.5861916	0.04494246	0.453797	0.501261	0.0449425	0.5012608	0.9550575	0.4537967
6850	-981.38	-171.685	-809.695	0.552489	0.888431	0.367968	0.395189	0.1013967	0.8854186	0.3951892	0.3679684	0.888431	0.5524893	0.03335202	0.06804469	0.1145814	69.38825	0.03203696	0.0283596	0.0283596	0.0283596	0.0283596	0.0283596	0.0283596	0.0425807	0.0425807	0.0425807	0.0425807	0.0425807	0.0425807	0.0957264	0.0957264	0.0957264	0.0957264	0.0957264	0.0957264	69.38825	1758.837	0.328926	0.3076859	0.226112	0.466202	0.307686	0.4662018	0.6923141	0.2261123
6900	-983.122	-170.917	-812.206	0.267889	0.529911	0.114058	0.467301	0.08264625	0.9265025	0.4673012	0.1140582	0.5299111	0.2678888	0.008381723	0.07426453	0.07349748	69.38825	0.05707398	0.0277219	0.0277219	0.0277219	0.0277219	0.0277219	0.0277219	0.0651106	0.0651106	0.0651106	0.0651106	0.0651106	0.0651106	0.0738342	0.0738342	0.0738342	0.0738342	0.0738342	0.0738342	69.38825	1758.837	0.1014169	0.4983098	0.25797	0.243721	0.49831	0.2437206	0.5016902	0.2579696
6950	-981.392	-170.896	-810.497	0.392128	0.315398	0.277699	0.31058	0.115634	0.9685453	0.3105801	0.2776994	0.3153978	0.3921278	0.05119691	0.06443709	0.03145474	69.38825	0.07177427	0.0433348	0.0433348	0.0433348	0.0433348	0.0433348	0.0433348	0.0611913	0.0611913	0.0611913	0.0611913	0.0611913	0.0611913	0.0621405	0.0621405	0.0621405	0.0621405	0.0621405	0.0621405	69.38825	1758.837	0.4427497	0.7121739	0.0716941	0.216132	0.712174	0.216132	0.2878261	0.07169413
7000	-981.891	-171.854	-810.037	0.564659	0.987238	0.362338	0.928691	0.1425987	0.8215011	0.9286914	0.3623379	0.9872381	0.5646586	0.09186655	0.05073214	0.1784989	69.38825	0.01758068	0.0395414	0.0395414	0.0395414	0.0395414	0.0395414	0.0395414	0.0616203	0.0616203	0.0616203	0.0616203	0.0616203	0.0616203	0.065505	0.065505	0.065505	0.065505	0.065505	0.065505	69.38825	1758.837	0.6442314	0.1457251	0.2751	0.579175	0.145725	0.5791745	0.8542749	0.2751004
7050	-978.697	-169.424	-809.273	0.597651	0.939302	0.448767	0.878302	0.1129582	0.8739857	0.8783021	0.4487668	0.9393023	0.5976508	0.04962355	0.06333461	0.1260143	69.38825	0.02619266	0.0443732	0.0443732	0.0443732	0.0443732	0.0443732	0.0443732	0.0590946	0.0590946	0.0590946	0.0590946	0.0590946	0.0590946	0.0631989	0.0631989	0.0631989	0.0631989	0.0631989	0.0631989	69.38825	1758.837	0.4393091	0.6511903	0.180515	0.168295	0.65119	0.1682945	0.3488097	0.1805152
7100	-980.446	-170.444	-810.003	0.297613	0.552564	0.177937	0.828936	0.0892571	0.907007	0.8289359	0.1779368	0.5525644	0.297613	0.02798423	0.06127287	0.09299304	69.38825	0.04187765	0.0440043	0.0440043	0.0440043	0.0440043	0.0440043	0.0440043	0.0736006	0.0736006	0.0736006	0.0736006	0.0736006	0.0736006	0.0490618	0.0490618	0.0490618	0.0490618	0.0490618	0.0490618	69.38825	1758.837	0.3135238	0.6487883	0.243259	0.107952	0.648788	0.1079522	0.3512117	0.2432595
7150	-981.223	-171.171	-810.052	0.987113	0.905304	0.134423	0.657085	0.1061557	0.9470979	0.6570848	0.1344226	0.9053041	0.9871132	0.06104531	0.0451104	0.05290211	69.38825	0.05309938	0.00902817	0.00902817	0.00902817	0.00902817	0.00902817	0.00902817	0.0662971	0.0662971	0.0662971	0.0662971	0.0662971	0.0662971	0.0913414	0.0913414	0.0913414	0.0913414	0.0913414	0.0913414	69.38825	1758.837	0.5750544	0.2650458	0.695794	0.0391603	0.265046	0.03916032	0.7349542	0.6957938
7200	-978.708	-169.782	-808.927	0.796258	0.848569	0.413628	0.672557	0.1028251	0.8847218	0.672557	0.4136279	0.8485688	0.7962585	0.04431149	0.05851363	0.1152782	69.38825	0.02763041	0.0311298	0.0311298	0.0311298	0.0311298	0.0311298	0.0311298	0.0599268	0.0599268	0.0599268	0.0599268	0.0599268	0.0599268	0.07561	0.07561	0.07561	0.07561	0.07561	0.07561	69.38825	1758.837	0.4309403	0.0880903	0.712602	0.199307	0.0880903	0.1993075	0.9119097	0.7126022
7250	-981.068	-170.565	-810.504	0.384872	0.653512	0.241753	0.471446	0.1018483	0.9199401	0.471446	0.2417533	0.6535119	0.3848725	0.05945133	0.04239694	0.08005986	69.38825	0.04973719	0.0347308	0.0347308	0.0347308	0.0347308	0.0347308	0.0347308	0.0552915	0.0552915	0.0552915	0.0552915	0.0552915	0.0552915	0.0766444	0.0766444	0.0766444	0.0766444	0.0766444	0.0766444	69.38825	1758.837	0.5837245	0.3030872	0.279379	0.417534	0.303087	0.4175335	0.6969128	0.2793793
7300	-978.502	-168.851	-809.651	0.505931	0.669241	0.266197	0.58558	0.09644753	0.9390347	0.5855797	0.2661968	0.6692408	0.5059313	0.03555989	0.06088764	0.06096534	69.38825	0.04577399	0.0328555	0.0328555	0.0328555	0.0328555	0.0328555	0.0328555	0.0624449	0.0624449	0.0624449	0.0624449	0.0624449	0.0624449	0.0713663	0.0713663	0.0713663	0.0713663	0.0713663	0.0713663	69.38825	1758.837	0.3686967	0.7203449	0.051672	0.227983	0.720345	0.2279831	0.2796551	0.05167198
7350	-982.099	-171.906	-810.193	0.247428	0.63591	0.17088	0.929178	0.09351054	0.9040682	0.9291778	0.1708801	0.6359098	0.2474278	0.02595582	0.06755472	0.09593175	69.38825	0.04688867	0.0484649	0.0484649	0.0484649	0.0484649	0.0484649	0.0484649	0.0701753	0.0701753	0.0701753	0.0701753	0.0701753	0.0701753	0.0480265	0.0480265	0.0480265	0.0480265	0.0480265	0.0480265	69.38825	1758.837	0.277571	0.5612936	0.349479	0.0892277	0.561294	0.08922775	0.4387064	0.3494786
7400	-981.212	-171.168	-810.044	0.746536	0.332242	0.245035	0.466861	0.08956685	0.9203759	0.4668605	0.2450347	0.3322415	0.7465357	0.03289179	0.05667506	0.07962405	69.38825	0.04426573	0.0268177	0.0268177	0.0268177	0.0268177	0.0268177	0.0268177	0.0817042	0.0817042	0.0817042	0.0817042	0.0817042	0.0817042	0.0581448	0.0581448	0.0581448	0.0581448	0.0581448	0.0581448	69.38825	1758.837	0.3672317	0.5315253	0.20075	0.267725	0.531525	0.2677247	0.4684747	0.20075
7450	-981.138	-170.978	-810.161	0.948064	0.423395	0.182185	0.280009	0.1003402	0.9680335	0.2800088	0.1821855	0.4233948	0.9480642	0.03920878	0.06113145	0.03196647	69.38825	0.08425987	0.0118435	0.0118435	0.0118435	0.0118435	0.0118435	0.0118435	0.0616316	0.0616316	0.0616316	0.0616316	0.0616316	0.0616316	0.0931916	0.0931916	0.0931916	0.0931916	0.0931916	0.0931916	69.38825	1758.837	0.3907583	0.6672757	0.101726	0.230998	0.667276	0.230998	0.3327243	0.1017263
7500	-979.033	-168.99	-810.043	0.607531	0.845108	0.270763	0.823274	0.0922883	0.9398585	0.8232738	0.2707634	0.8451075	0.6075313	0.02576307	0.06652523	0.06014146	69.38825	0.04142367	0.030046	0.030046	0.030046	0.030046	0.030046	0.030046	0.0674164	0.0674164	0.0674164	0.0674164	0.0674164	0.0674164	0.0692043	0.0692043	0.0692043	0.0692043	0.0692043	0.0692043	69.38825	1758.837	0.2791586	0.6867757	0.087998	0.225226	0.686776	0.2252262	0.3132243	0.08799805
7550	-984.201	-170.573	-813.628	0.686209	0.864054	0.430313	0.65293	0.08809028	0.915853	0.6529297	0.4303134	0.8640537	0.6862092	0.05597447	0.03211581	0.08414701	69.38825	0.02507077	0.0354234	0.0354234	0.0354234	0.0354234	0.0354234	0.0354234	0.0564888	0.0564888	0.0564888	0.0564888	0.0564888	0.0564888	0.0747544	0.0747544	0.0747544	0.0747544	0.0747544	0.0747544	69.38825	1758.837	0.6354216	0.3484733	0.636633	0.0148936	0.348473	0.0148936	0.6515267	0.6366331
7600	-982.772	-170.408	-812.364	0.739602	0.715308	0.47815	0.683716	0.08781235	0.9363068	0.6837155	0.4781495	0.7153078	0.7396019	0.04999251	0.03781984	0.06369325	69.38825	0.03204148	0.0400153	0.0400153	0.0400153	0.0400153	0.0400153	0.0400153	0.0618957	0.0618957	0.0618957	0.0618957	0.0618957	0.0618957	0.0647557	0.0647557	0.0647557	0.0647557	0.0647557	0.0647557	69.38825	1758.837	0.5693107	0.4007997	0.33944	0.25976	0.4008	0.2597599	0.5992003	0.3394404
7650	-983.416	-173.692	-809.724	0.877195	0.579039	0.379747	0.977079	0.1175773	0.9246531	0.9770786	0.3797473	0.5790395	0.877195	0.06307226	0.05450504	0.07534685	69.38825	0.05471281	0.0356211	0.0356211	0.0356211	0.0356211	0.0356211	0.0356211	0.0822828	0.0822828	0.0822828	0.0822828	0.0822828	0.0822828	0.0487627	0.0487627	0.0487627	0.0487627	0.0487627	0.0487627	69.38825	1758.837	0.5364323	0.02336331	0.843214	0.133423	0.0233633	0.1334225	0.9766367	0.8432142
7700	-980.191	-170.568	-809.623	0.322086	0.466931	0.35562	0.61127	0.1102225	0.919427	0.6112703	0.3556196	0.4669313	0.3220864	0.04426993	0.06595256	0.08057297	69.38825	0.03188072	0.0641631	0.0641631	0.0641631	0.0641631	0.0641631	0.0641631	0.0581128	0.0581128	0.0581128	0.0581128	0.0581128	0.0581128	0.0443907	0.0443907	0.0443907	0.0443907	0.0443907	0.0443907	69.38825	1758.837	0.4016415	0.6948806	0.117742	0.187377	0.694881	0.1873772	0.3051194	0.1177422
7750	-981.054	-170.219	-810.835	0.447783	0.825009	0.218646	0.747497	0.1060829	0.9080161	0.7474966	0.2186463	0.825009	0.4477828	0.02951368	0.07656923	0.09198392	69.38825	0.02625606	0.0313972	0.0313972	0.0313972	0.0313972	0.0313972	0.0313972	0.0643008	0.0643008	0.0643008	0.0643008	0.0643008	0.0643008	0.0709686	0.0709686	0.0709686	0.0709686	0.0709686	0.0709686	69.38825	1758.837	0.2782133	0.4991602	0.247288	0.253552	0.49916	0.2535521	0.5008398	0.2472876
7800	-981.536	-170.538	-810.998	0.244815	0.786915	0.253094	0.679418	0.1142141	0.9467362	0.6794176	0.2530936	0.7869152	0.2448146	0.04017772	0.07403642	0.05326384	69.38825	0.03339889	0.053979	0.053979	0.053979	0.053979	0.053979	0.053979	0.0522133	0.0522133	0.0522133	0.0522133	0.0522133	0.0522133	0.0604744	0.0604744	0.0604744	0.0604744	0.0604744	0.0604744	69.38825	1758.837	0.3517754	0.195042	0.102566	0.702392	0.195042	0.7023919	0.804958	0.1025661
7850	-980.072	-169.269	-810.803	0.89127	0.59335	0.335516	0.740213	0.08294505	0.941218	0.7402126	0.3355165	0.5933504	0.8912704	0.01736337	0.06558168	0.05878199	69.38825	0.04076693	0.0288063	0.0288063	0.0288063	0.0288063	0.0288063	0.0288063	0.0765213	0.0765213	0.0765213	0.0765213	0.0765213	0.0765213	0.0613391	0.0613391	0.0613391	0.0613391	0.0613391	0.0613391	69.38825	1758.837	0.2093358	0.06492179	0.531384	0.403695	0.0649218	0.4036946	0.9350782	0.5313836
7900	-980.782	-170.709	-810.073	0.865512	0.766253	0.312103	0.416379	0.1267825	0.9189465	0.4163787	0.3121034	0.7662529	0.8655119	0.06978107	0.05700143	0.08105348	69.38825	0.04516755	0.0187761	0.0187761	0.0187761	0.0187761	0.0187761	0.0187761	0.052069	0.052069	0.052069	0.052069	0.052069	0.052069	0.0958215	0.0958215	0.0958215	0.0958215	0.0958215	0.0958215	69.38825	1758.837	0.5503998	0.06334337	0.494264	0.442392	0.0633434	0.4423921	0.9366566	0.4942645
7950	-978.853	-169.65	-809.204	0.333487	0.851081	0.205993	0.874126	0.1109702	0.8984921	0.8741256	0.2059935	0.8510807	0.3334866	0.05970348	0.05126671	0.1015079	69.38825	0.03621425	0.0397284	0.0397284	0.0397284	0.0397284	0.0397284	0.0397284	0.064317	0.064317	0.064317	0.064317	0.064317	0.064317	0.0626213	0.0626213	0.0626213	0.0626213	0.0626213	0.0626213	69.38825	1758.837	0.5380137	0.1825161	0.567364	0.25012	0.182516	0.2501198	0.8174839	0.5673641
8000	-980.214	-170.867	-809.347	0.0606858	0.728263	0.519238	0.892977	0.09384067	0.9131081	0.8929772	0.5192382	0.7282626	0.06068576	0.03148065	0.06236003	0.08689192	69.38825	0.02855179	0.137492	0.137492	0.137492	0.137492	0.137492	0.137492	0.0160693	0.0160693	0.0160693	0.0160693	0.0160693	0.0160693	0.0131053	0.0131053	0.0131053	0.0131053	0.0131053	0.0131053	69.38825	1758.837	0.3354691	0.08274337	0.0864431	0.830813	0.0827434	0.8308135	0.9172566	0.08644314
8050	-983.367	-172.047	-811.319	0.345385	0.523868	0.206337	0.167051	0.1054124	0.923568	0.1670515	0.2063372	0.5238678	0.3453849	0.02827081	0.07714156	0.076432	69.38825	0.03906836	0.0210354	0.0210354	0.0210354	0.0210354	0.0210354	0.0210354	0.0352109	0.0352109	0.0352109	0.0352109	0.0352109	0.0352109	0.11042	0.11042	0.11042	0.11042	0.11042	0.11042	69.38825	1758.837	0.2681926	0.1970172	0.410626	0.392357	0.197017	0.3923567	0.8029828	0.4106261
8100	-981.004	-170.19	-810.814	0.810846	0.905797	0.335215	0.728803	0.08789442	0.8823198	0.7288027	0.3352151	0.9057971	0.8108458	0.01265173	0.07524269	0.1176802	69.38825	0.02302329	0.0259395	0.0259395	0.0259395	0.0259395	0.0259395	0.0259395	0.0627446	0.0627446	0.0627446	0.0627446	0.0627446	0.0627446	0.0779825	0.0779825	0.0779825	0.0779825	0.0779825	0.0779825	69.38825	1758.837	0.1439423	0.1477463	0.833938	0.0183158	0.147746	0.0183158	0.8522537	0.8339379
8150	-978.572	-169.875	-808.697	0.444081	0.93073	0.402783	0.812821	0.1077122	0.9013911	0.8128211	0.4027831	0.9307301	0.4440812	0.05317593	0.05453626	0.09860895	69.38825	0.02332133	0.0495295	0.0495295	0.0495295	0.0495295	0.0495295	0.0495295	0.0546078	0.0546078	0.0546078	0.0546078	0.0546078	0.0546078	0.0625293	0.0625293	0.0625293	0.0625293	0.0625293	0.0625293	69.38825	1758.837	0.4936854	0.1308325	0.134522	0.734645	0.130832	0.7346454	0.8691675	0.1345221
8200	-981.729	-170.325	-811.404	0.206981	0.899054	0.314038	0.933108	0.1389763	0.9289888	0.9331078	0.3140385	0.8990544	0.2069808	0.1060567	0.03291954	0.0710112	69.38825	0.02612907	0.072649	0.072649	0.072649	0.072649	0.072649	0.072649	0.0478825	0.0478825	0.0478825	0.0478825	0.0478825	0.0478825	0.0461351	0.0461351	0.0461351	0.0461351	0.0461351	0.0461351	69.38825	1758.837	0.7631283	0.1617081	0.549312	0.28898	0.161708	0.28898	0.8382919	0.5493119
8250	-980.154	-169.347	-810.807	0.179707	0.647288	0.127098	0.701595	0.1406381	0.9330771	0.7015946	0.1270979	0.6472883	0.1797071	0.0939399	0.04669823	0.06692295	69.38825	0.04517152	0.044822	0.044822	0.044822	0.044822	0.044822	0.044822	0.0633751	0.0633751	0.0633751	0.0633751	0.0633751	0.0633751	0.0584696	0.0584696	0.0584696	0.0584696	0.0584696	0.0584696	69.38825	1758.837	0.6679547	0.6740792	0.268042	0.057879	0.674079	0.05787898	0.3259208	0.2680418
8300	-980.709	-168.974	-811.736	0.471528	0.999004	0.36934	0.955	0.0837013	0.8813665	0.9549996	0.3693395	0.9990039	0.4715284	0.04080872	0.04289258	0.1186335	69.38825	0.02585927	0.0461401	0.0461401	0.0461401	0.0461401	0.0461401	0.0461401	0.0589062	0.0589062	0.0589062	0.0589062	0.0589062	0.0589062	0.0616204	0.0616204	0.0616204	0.0616204	0.0616204	0.0616204	69.38825	1758.837	0.4875518	0.2535318	0.605416	0.141052	0.253532	0.141052	0.7464682	0.6054162
8350	-981.138	-170.176	-810.962	0.818621	0.81047	0.262856	0.678145	0.1396676	0.9018803	0.6781447	0.2628564	0.8104701	0.8186208	0.09940024	0.0402674	0.09811967	69.38825	0.0407983	0.0212684	0.0212684	0.0212684	0.0212684	0.0212684	0.0212684	0.0662368	0.0662368	0.0662368	0.0662368	0.0662368	0.0662368	0.0791615	0.0791615	0.0791615	0.0791615	0.0791615	0.0791615	69.38825	1758.837	0.7116913	0.317447	0.395894	0.286659	0.317447	0.2866589	0.682553	0.395894
8400	-982.142	-172.814	-809.328	0.82367	0.70514	0.455808	0.20188	0.09575208	0.9101906	0.2018797	0.455808	0.7051404	0.8236698	0.03215046	0.06360162	0.08980944	69.38825	0.02871763	0.0182771	0.0182771	0.0182771	0.0182771	0.0182771	0.0182771	0.0330278	0.0330278	0.0330278	0.0330278	0.0330278	0.0330278	0.115362	0.115362	0.115362	0.115362	0.115362	0.115362	69.38825	1758.837	0.3357677	0.5824288	0.138269	0.279302	0.582429	0.2793024	0.4175712	0.1382688
8450	-985.444	-175.498	-809.946	0.723758	0.488143	0.817038	0.797815	0.1031243	0.8201336	0.7978152	0.8170381	0.4881425	0.7237578	0.03158744	0.07153686	0.1798664	69.38825	0.02644737	0.0686485	0.0686485	0.0686485	0.0686485	0.0686485	0.0686485	0.060811	0.060811	0.060811	0.060811	0.060811	0.060811	0.0372072	0.0372072	0.0372072	0.0372072	0.0372072	0.0372072	69.38825	1758.837	0.3063045	0.3844124	0.327037	0.288551	0.384412	0.2885505	0.6155876	0.3270371
8500	-982.574	-171.926	-810.648	0.58057	0.34309	0.174112	0.328039	0.138968	0.9259946	0.3280389	0.1741121	0.3430898	0.58057	0.09254984	0.04641811	0.07400537	69.38825	0.04309217	0.0213077	0.0213077	0.0213077	0.0213077	0.0213077	0.0213077	0.0710496	0.0710496	0.0710496	0.0710496	0.0710496	0.0710496	0.0743094	0.0743094	0.0743094	0.0743094	0.0743094	0.0743094	69.38825	1758.837	0.6659798	0.09320306	0.350032	0.556765	0.0932031	0.5567648	0.9067969	0.3500322
8550	-981.675	-171.815	-809.861	0.705573	0.413566	0.543579	0.604517	0.09843864	0.9332415	0.6045168	0.5435794	0.4135656	0.7055735	0.04901662	0.04942202	0.06675851	69.38825	0.04738876	0.0523119	0.0523119	0.0523119	0.0523119	0.0523119	0.0523119	0.0679016	0.0679016	0.0679016	0.0679016	0.0679016	0.0679016	0.0464532	0.0464532	0.0464532	0.0464532	0.0464532	0.0464532	69.38825	1758.837	0.4979408	0.3417104	0.177402	0.480887	0.34171	0.4808874	0.6582896	0.1774022
8600	-979.579	-170.09	-809.489	0.740741	0.45072	0.232154	0.778317	0.09878528	0.9193494	0.7783172	0.2321536	0.4507198	0.7407413	0.03500335	0.06378193	0.08065056	69.38825	0.03644409	0.0276008	0.0276008	0.0276008	0.0276008	0.0276008	0.0276008	0.0880668	0.0880668	0.0880668	0.0880668	0.0880668	0.0880668	0.0509991	0.0509991	0.0509991	0.0509991	0.0509991	0.0509991	69.38825	1758.837	0.3543377	0.973166	0.0119674	0.0148666	0.973166	0.01486656	0.02683397	0.01196741
8650	-981.727	-170.636	-811.091	0.508492	0.491116	0.201354	0.549075	0.115107	0.9430312	0.5490752	0.2013535	0.4911157	0.5084918	0.04539489	0.0697121	0.05696883	69.38825	0.06993341	0.0288143	0.0288143	0.0288143	0.0288143	0.0288143	0.0288143	0.0727667	0.0727667	0.0727667	0.0727667	0.0727667	0.0727667	0.0650856	0.0650856	0.0650856	0.0650856	0.0650856	0.0650856	69.38825	1758.837	0.3943713	0.3565561	0.5219	0.121544	0.356556	0.1215439	0.6434439	0.5218999
8700	-978.965	-169.911	-809.054	0.631411	0.857855	0.472936	0.701532	0.108733	0.9221318	0.7015315	0.4729358	0.857855	0.6314107	0.04852611	0.06020689	0.07786825	69.38825	0.02914092	0.0420061	0.0420061	0.0420061	0.0420061	0.0420061	0.0420061	0.0560819	0.0560819	0.0560819	0.0560819	0.0560819	0.0560819	0.0685787	0.0685787	0.0685787	0.0685787	0.0685787	0.0685787	69.38825	1758.837	0.4462869	0.3080715	0.22622	0.465709	0.308071	0.4657085	0.6919285	0.22622
8750	-978.617	-169.881	-808.736	0.249036	0.971596	0.272224	0.966452	0.1117438	0.8771753	0.966452	0.2722238	0.9715958	0.2490362	0.06054935	0.05119449	0.1228247	69.38825	0.0225284	0.0587991	0.0587991	0.0587991	0.0587991	0.0587991	0.0587991	0.0537907	0.0537907	0.0537907	0.0537907	0.0537907	0.0537907	0.0540769	0.0540769	0.0540769	0.0540769	0.0540769	0.0540769	69.38825	1758.837	0.5418585	0.8318936	0.0788944	0.0892119	0.831894	0.08921194	0.1681064	0.07889443
8800	-979.754	-170.155	-809.598	0.4515	0.459786	0.149837	0.752256	0.1134139	0.9577144	0.7522555	0.1498371	0.4597856	0.4515005	0.05779126	0.05562262	0.04228565	69.38825	0.05338212	0.0284656	0.0284656	0.0284656	0.0284656	0.0284656	0.0284656	0.0857747	0.0857747	0.0857747	0.0857747	0.0857747	0.0857747	0.0524263	0.0524263	0.0524263	0.0524263	0.0524263	0.0524263	69.38825	1758.837	0.5095607	0.00509946	0.0153743	0.979526	0.00509946	0.9795262	0.9949005	0.01537433
8850	-979.822	-170.902	-808.92	0.311429	0.737614	0.334733	0.700925	0.1130433	0.9188737	0.700925	0.3347325	0.7376143	0.3114294	0.06367458	0.04936877	0.08112633	69.38825	0.02503855	0.0572843	0.0572843	0.0572843	0.0572843	0.0572843	0.0572843	0.0532963	0.0532963	0.0532963	0.0532963	0.0532963	0.0532963	0.0560861	0.0560861	0.0560861	0.0560861	0.0560861	0.0560861	69.38825	1758.837	0.5632758	0.2008499	0.729914	0.0692364	0.20085	0.06923643	0.7991501	0.7299136
8900	-982.938	-172.861	-810.076	0.602558	0.87664	0.245444	0.23945	0.08317999	0.9028877	0.2394498	0.2454441	0.8766398	0.6025583	0.02372668	0.05945331	0.09711232	69.38825	0.02358241	0.0133947	0.0133947	0.0133947	0.0133947	0.0133947	0.0133947	0.0328835	0.0328835	0.0328835	0.0328835	0.0328835	0.0328835	0.120388	0.120388	0.120388	0.120388	0.120388	0.120388	69.38825	1758.837	0.2852451	0.1531915	0.413409	0.433399	0.153192	0.4333993	0.8468085	0.4134092
