Iteration	Posterior	Likelihood	Prior	rf_simplex[1]	rf_simplex[2]	rf_simplex[3]	rf_simplex[4]	rf_simplex[5]	rf_simplex[6]	rf_simplex[7]	rf_simplex[8]	rf_simplex[9]	rf_simplex[10]	rf_simplex[11]	rf_simplex[12]	rf_simplex[13]	rf_simplex[14]	rf_simplex[15]	rf_simplex[16]	rf_simplex[17]	rf_simplex[18]	w_graph[1]	w_graph[2]	w_graph[3]	y_marginal	y_subdominant
2100	-980.55	-171.103	-809.447	0.0223049	0.0223049	0.0223049	0.0223049	0.0223049	0.0223049	0.0804313	0.0804313	0.0804313	0.0804313	0.0804313	0.0804313	0.0639305	0.0639305	0.0639305	0.0639305	0.0639305	0.0639305	0.150606	0.388637	0.460757	1	1
2150	-982.09	-172.408	-809.682	0.054675	0.054675	0.054675	0.054675	0.054675	0.054675	0.0548599	0.0548599	0.0548599	0.0548599	0.0548599	0.0548599	0.0571318	0.0571318	0.0571318	0.0571318	0.0571318	0.0571318	0.601752	0.0281001	0.370147	1	1
2200	-980.82	-171.46	-809.36	0.0869178	0.0869178	0.0869178	0.0869178	0.0869178	0.0869178	0.0371142	0.0371142	0.0371142	0.0371142	0.0371142	0.0371142	0.0426346	0.0426346	0.0426346	0.0426346	0.0426346	0.0426346	0.128607	0.163412	0.707982	1	1
2250	-979.212	-169.702	-809.511	0.0339011	0.0339011	0.0339011	0.0339011	0.0339011	0.0339011	0.068381	0.068381	0.068381	0.068381	0.068381	0.068381	0.0643845	0.0643845	0.0643845	0.0643845	0.0643845	0.0643845	0.597035	0.0681824	0.334783	1	1
2300	-979.806	-170.208	-809.597	0.0316704	0.0316704	0.0316704	0.0316704	0.0316704	0.0316704	0.0580578	0.0580578	0.0580578	0.0580578	0.0580578	0.0580578	0.0769385	0.0769385	0.0769385	0.0769385	0.0769385	0.0769385	0.0841477	0.741356	0.174497	1	1
2350	-981.169	-171.997	-809.172	0.0686225	0.0686225	0.0686225	0.0686225	0.0686225	0.0686225	0.0727652	0.0727652	0.0727652	0.0727652	0.0727652	0.0727652	0.0252789	0.0252789	0.0252789	0.0252789	0.0252789	0.0252789	0.282989	0.154044	0.562968	1	1
2400	-981.627	-172.517	-809.11	0.0224423	0.0224423	0.0224423	0.0224423	0.0224423	0.0224423	0.0581178	0.0581178	0.0581178	0.0581178	0.0581178	0.0581178	0.0861065	0.0861065	0.0861065	0.0861065	0.0861065	0.0861065	0.473482	0.413147	0.113371	1	1
2450	-980.247	-169.304	-810.943	0.0422565	0.0422565	0.0422565	0.0422565	0.0422565	0.0422565	0.0640601	0.0640601	0.0640601	0.0640601	0.0640601	0.0640601	0.0603501	0.0603501	0.0603501	0.0603501	0.0603501	0.0603501	0.344319	0.427204	0.228477	1	1
2500	-979.167	-170.057	-809.11	0.0483277	0.0483277	0.0483277	0.0483277	0.0483277	0.0483277	0.0647093	0.0647093	0.0647093	0.0647093	0.0647093	0.0647093	0.0536296	0.0536296	0.0536296	0.0536296	0.0536296	0.0536296	0.524538	0.220311	0.255151	1	1
2550	-980.812	-170.974	-809.838	0.026545	0.026545	0.026545	0.026545	0.026545	0.026545	0.0720587	0.0720587	0.0720587	0.0720587	0.0720587	0.0720587	0.068063	0.068063	0.068063	0.068063	0.068063	0.068063	0.145364	0.424674	0.429961	1	1
2600	-981.469	-171.497	-809.972	0.027765	0.027765	0.027765	0.027765	0.027765	0.027765	0.0878015	0.0878015	0.0878015	0.0878015	0.0878015	0.0878015	0.0511002	0.0511002	0.0511002	0.0511002	0.0511002	0.0511002	0.355379	0.635323	0.00929764	1	1
2650	-980.589	-171.197	-809.392	0.0543712	0.0543712	0.0543712	0.0543712	0.0543712	0.0543712	0.0534088	0.0534088	0.0534088	0.0534088	0.0534088	0.0534088	0.0588867	0.0588867	0.0588867	0.0588867	0.0588867	0.0588867	0.226797	0.187618	0.585586	1	1
2700	-981.601	-172.427	-809.174	0.0341952	0.0341952	0.0341952	0.0341952	0.0341952	0.0341952	0.0722217	0.0722217	0.0722217	0.0722217	0.0722217	0.0722217	0.0602498	0.0602498	0.0602498	0.0602498	0.0602498	0.0602498	0.0984242	0.566524	0.335052	1	1
2750	-979.605	-170.201	-809.404	0.020525	0.020525	0.020525	0.020525	0.020525	0.020525	0.0591266	0.0591266	0.0591266	0.0591266	0.0591266	0.0591266	0.0870151	0.0870151	0.0870151	0.0870151	0.0870151	0.0870151	0.733525	0.257127	0.00934792	1	1
2800	-978.203	-169.244	-808.959	0.0588764	0.0588764	0.0588764	0.0588764	0.0588764	0.0588764	0.0563711	0.0563711	0.0563711	0.0563711	0.0563711	0.0563711	0.0514191	0.0514191	0.0514191	0.0514191	0.0514191	0.0514191	0.153869	0.655983	0.190148	1	1
2850	-980.293	-171.084	-809.209	0.0191695	0.0191695	0.0191695	0.0191695	0.0191695	0.0191695	0.0492012	0.0492012	0.0492012	0.0492012	0.0492012	0.0492012	0.098296	0.098296	0.098296	0.098296	0.098296	0.098296	0.180716	0.525249	0.294035	1	1
2900	-981.701	-170.951	-810.749	0.0299804	0.0299804	0.0299804	0.0299804	0.0299804	0.0299804	0.0595364	0.0595364	0.0595364	0.0595364	0.0595364	0.0595364	0.07715	0.07715	0.07715	0.07715	0.07715	0.07715	0.521568	0.465521	0.012911	1	1
2950	-983.814	-172.614	-811.2	0.0264801	0.0264801	0.0264801	0.0264801	0.0264801	0.0264801	0.0602632	0.0602632	0.0602632	0.0602632	0.0602632	0.0602632	0.0799233	0.0799233	0.0799233	0.0799233	0.0799233	0.0799233	0.909987	0.055718	0.0342952	1	1
3000	-981.091	-170.905	-810.186	0.0441077	0.0441077	0.0441077	0.0441077	0.0441077	0.0441077	0.0802013	0.0802013	0.0802013	0.0802013	0.0802013	0.0802013	0.0423576	0.0423576	0.0423576	0.0423576	0.0423576	0.0423576	0.26472	0.387436	0.347844	1	1
3050	-981.714	-170.208	-811.506	0.0421036	0.0421036	0.0421036	0.0421036	0.0421036	0.0421036	0.0694455	0.0694455	0.0694455	0.0694455	0.0694455	0.0694455	0.0551176	0.0551176	0.0551176	0.0551176	0.0551176	0.0551176	0.805041	0.0289989	0.165961	1	1
3100	-981.107	-169.751	-811.356	0.0847953	0.0847953	0.0847953	0.0847953	0.0847953	0.0847953	0.0389408	0.0389408	0.0389408	0.0389408	0.0389408	0.0389408	0.0429306	0.0429306	0.0429306	0.0429306	0.0429306	0.0429306	0.829167	0.0825405	0.0882927	1	1
3150	-981.405	-171.894	-809.511	0.0787132	0.0787132	0.0787132	0.0787132	0.0787132	0.0787132	0.0444461	0.0444461	0.0444461	0.0444461	0.0444461	0.0444461	0.0435073	0.0435073	0.0435073	0.0435073	0.0435073	0.0435073	0.219926	0.206629	0.573445	1	1
3200	-983.437	-172.331	-811.106	0.0792091	0.0792091	0.0792091	0.0792091	0.0792091	0.0792091	0.0358734	0.0358734	0.0358734	0.0358734	0.0358734	0.0358734	0.0515842	0.0515842	0.0515842	0.0515842	0.0515842	0.0515842	0.0954473	0.589648	0.314905	1	1
3250	-980.756	-169.691	-811.066	0.0511566	0.0511566	0.0511566	0.0511566	0.0511566	0.0511566	0.0560337	0.0560337	0.0560337	0.0560337	0.0560337	0.0560337	0.0594764	0.0594764	0.0594764	0.0594764	0.0594764	0.0594764	0.550022	0.0407798	0.409199	1	1
3300	-979.398	-169.227	-810.17	0.0714454	0.0714454	0.0714454	0.0714454	0.0714454	0.0714454	0.050722	0.050722	0.050722	0.050722	0.050722	0.050722	0.0444992	0.0444992	0.0444992	0.0444992	0.0444992	0.0444992	0.0828033	0.700516	0.216681	1	1
3350	-981.904	-170.936	-810.968	0.112624	0.112624	0.112624	0.112624	0.112624	0.112624	0.0232008	0.0232008	0.0232008	0.0232008	0.0232008	0.0232008	0.0308415	0.0308415	0.0308415	0.0308415	0.0308415	0.0308415	0.782178	0.107432	0.11039	1	1
3400	-980.884	-171.93	-808.954	0.0320981	0.0320981	0.0320981	0.0320981	0.0320981	0.0320981	0.0528545	0.0528545	0.0528545	0.0528545	0.0528545	0.0528545	0.0817141	0.0817141	0.0817141	0.0817141	0.0817141	0.0817141	0.580949	0.339823	0.0792278	1	1
3450	-979.31	-170.281	-809.029	0.056858	0.056858	0.056858	0.056858	0.056858	0.056858	0.0725552	0.0725552	0.0725552	0.0725552	0.0725552	0.0725552	0.0372534	0.0372534	0.0372534	0.0372534	0.0372534	0.0372534	0.460536	0.502335	0.037129	1	1
3500	-978.716	-169.185	-809.531	0.039029	0.039029	0.039029	0.039029	0.039029	0.039029	0.0758411	0.0758411	0.0758411	0.0758411	0.0758411	0.0758411	0.0517966	0.0517966	0.0517966	0.0517966	0.0517966	0.0517966	0.48978	0.0155421	0.494678	1	1
3550	-980.714	-171.322	-809.392	0.0203211	0.0203211	0.0203211	0.0203211	0.0203211	0.0203211	0.0453984	0.0453984	0.0453984	0.0453984	0.0453984	0.0453984	0.100947	0.100947	0.100947	0.100947	0.100947	0.100947	0.465494	0.0624014	0.472105	1	1
3600	-981.393	-172.505	-808.888	0.0444264	0.0444264	0.0444264	0.0444264	0.0444264	0.0444264	0.0536685	0.0536685	0.0536685	0.0536685	0.0536685	0.0536685	0.0685717	0.0685717	0.0685717	0.0685717	0.0685717	0.0685717	0.456142	0.0890577	0.4548	1	1
3650	-978.314	-169.21	-809.104	0.0187238	0.0187238	0.0187238	0.0187238	0.0187238	0.0187238	0.072199	0.072199	0.072199	0.072199	0.072199	0.072199	0.0757438	0.0757438	0.0757438	0.0757438	0.0757438	0.0757438	0.213567	0.628327	0.158105	1	1
3700	-983.107	-172.879	-810.229	0.0323273	0.0323273	0.0323273	0.0323273	0.0323273	0.0323273	0.0498571	0.0498571	0.0498571	0.0498571	0.0498571	0.0498571	0.0844823	0.0844823	0.0844823	0.0844823	0.0844823	0.0844823	0.150136	0.478164	0.371699	1	1
3750	-982.274	-170.286	-811.989	0.0177072	0.0177072	0.0177072	0.0177072	0.0177072	0.0177072	0.0880097	0.0880097	0.0880097	0.0880097	0.0880097	0.0880097	0.0609498	0.0609498	0.0609498	0.0609498	0.0609498	0.0609498	0.55485	0.17629	0.26886	1	1
3800	-978.904	-169.11	-809.794	0.0227038	0.0227038	0.0227038	0.0227038	0.0227038	0.0227038	0.0632827	0.0632827	0.0632827	0.0632827	0.0632827	0.0632827	0.0806801	0.0806801	0.0806801	0.0806801	0.0806801	0.0806801	0.107775	0.765576	0.126649	1	1
3850	-983.658	-173.06	-810.598	0.0157581	0.0157581	0.0157581	0.0157581	0.0157581	0.0157581	0.0643365	0.0643365	0.0643365	0.0643365	0.0643365	0.0643365	0.0865721	0.0865721	0.0865721	0.0865721	0.0865721	0.0865721	0.185258	0.339117	0.475626	1	1
3900	-982.284	-172.616	-809.668	0.101411	0.101411	0.101411	0.101411	0.101411	0.101411	0.0182192	0.0182192	0.0182192	0.0182192	0.0182192	0.0182192	0.0470361	0.0470361	0.0470361	0.0470361	0.0470361	0.0470361	0.336593	0.584179	0.0792277	1	1
3950	-984.201	-173.202	-810.999	0.15272	0.15272	0.15272	0.15272	0.15272	0.15272	0.00922203	0.00922203	0.00922203	0.00922203	0.00922203	0.00922203	0.00472486	0.00472486	0.00472486	0.00472486	0.00472486	0.00472486	0.500744	0.483721	0.0155352	1	1
4000	-981.281	-170.631	-810.65	0.11899	0.11899	0.11899	0.11899	0.11899	0.11899	0.0312447	0.0312447	0.0312447	0.0312447	0.0312447	0.0312447	0.0164319	0.0164319	0.0164319	0.0164319	0.0164319	0.0164319	0.0636138	0.176908	0.759478	1	1
4050	-981.765	-172.842	-808.922	0.100958	0.100958	0.100958	0.100958	0.100958	0.100958	0.0227599	0.0227599	0.0227599	0.0227599	0.0227599	0.0227599	0.0429493	0.0429493	0.0429493	0.0429493	0.0429493	0.0429493	0.0564584	0.878355	0.0651867	1	1
4100	-979.251	-169.202	-810.049	0.0291654	0.0291654	0.0291654	0.0291654	0.0291654	0.0291654	0.0708297	0.0708297	0.0708297	0.0708297	0.0708297	0.0708297	0.0666717	0.0666717	0.0666717	0.0666717	0.0666717	0.0666717	0.0243953	0.495957	0.479648	1	1
4150	-979.91	-170.808	-809.103	0.0246727	0.0246727	0.0246727	0.0246727	0.0246727	0.0246727	0.0457693	0.0457693	0.0457693	0.0457693	0.0457693	0.0457693	0.0962247	0.0962247	0.0962247	0.0962247	0.0962247	0.0962247	0.554348	0.107843	0.337809	1	1
4200	-980.531	-170.05	-810.48	0.0691395	0.0691395	0.0691395	0.0691395	0.0691395	0.0691395	0.0500815	0.0500815	0.0500815	0.0500815	0.0500815	0.0500815	0.0474456	0.0474456	0.0474456	0.0474456	0.0474456	0.0474456	0.362041	0.454222	0.183738	1	1
4250	-979.175	-170.034	-809.14	0.0464479	0.0464479	0.0464479	0.0464479	0.0464479	0.0464479	0.0649914	0.0649914	0.0649914	0.0649914	0.0649914	0.0649914	0.0552274	0.0552274	0.0552274	0.0552274	0.0552274	0.0552274	0.132401	0.728311	0.139288	1	1
4300	-985.235	-175.564	-809.672	0.0275346	0.0275346	0.0275346	0.0275346	0.0275346	0.0275346	0.115632	0.115632	0.115632	0.115632	0.115632	0.115632	0.0235	0.0235	0.0235	0.0235	0.0235	0.0235	0.234753	0.0763613	0.688886	1	1
4350	-983.639	-173.511	-810.128	0.0297239	0.0297239	0.0297239	0.0297239	0.0297239	0.0297239	0.0805907	0.0805907	0.0805907	0.0805907	0.0805907	0.0805907	0.056352	0.056352	0.056352	0.056352	0.056352	0.056352	0.0277255	0.809416	0.162859	1	1
4400	-979.079	-169.436	-809.643	0.0296749	0.0296749	0.0296749	0.0296749	0.0296749	0.0296749	0.0652505	0.0652505	0.0652505	0.0652505	0.0652505	0.0652505	0.0717413	0.0717413	0.0717413	0.0717413	0.0717413	0.0717413	0.0476979	0.153198	0.799104	1	1
4450	-980.501	-170.772	-809.73	0.0328602	0.0328602	0.0328602	0.0328602	0.0328602	0.0328602	0.0884197	0.0884197	0.0884197	0.0884197	0.0884197	0.0884197	0.0453868	0.0453868	0.0453868	0.0453868	0.0453868	0.0453868	0.527311	0.304287	0.168403	1	1
4500	-979.061	-169.103	-809.958	0.0319606	0.0319606	0.0319606	0.0319606	0.0319606	0.0319606	0.0726335	0.0726335	0.0726335	0.0726335	0.0726335	0.0726335	0.0620726	0.0620726	0.0620726	0.0620726	0.0620726	0.0620726	0.706714	0.060834	0.232452	1	1
4550	-980.194	-171.016	-809.177	0.0434007	0.0434007	0.0434007	0.0434007	0.0434007	0.0434007	0.0567228	0.0567228	0.0567228	0.0567228	0.0567228	0.0567228	0.0665432	0.0665432	0.0665432	0.0665432	0.0665432	0.0665432	0.484914	0.463248	0.0518376	1	1
4600	-980.597	-170.914	-809.684	0.0149558	0.0149558	0.0149558	0.0149558	0.0149558	0.0149558	0.0878397	0.0878397	0.0878397	0.0878397	0.0878397	0.0878397	0.0638712	0.0638712	0.0638712	0.0638712	0.0638712	0.0638712	0.509834	0.0389199	0.451246	1	1
4650	-981.046	-171.628	-809.417	0.0689783	0.0689783	0.0689783	0.0689783	0.0689783	0.0689783	0.0487585	0.0487585	0.0487585	0.0487585	0.0487585	0.0487585	0.0489299	0.0489299	0.0489299	0.0489299	0.0489299	0.0489299	0.179891	0.00290593	0.817203	1	1
