Iteration	Posterior	Likelihood	Prior	rf_simplex[1]	rf_simplex[2]	rf_simplex[3]	rf_simplex[4]	rf_simplex[5]	rf_simplex[6]	rf_simplex[7]	rf_simplex[8]	rf_simplex[9]	rf_simplex[10]	rf_simplex[11]	rf_simplex[12]	rf_simplex[13]	rf_simplex[14]	rf_simplex[15]	rf_simplex[16]	rf_simplex[17]	rf_simplex[18]	w_graph[1]	w_graph[2]	w_graph[3]	y_marginal	y_subdominant
1100	-965.885	-153.787	-812.098	0.0568361	0.0291155	0.0117223	0.011845	0.0612061	0.0604264	0.0799079	0.081109	0.0818374	0.0828479	0.0825576	0.0798967	0.0179947	0.070431	0.0706888	0.0712567	0.017518	0.0328027	0.0677826	0.0379752	0.894242	0	0.315237
1150	-961.119	-151.442	-809.677	0.0463824	0.0255344	0.0123158	0.013031	0.0533731	0.0533122	0.0554092	0.0498877	0.0497262	0.0519261	0.0583592	0.0550197	0.0417418	0.11154	0.111364	0.113568	0.0377911	0.059718	0.0114272	0.148982	0.839591	0	0.3533488
1200	-959.975	-149.922	-810.054	0.0480772	0.0226899	0.0100696	0.0106597	0.054915	0.0552277	0.067332	0.0641359	0.0636928	0.0661549	0.0706744	0.0681122	0.0286052	0.100594	0.100276	0.102335	0.024773	0.0416757	0.000694969	0.133373	0.865932	0	0.283298
1250	-962.557	-152.964	-809.593	0.0717826	0.0536161	0.0319189	0.03234	0.0756957	0.0740928	0.0660816	0.0642268	0.0676904	0.068764	0.0668956	0.0615253	0.0207278	0.0604628	0.0625365	0.0633638	0.0203064	0.0379729	0.0876169	0.154088	0.758295	0	0.5116127
1300	-958.237	-148.399	-809.839	0.095378	0.0869321	0.0232601	0.0240168	0.108143	0.108084	0.0557321	0.0574242	0.0593727	0.0605107	0.0570534	0.0539071	0.00465966	0.0542486	0.05511	0.0557332	0.00447721	0.0359569	0.011172	0.0340759	0.954752	0	0.6956237
1350	-957.35	-147.245	-810.105	0.113152	0.0968979	0.0143174	0.0144819	0.13269	0.132051	0.048506	0.0538269	0.0540068	0.0535061	0.0498406	0.0480505	0.00153982	0.0534946	0.0535871	0.0532822	0.00151185	0.0252577	0.00989257	0.00449279	0.985615	0	0.5142061
1400	-957.915	-148.636	-809.279	0.0522738	0.0405869	0.0071917	0.00746014	0.0581402	0.0573197	0.069285	0.0684992	0.0692681	0.0711617	0.0732132	0.0696026	0.0128566	0.0885496	0.0890028	0.0903249	0.0124967	0.0627671	0.00448124	0.0754372	0.920082	0	0.6737728
1450	-958.868	-149.635	-809.233	0.0805372	0.0400271	0.0172139	0.0175069	0.0898439	0.0892087	0.0609695	0.0653113	0.0662268	0.0665424	0.0638065	0.0612906	0.0134487	0.0758744	0.0764059	0.076761	0.0126472	0.026378	0.036573	0.0579116	0.905515	0	0.2601751
1500	-958.114	-148.16	-809.954	0.0401148	0.0196066	0.00232732	0.00238191	0.0440455	0.0436535	0.0796281	0.0806101	0.0797396	0.0813711	0.084904	0.0835561	0.00597487	0.100117	0.0993388	0.100958	0.00598756	0.045685	0.0117955	0.0319439	0.956261	0	0.4103999
1550	-958.527	-148.069	-810.458	0.0491956	0.0340236	0.00247924	0.0025425	0.0547853	0.054198	0.0685929	0.0711778	0.070489	0.0717104	0.0733095	0.0716958	0.00563426	0.101136	0.100624	0.101646	0.0055	0.0612606	0.00622875	0.0254917	0.96828	0	0.5843499
1600	-963.055	-153.364	-809.692	0.0616547	0.049242	0.0188149	0.0190634	0.0638312	0.0606763	0.0717115	0.0675565	0.0715165	0.0728484	0.0726991	0.0656848	0.0202732	0.0687369	0.0711622	0.0721153	0.0201056	0.0523076	0.0799848	0.111669	0.808346	0	0.7194353
1650	-957.741	-147.595	-810.146	0.0333024	0.014963	0.00258132	0.00267087	0.0374572	0.0374697	0.0848564	0.0838689	0.0829384	0.0850976	0.0894201	0.0884325	0.00723901	0.10118	0.100476	0.102438	0.00694908	0.0386592	0.0103971	0.0345628	0.95504	0	0.3258908
1700	-959.525	-148.221	-811.304	0.039942	0.0286473	0.00306097	0.00318188	0.0450299	0.0449475	0.0847036	0.0859207	0.0855214	0.0871151	0.0886855	0.0868664	0.0060745	0.0844362	0.0842405	0.0851404	0.00572733	0.0507589	0.00134568	0.0393153	0.959339	0	0.5768507
1750	-960.775	-149.787	-810.988	0.0441614	0.0232948	0.00726209	0.00752369	0.0483515	0.0471127	0.0649036	0.0596494	0.0593042	0.0612428	0.0683894	0.064669	0.025438	0.110414	0.110054	0.112341	0.0243629	0.0615255	0.0134162	0.117255	0.869329	0	0.4286057
1800	-959.196	-149.064	-810.132	0.0479776	0.0352455	0.00508686	0.00513906	0.0506088	0.0484442	0.0756663	0.0732401	0.0736996	0.0747748	0.0780642	0.0732416	0.0104281	0.0907343	0.0910846	0.0920001	0.0105285	0.0640359	0.0506425	0.0157596	0.933598	0	0.6725923
1850	-957.475	-147.197	-810.278	0.0996193	0.0552468	0.00744038	0.00806815	0.13095	0.131006	0.0538691	0.0629359	0.0626065	0.0627511	0.0604788	0.0593936	0.00191957	0.0619706	0.0618017	0.0618695	0.00177028	0.0163029	0.00332596	0.0143683	0.982306	0	0.2617404
1900	-958.358	-148.382	-809.976	0.118306	0.102494	0.0170445	0.0171981	0.132629	0.130908	0.0317432	0.0362153	0.0369702	0.0369902	0.0329512	0.0309518	0.00361794	0.0759732	0.0767869	0.0768856	0.00357246	0.0387627	0.0164759	0.00813945	0.975385	0	0.577912
1950	-956.209	-146.258	-809.95	0.0943847	0.0772768	0.00804559	0.00830241	0.11284	0.112334	0.0477855	0.0528419	0.0526359	0.0530486	0.051142	0.0496488	0.00254715	0.0779747	0.0778166	0.0781807	0.00249474	0.0407003	0.00723363	0.0105088	0.982258	0	0.5424814
2000	-958.66	-149.399	-809.261	0.0805364	0.0638312	0.0100232	0.010776	0.097553	0.0978432	0.0714121	0.0767924	0.0777222	0.0812434	0.0786201	0.0766971	0.00360453	0.0466567	0.046944	0.0482717	0.00353646	0.0279362	0.0024583	0.0450553	0.952486	0	0.583656
2050	-961.274	-150.349	-810.926	0.070852	0.0442752	0.0285445	0.0292868	0.0777409	0.0776742	0.0631263	0.0622594	0.0639181	0.0650955	0.0645904	0.0607489	0.0228068	0.069984	0.0710706	0.0721266	0.021677	0.0342228	0.0421053	0.177999	0.779896	0	0.3249149
2100	-961.997	-151.447	-810.549	0.119486	0.112607	0.0719927	0.0735648	0.126674	0.126254	0.0358491	0.0357124	0.0424619	0.044091	0.0362459	0.0317704	0.00903005	0.0312023	0.0347653	0.0357034	0.00886223	0.0237282	0.0203749	0.198395	0.78123	0	0.8566262
2150	-957.375	-147.11	-810.265	0.0841614	0.0625488	0.00845239	0.0085528	0.0947634	0.0935026	0.0604419	0.0659626	0.0661358	0.0664974	0.063632	0.061263	0.00391824	0.0726784	0.0727955	0.0730885	0.0039217	0.0376834	0.020041	0.01353	0.966429	0	0.5339508
2200	-963.843	-152.837	-811.006	0.0412794	0.0231729	0.0115099	0.0116625	0.0432625	0.0418755	0.0833728	0.0739922	0.0741233	0.0759978	0.0852423	0.0805077	0.0244509	0.0845206	0.0846133	0.0862226	0.0246071	0.0495865	0.143454	0.0271828	0.829363	0	0.3877757
2250	-957.088	-146.455	-810.633	0.0630344	0.0465358	0.00114434	0.0011554	0.074381	0.0740887	0.0522097	0.0574029	0.056401	0.0569864	0.0572063	0.0566932	0.00132097	0.113148	0.112113	0.112735	0.00135711	0.0620873	0.00456884	0.00107115	0.99436	0	0.5482171
2300	-959.772	-148.891	-810.882	0.13055	0.106764	0.0675612	0.0709222	0.154448	0.154978	0.0290924	0.0352709	0.0383933	0.0383628	0.0296033	0.0263731	0.00383305	0.0319611	0.0339706	0.0340966	0.00357295	0.0102467	0.0130328	0.0917616	0.895206	0	0.3594155
2350	-963.363	-150.911	-812.453	0.04243	0.0289341	0.0144536	0.015068	0.0480821	0.0485195	0.0895613	0.0853196	0.0861267	0.0882215	0.0917324	0.0870616	0.0168244	0.0670357	0.0674316	0.0686889	0.016224	0.0382852	0.0124592	0.165096	0.822445	0	0.4579345
2400	-960.73	-149.407	-811.323	0.0636255	0.0376185	0.011171	0.011734	0.0730526	0.0725314	0.0681818	0.0702775	0.0709971	0.0735341	0.0742678	0.0714324	0.0121611	0.0781117	0.0786265	0.0808731	0.0121299	0.0396741	0.000827364	0.11683	0.882342	0	0.4334382
2450	-963.742	-151.402	-812.34	0.0222795	0.0181029	0.00400685	0.00402729	0.022471	0.0195895	0.0766895	0.0632952	0.0643699	0.0648213	0.0769427	0.0638669	0.032482	0.109605	0.110547	0.110961	0.0324293	0.103514	0.0794019	0.0705853	0.850013	0	0.9232833
2500	-957.86	-148.243	-809.617	0.0456397	0.0263785	0.00565131	0.00575153	0.0506173	0.0500815	0.0841137	0.0839057	0.0835566	0.0852685	0.0881838	0.0858098	0.00853598	0.0822957	0.0820865	0.083293	0.00850324	0.0403274	0.0348288	0.025523	0.939648	0	0.42759
2550	-959.641	-149.569	-810.072	0.0158571	0.00827468	0.000635726	0.000647757	0.0169139	0.0167137	0.0812195	0.0776515	0.076885	0.0783593	0.0847603	0.0833867	0.00629566	0.125662	0.124802	0.126623	0.00628095	0.0690303	0.0123141	0.0212971	0.966389	0	0.4907638
2600	-963.107	-153.017	-810.091	0.107896	0.102978	0.009129	0.00917165	0.108113	0.105651	0.043964	0.0443422	0.046528	0.0469886	0.0436827	0.0413447	0.0045807	0.072001	0.073927	0.0743676	0.0044949	0.0608392	0.013597	0.0237635	0.96264	0	0.9148277
2650	-962.092	-150.802	-811.29	0.0203973	0.0172044	0.00405173	0.00408113	0.0208154	0.0195506	0.0965648	0.0865757	0.0876864	0.0884942	0.0972099	0.0875879	0.0201095	0.0839929	0.0846122	0.0850878	0.0200421	0.0759361	0.0549281	0.0873309	0.857741	0	0.8734505
2700	-961.875	-151.044	-810.831	0.0453694	0.041	0.0182898	0.0184342	0.0460195	0.0432999	0.0764145	0.0669862	0.0712908	0.0721466	0.0767111	0.0659209	0.0301658	0.0735863	0.076266	0.0767996	0.0301537	0.0711457	0.0435383	0.227918	0.728544	0	0.9968858
2750	-959.178	-147.852	-811.326	0.0440904	0.0275268	0.00315519	0.00322889	0.0484343	0.04792	0.0825933	0.084288	0.0837593	0.085234	0.0872577	0.0852752	0.00574688	0.0858552	0.085484	0.0866236	0.00571935	0.047808	0.00965779	0.0388023	0.95154	0	0.5243898
2800	-959.211	-147.774	-811.437	0.0495025	0.0252024	0.00361384	0.00368243	0.0550254	0.0544136	0.0763385	0.0781378	0.0773781	0.0789355	0.081706	0.0800767	0.00670995	0.0933997	0.0928179	0.0941946	0.00676845	0.0420966	0.0251231	0.0195161	0.955361	0	0.4013751
2850	-959.689	-148.458	-811.231	0.111736	0.0592792	0.0284839	0.029955	0.136295	0.136344	0.0352692	0.041853	0.042825	0.0422232	0.0375001	0.0352876	0.00849165	0.0764698	0.0773545	0.0767218	0.00746144	0.0164493	0.0130966	0.0486841	0.938219	0	0.1853603
2900	-959.804	-149.786	-810.018	0.0288204	0.0203827	0.00211899	0.00214663	0.0309069	0.0293641	0.0638746	0.0582973	0.0578604	0.0590195	0.0667768	0.0620701	0.016382	0.128894	0.128489	0.129691	0.0165471	0.0983594	0.0385243	0.00810353	0.953372	0	0.6848377
2950	-957.468	-146.788	-810.68	0.0685592	0.0620884	0.00206648	0.00209431	0.0734104	0.0728743	0.0580058	0.0599166	0.0596796	0.0601488	0.0600746	0.0589465	0.00210903	0.094203	0.0940026	0.0944186	0.0021019	0.0752998	0.00416748	0.00863104	0.987201	0	0.8089942
3000	-959.503	-150.047	-809.456	0.0553295	0.0208453	0.0110186	0.0114777	0.0617808	0.0623558	0.0803627	0.0804508	0.080319	0.0825954	0.0842037	0.082529	0.0175344	0.0761964	0.0761025	0.0776442	0.0155207	0.0237334	0.0105146	0.117493	0.871992	0	0.1808789
3050	-958.823	-148.847	-809.976	0.0670384	0.0302931	0.0062921	0.00657126	0.0787498	0.0789	0.082326	0.0888453	0.0886983	0.089803	0.0883814	0.0870121	0.00396969	0.0603235	0.060261	0.0608497	0.00371435	0.0179711	0.00671334	0.0359036	0.957383	0	0.2678851
3100	-963.039	-151.839	-811.2	0.0147505	0.0123866	0.00293992	0.00295806	0.0149399	0.0136849	0.0943887	0.08261	0.0835373	0.0841493	0.0948809	0.0837104	0.0272918	0.0911498	0.0916771	0.0920395	0.0272048	0.0857005	0.0481322	0.121083	0.830784	0	0.9124649
3150	-961.154	-151.279	-809.875	0.136913	0.131254	0.0968819	0.100173	0.15242	0.153003	0.0165734	0.0170644	0.0199976	0.0206731	0.0164219	0.0137442	0.00693383	0.0298534	0.0318675	0.0324815	0.00626272	0.0174821	0.00679313	0.120851	0.872356	0	0.7302641
3200	-959.645	-149.32	-810.325	0.119423	0.103484	0.0664244	0.0688936	0.140163	0.140538	0.0321215	0.0347629	0.0365169	0.0361614	0.0315981	0.0287825	0.00619683	0.0439259	0.0448297	0.0447375	0.00543207	0.0160083	0.0169308	0.0475793	0.93549	0	0.3765087
3250	-958.906	-149.502	-809.404	0.0403957	0.0324595	0.00951821	0.00964005	0.0419853	0.0395588	0.0755241	0.0673215	0.0690826	0.0701388	0.0766232	0.0680757	0.0235458	0.0910244	0.092366	0.093257	0.0233935	0.0760898	0.0465334	0.108183	0.845284	0	0.7918066
3300	-962.236	-152.233	-810.003	0.0480395	0.0361411	0.0200436	0.0207283	0.0551136	0.0553876	0.0757528	0.0703725	0.0708748	0.0726733	0.0771759	0.0728173	0.0202278	0.0794487	0.0797019	0.0809222	0.0192165	0.0453626	0.0359136	0.0937393	0.870347	0	0.4535446
3350	-958.876	-149.186	-809.69	0.0583271	0.0438875	0.0055279	0.00557193	0.0617567	0.0600641	0.0807709	0.0824152	0.0830311	0.0839259	0.0831693	0.0795706	0.00597227	0.0707853	0.071126	0.0716851	0.00601407	0.0463991	0.0390957	0.0134032	0.947501	0	0.6513969
3400	-958.974	-148.844	-810.131	0.0265794	0.0188531	0.00195535	0.00198517	0.0280064	0.0275085	0.0916657	0.0897935	0.0894964	0.0905692	0.0941474	0.0912895	0.00712707	0.0903659	0.0901565	0.0909596	0.00702583	0.0625155	0.00242618	0.0562415	0.941332	0	0.6601035
3450	-960.564	-148.943	-811.622	0.0198251	0.0180444	0.00210321	0.00211142	0.0201461	0.0193206	0.0866363	0.0803075	0.0808464	0.0812378	0.086966	0.0804328	0.0118225	0.100959	0.101299	0.101555	0.011783	0.094604	0.0268244	0.032656	0.94052	0	0.9318126
3500	-958.403	-147.968	-810.435	0.0287752	0.0178038	0.00193462	0.00196523	0.0312262	0.0304709	0.078402	0.074635	0.0739508	0.0755189	0.0825587	0.0797072	0.00834869	0.11175	0.111082	0.112764	0.00852534	0.0705816	0.0327071	0.0116353	0.955658	0	0.5631001
3550	-958.46	-148.066	-810.393	0.101559	0.0496808	0.00459307	0.00474041	0.124773	0.124231	0.0519705	0.0632209	0.0624365	0.0617695	0.0590262	0.0580403	0.00167245	0.0709049	0.0703132	0.0695932	0.0016681	0.0198071	0.00470329	0.0132588	0.982038	0	0.2881242
3600	-958.009	-148.611	-809.398	0.0853414	0.0600049	0.00922905	0.00936887	0.0969935	0.0960939	0.0683888	0.0755242	0.0758378	0.0759503	0.0718731	0.0695325	0.0037052	0.0571457	0.057275	0.0573461	0.00361625	0.0267734	0.0178092	0.0186856	0.963505	0	0.4779876
3650	-959.958	-150.57	-809.389	0.0506467	0.0309578	0.018413	0.0192226	0.0568453	0.0572863	0.0760276	0.0729769	0.0740813	0.0763705	0.079014	0.075157	0.0274393	0.0726175	0.0731362	0.074615	0.0256851	0.0395079	0.00557033	0.232971	0.761459	0	0.3646444
3700	-957.147	-147.375	-809.772	0.0742544	0.0708544	0.0128221	0.0128501	0.0749877	0.0733962	0.0553988	0.0529636	0.0546349	0.0549482	0.0548036	0.0502204	0.00724179	0.0880196	0.0894469	0.0897408	0.00714058	0.0762761	0.0240573	0.0177851	0.958158	0	0.9156298
3750	-962.403	-153.142	-809.261	0.0287105	0.0197791	0.00169469	0.00171837	0.0317001	0.0304382	0.0521362	0.0480893	0.0473966	0.0486812	0.0556189	0.0523081	0.0196287	0.144887	0.144289	0.14558	0.0198945	0.107449	0.0307011	0.001121	0.968178	0	0.6425576
3800	-959.524	-147.99	-811.534	0.0421032	0.0386616	0.00102676	0.00103406	0.0433518	0.0430455	0.0896117	0.0901951	0.09014	0.0906661	0.0910245	0.0898742	0.00173455	0.0735557	0.0735272	0.0738074	0.00173214	0.0649084	0.00348414	0.0126079	0.983908	0	0.8838598
3850	-956.488	-146.562	-809.926	0.0941253	0.0530562	0.0148991	0.0154429	0.115139	0.114845	0.0486492	0.0549294	0.0551048	0.0548445	0.0521349	0.0502972	0.0049936	0.0815195	0.081666	0.081391	0.00473505	0.0222273	0.0137491	0.0219548	0.964296	0	0.2583659
3900	-957.091	-147.197	-809.894	0.0791301	0.066013	0.0188959	0.0195856	0.0934169	0.0932885	0.0561167	0.057502	0.0582705	0.0590012	0.0578035	0.054876	0.00607929	0.0769955	0.0775368	0.0782069	0.00582856	0.041453	0.0141806	0.0296972	0.956122	0	0.5377072
3950	-959.622	-148.084	-811.538	0.109482	0.0897574	0.0456306	0.0475244	0.128391	0.128356	0.037076	0.0403789	0.0427268	0.0432285	0.0379512	0.03452	0.00885795	0.0565947	0.0581235	0.0587409	0.00809225	0.0245672	0.018476	0.0666714	0.914853	0	0.4474583
4000	-961.614	-151.201	-810.414	0.0376815	0.0244049	0.0117042	0.0119591	0.0397037	0.0383388	0.0831174	0.0750565	0.0761741	0.0778559	0.0850242	0.0788635	0.0298562	0.0806659	0.0814197	0.0827559	0.029376	0.0560426	0.0300868	0.229144	0.740769	0	0.5304404
4050	-960.126	-149.766	-810.36	0.0743887	0.0692323	0.0157778	0.0160121	0.0775239	0.0762495	0.0649905	0.0628159	0.0660385	0.0673445	0.0657732	0.0607288	0.00934323	0.0672784	0.0691189	0.0699152	0.00925789	0.0582107	0.0171922	0.0667473	0.91606	0	0.899337
4100	-964.888	-154.759	-810.129	0.0722649	0.0490397	0.035295	0.0361263	0.0774216	0.0766402	0.0585366	0.058151	0.0609415	0.0621693	0.0604199	0.0569679	0.0297865	0.0643547	0.0663425	0.0674594	0.0290684	0.0390145	0.0188182	0.35	0.631181	0	0.3785726
4150	-960.185	-150.088	-810.096	0.0303061	0.0199271	0.00586893	0.00599287	0.0318778	0.0307579	0.0908354	0.083867	0.0842737	0.0859975	0.0931842	0.0874932	0.0192981	0.0837151	0.0839819	0.0852787	0.0190592	0.0582853	0.0121691	0.153114	0.834717	0	0.5985399
4200	-956.909	-147.043	-809.866	0.0428521	0.0363809	0.00205757	0.00207393	0.0452829	0.0446002	0.0796552	0.0798844	0.0797526	0.0804348	0.0816156	0.0793499	0.00412614	0.0893413	0.0892626	0.0896982	0.00411886	0.0695129	0.0140878	0.00981552	0.976097	0	0.7745895
4250	-961.559	-150.376	-811.183	0.0919627	0.0868675	0.00820691	0.00830361	0.0941113	0.0925066	0.0650063	0.0656135	0.0682558	0.069463	0.0657232	0.0630312	0.00380495	0.0544248	0.0556891	0.0562999	0.0037806	0.0469489	0.0136133	0.0303979	0.955989	0	0.9035982
4300	-960.46	-150.067	-810.393	0.106423	0.0664502	0.0471634	0.0481942	0.118311	0.118377	0.0396305	0.0436364	0.0453802	0.0452051	0.0399759	0.0369736	0.0142577	0.0645455	0.0661119	0.066097	0.0130662	0.020201	0.0374816	0.115589	0.846929	0	0.216953
4350	-961.705	-151.98	-809.725	0.0971369	0.0670554	0.0599232	0.0613445	0.107239	0.109258	0.0537008	0.0580836	0.0600396	0.0590191	0.0525924	0.0492764	0.0146707	0.0407947	0.0416458	0.0410839	0.0129677	0.0141677	0.0268349	0.241594	0.731571	0	0.1470031
4400	-960.476	-150.725	-809.752	0.0378748	0.0329078	0.00755219	0.00758551	0.0379597	0.0342367	0.0792952	0.0689399	0.071238	0.071742	0.0791331	0.0677969	0.0205214	0.0910119	0.0930365	0.0934943	0.0204397	0.0852343	0.0771986	0.0672013	0.8556	0	0.9478615
4450	-968.418	-158.256	-810.163	0.025977	0.0114221	0.00749128	0.00779124	0.0280864	0.0282347	0.063528	0.0542509	0.0533037	0.055999	0.0664179	0.0653476	0.0652726	0.110499	0.109895	0.112038	0.0626227	0.071823	0.0779171	0.156506	0.765577	0	0.2263792
4500	-963.978	-153.721	-810.257	0.107784	0.103215	0.0214189	0.0216818	0.109017	0.106932	0.06086	0.0612945	0.0671242	0.0694129	0.0607991	0.0567039	0.00449978	0.0367704	0.0385018	0.0392272	0.00443524	0.0303221	0.0309365	0.0356582	0.933405	0	0.9079148
