Iteration	Posterior	Likelihood	Prior	rf_simplex[1]	rf_simplex[2]	rf_simplex[3]	rf_simplex[4]	rf_simplex[5]	rf_simplex[6]	rf_simplex[7]	rf_simplex[8]	rf_simplex[9]	rf_simplex[10]	rf_simplex[11]	rf_simplex[12]	rf_simplex[13]	rf_simplex[14]	rf_simplex[15]	rf_simplex[16]	rf_simplex[17]	rf_simplex[18]	w_graph[1]	w_graph[2]	w_graph[3]	y_marginal	y_subdominant
0	-1010.6	-154.996	-855.599	0.10234	0.0869161	0.0832722	0.0872243	0.101831	0.124346	0.0313451	0.0811343	0.0800742	0.0817743	0.0211306	0.0224432	0.0181128	0.0132694	0.0131351	0.0133591	0.0184155	0.0198772	0.0526316	0.105263	0.842105	0	0.1
50	-960.138	-150.196	-809.942	0.112202	0.102416	0.100255	0.101304	0.107673	0.137076	0.0344	0.0695379	0.070655	0.0705123	0.0111769	0.0102662	0.0139934	0.00972674	0.00985809	0.00985459	0.0144317	0.0146601	0.00879175	0.0824361	0.908772	0	0.2431386
100	-961.75	-149.588	-812.161	0.0959506	0.0894955	0.0897286	0.0909369	0.0992119	0.11727	0.0669052	0.0815639	0.083317	0.0825955	0.0168687	0.0143509	0.0121083	0.0096527	0.00984359	0.00982927	0.0160165	0.014355	0.00815958	0.106858	0.884983	0	0.5958307
150	-959.116	-149.62	-809.495	0.0377398	0.0375574	0.0380817	0.0411059	0.057856	0.0931718	0.120866	0.123079	0.124024	0.12644	0.0294435	0.0347338	0.0158267	0.0156993	0.015805	0.0161999	0.0336163	0.0387531	0.0489903	0.0311778	0.919832	0	0.9713894
200	-956.825	-146.359	-810.466	0.0714103	0.067011	0.0677103	0.0689009	0.0762335	0.123169	0.0892442	0.0994705	0.101395	0.101779	0.00770561	0.00914632	0.0183948	0.0164091	0.016683	0.0168107	0.0231519	0.0253739	0.0146283	0.0222828	0.963089	0	0.7802065
250	-961.584	-149.317	-812.267	0.0215772	0.0190991	0.0191838	0.0195285	0.0272043	0.011661	0.114042	0.120293	0.121248	0.119428	0.0375158	0.01377	0.0662185	0.057722	0.0580642	0.0581697	0.0828966	0.0323776	0.00850894	0.168529	0.822962	0	0.7565182
300	-957.816	-147.85	-809.966	0.061448	0.0578011	0.0582083	0.0604351	0.0683546	0.109621	0.0963552	0.105762	0.107551	0.107548	0.0223811	0.0218509	0.0165997	0.0132412	0.0134361	0.0136604	0.0318357	0.0339102	0.0192505	0.0396212	0.941128	0	0.6906809
350	-965.283	-154.392	-810.891	0.0598886	0.0590791	0.0593156	0.0607587	0.0692804	0.0767305	0.0640211	0.0656847	0.0659366	0.0649409	0.0330184	0.0318009	0.0448976	0.0438907	0.0439851	0.0446128	0.0548772	0.0572809	0.0174733	0.339884	0.642643	0	0.902271
400	-958.345	-147.072	-811.274	0.085601	0.0748827	0.074829	0.0729259	0.0734539	0.0520407	0.117474	0.146399	0.15031	0.149089	0.000538322	0.000449248	0.000506115	0.000375011	0.000384973	0.000381762	0.000194875	0.000164208	0.000785868	0.000347353	0.998867	0	0.5928588
450	-960.437	-148.802	-811.635	0.0822883	0.074037	0.0747389	0.0749592	0.0848013	0.0372655	0.0932114	0.110652	0.112787	0.111857	0.0161494	0.0060667	0.0234638	0.0201246	0.0204729	0.0203945	0.0265455	0.0101848	0.00235452	0.101094	0.896551	0	0.6779091
500	-957.924	-147.888	-810.036	0.0272898	0.0262268	0.0264282	0.0273857	0.0339602	0.0966625	0.153184	0.156213	0.157169	0.157765	0.0128957	0.0182438	0.0146829	0.0138557	0.0139287	0.0141251	0.0227449	0.0272387	0.00722289	0.0172539	0.975523	0	0.9166226
550	-958.26	-147.463	-810.797	0.0551601	0.0447269	0.0447399	0.0462161	0.0579314	0.0955142	0.0724264	0.104793	0.107384	0.108386	0.0154342	0.0190941	0.0400582	0.0299083	0.0304809	0.0308066	0.0449367	0.0520036	0.0293184	0.0363279	0.934354	0	0.4363105
600	-962.083	-148.699	-813.384	0.0554395	0.0474841	0.0477097	0.0488352	0.0618157	0.0823904	0.08834	0.107195	0.109057	0.108663	0.0289468	0.0314721	0.0301313	0.0241546	0.0245034	0.0246589	0.0368455	0.0423572	0.0125118	0.144728	0.84276	0	0.5660043
650	-959.412	-149.647	-809.765	0.0544718	0.0497253	0.0499951	0.0511815	0.0598121	0.0951015	0.112758	0.123384	0.125276	0.124386	0.021607	0.0208904	0.0170547	0.0142752	0.01445	0.0146613	0.0238599	0.0271094	0.00412659	0.0748685	0.921005	0	0.7137438
700	-957.984	-147.754	-810.23	0.0999978	0.0846021	0.0840605	0.0830986	0.0876758	0.0875504	0.0680655	0.119117	0.122231	0.121271	0.0061721	0.00466894	0.00637932	0.00448254	0.0045951	0.00456149	0.00652038	0.00495133	0.00269456	0.0297943	0.967511	0	0.3741737
750	-959.284	-146.421	-812.863	0.0411498	0.0358007	0.0361181	0.0374852	0.0477455	0.0878497	0.103432	0.117885	0.120258	0.120903	0.0180903	0.0220839	0.0322514	0.0260007	0.0264337	0.0268138	0.0452976	0.0544023	0.0203599	0.0385317	0.941108	0	0.6620534
800	-962.911	-151.308	-811.603	0.0395017	0.0303867	0.0293901	0.0306087	0.0401414	0.0506553	0.0588198	0.0934335	0.0938065	0.0939773	0.0353316	0.0352909	0.0668796	0.0502354	0.0503482	0.0507009	0.0703497	0.0801429	0.0175923	0.183469	0.798939	0	0.2022981
850	-958.66	-147.147	-811.513	0.0319506	0.0308125	0.0311916	0.0331525	0.0452077	0.0997232	0.143656	0.147623	0.148918	0.150575	0.021757	0.0285156	0.00895584	0.00844706	0.00851744	0.00866298	0.0230085	0.0293249	0.0196705	0.0235193	0.95681	0	0.9125018
900	-956.887	-146.763	-810.124	0.080233	0.0711732	0.0711157	0.0712888	0.0770304	0.144677	0.0902121	0.115897	0.119175	0.119067	0.00719794	0.00846159	0.00357172	0.00257706	0.00264742	0.00265119	0.00605079	0.00697267	0.00998899	0.00985098	0.98016	0	0.5478745
