Iteration	Posterior	Likelihood	Prior	biome_rates[1]	biome_rates[2]	biome_rates[3]	biome_rates[4]	birth	br_base	br_CW	br_TW	br_WC	br_WT	death	diversification	dr_base	endAge	rate_biome	rf_simplex[1]	rf_simplex[2]	rf_simplex[3]	rf_simplex[4]	rf_simplex[5]	rf_simplex[6]	rf_simplex[7]	rf_simplex[8]	rf_simplex[9]	rf_simplex[10]	rf_simplex[11]	rf_simplex[12]	rf_simplex[13]	rf_simplex[14]	rf_simplex[15]	rf_simplex[16]	rf_simplex[17]	rf_simplex[18]	root_age	tree_length	turnover	w_biome	w_graph[1]	w_graph[2]	w_graph[3]	w_land	w_not_biome	w_null
6400	-979.452	-170.272	-809.181	0.306982	0.987359	0.175317	0.701886	0.1209058	0.8995359	0.7018857	0.1753169	0.9873586	0.3069822	0.06779893	0.05310692	0.1004641	69.38825	0.02852364	0.031964	0.031964	0.031964	0.031964	0.031964	0.031964	0.0559693	0.0559693	0.0559693	0.0559693	0.0559693	0.0559693	0.0787334	0.0787334	0.0787334	0.0787334	0.0787334	0.0787334	69.38825	1758.837	0.560758	0.03760729	0.151074	0.811318	0.0376073	0.8113185	0.9623927	0.1510743
6450	-978.583	-169.102	-809.481	0.298599	0.803603	0.177782	0.730309	0.09962856	0.9244806	0.7303086	0.1777823	0.8036033	0.2985992	0.03799247	0.06163609	0.07551937	69.38825	0.04122942	0.0368103	0.0368103	0.0368103	0.0368103	0.0368103	0.0368103	0.0618257	0.0618257	0.0618257	0.0618257	0.0618257	0.0618257	0.0680307	0.0680307	0.0680307	0.0680307	0.0680307	0.0680307	69.38825	1758.837	0.3813411	0.56631	0.270309	0.163381	0.56631	0.1633808	0.43369	0.2703092
6500	-979.244	-169.188	-810.056	0.708946	0.950727	0.291138	0.682587	0.1065784	0.9294415	0.6825873	0.291138	0.9507271	0.7089456	0.0368077	0.06977069	0.07055853	69.38825	0.03499133	0.0244138	0.0244138	0.0244138	0.0244138	0.0244138	0.0244138	0.0594497	0.0594497	0.0594497	0.0594497	0.0594497	0.0594497	0.0828032	0.0828032	0.0828032	0.0828032	0.0828032	0.0828032	69.38825	1758.837	0.345358	0.5798719	0.041538	0.37859	0.579872	0.3785901	0.4201281	0.04153799
6550	-983.389	-173.319	-810.069	0.403971	0.887772	0.253353	0.206626	0.08328088	0.9112236	0.2066256	0.2533531	0.8877716	0.403971	0.02144142	0.06183946	0.08877642	69.38825	0.02354125	0.0176455	0.0176455	0.0176455	0.0176455	0.0176455	0.0176455	0.0281357	0.0281357	0.0281357	0.0281357	0.0281357	0.0281357	0.120886	0.120886	0.120886	0.120886	0.120886	0.120886	69.38825	1758.837	0.2574591	0.3399376	0.184024	0.476038	0.339938	0.4760382	0.6600624	0.1840242
6600	-978.994	-169.721	-809.272	0.203308	0.596737	0.175511	0.978015	0.1015635	0.9227753	0.9780148	0.1755106	0.5967373	0.2033079	0.04474394	0.0568196	0.07722471	69.38825	0.03902584	0.05817	0.05817	0.05817	0.05817	0.05817	0.05817	0.0673829	0.0673829	0.0673829	0.0673829	0.0673829	0.0673829	0.0411138	0.0411138	0.0411138	0.0411138	0.0411138	0.0411138	69.38825	1758.837	0.4405512	0.3691504	0.616631	0.0142188	0.36915	0.0142188	0.6308496	0.6166308
6650	-982.352	-171.495	-810.857	0.735991	0.984756	0.687353	0.819994	0.08498401	0.9184809	0.8199938	0.687353	0.9847563	0.7359905	0.03876071	0.0462233	0.08151914	69.38825	0.02329537	0.0496524	0.0496524	0.0496524	0.0496524	0.0496524	0.0496524	0.0531658	0.0531658	0.0531658	0.0531658	0.0531658	0.0531658	0.0638485	0.0638485	0.0638485	0.0638485	0.0638485	0.0638485	69.38825	1758.837	0.4560942	0.4262391	0.140699	0.433062	0.426239	0.4330622	0.5737609	0.1406986
6700	-979.419	-169.318	-810.1	0.973994	0.911095	0.453483	0.814934	0.09884626	0.8926729	0.8149341	0.4534825	0.9110954	0.9739938	0.02583128	0.07301498	0.1073271	69.38825	0.02542456	0.0300351	0.0300351	0.0300351	0.0300351	0.0300351	0.0300351	0.0645097	0.0645097	0.0645097	0.0645097	0.0645097	0.0645097	0.0721218	0.0721218	0.0721218	0.0721218	0.0721218	0.0721218	69.38825	1758.837	0.2613278	0.6194847	0.37666	0.00385557	0.619485	0.003855575	0.3805153	0.3766597
6750	-982.816	-172.475	-810.341	0.309871	0.441576	0.332146	0.385504	0.1269869	0.9423936	0.3855042	0.3321458	0.4415755	0.3098706	0.07792535	0.04906151	0.05760637	69.38825	0.06804289	0.0555266	0.0555266	0.0555266	0.0555266	0.0555266	0.0555266	0.0518027	0.0518027	0.0518027	0.0518027	0.0518027	0.0518027	0.0593374	0.0593374	0.0593374	0.0593374	0.0593374	0.0593374	69.38825	1758.837	0.6136489	0.7652892	0.11121	0.123501	0.765289	0.1235009	0.2347108	0.1112098
6800	-984.634	-175.554	-809.08	0.104496	0.659191	0.486322	0.125404	0.09662716	0.8734343	0.1254043	0.4863218	0.6591905	0.1044958	0.0424495	0.05417766	0.1265657	69.38825	0.02577576	0.0710933	0.0710933	0.0710933	0.0710933	0.0710933	0.0710933	0.0152758	0.0152758	0.0152758	0.0152758	0.0152758	0.0152758	0.0802976	0.0802976	0.0802976	0.0802976	0.0802976	0.0802976	69.38825	1758.837	0.4393123	0.1595064	0.522038	0.318455	0.159506	0.3184555	0.8404936	0.5220381
6850	-979.83	-169.423	-810.407	0.920056	0.89928	0.426912	0.81457	0.1310175	0.8923181	0.8145702	0.426912	0.8992798	0.9200558	0.09394735	0.03707012	0.1076819	69.38825	0.02475064	0.0301147	0.0301147	0.0301147	0.0301147	0.0301147	0.0301147	0.0649014	0.0649014	0.0649014	0.0649014	0.0649014	0.0649014	0.0716507	0.0716507	0.0716507	0.0716507	0.0716507	0.0716507	69.38825	1758.837	0.7170597	0.09286889	0.597047	0.310084	0.0928689	0.3100842	0.9071311	0.5970469
6900	-979.733	-169.176	-810.557	0.624906	0.617524	0.323456	0.657507	0.118366	0.942657	0.6575067	0.3234563	0.6175237	0.6249065	0.08048644	0.03787954	0.05734301	69.38825	0.04065888	0.035114	0.035114	0.035114	0.035114	0.035114	0.035114	0.067839	0.067839	0.067839	0.067839	0.067839	0.067839	0.0637137	0.0637137	0.0637137	0.0637137	0.0637137	0.0637137	69.38825	1758.837	0.6799795	0.8320119	0.150684	0.017304	0.832012	0.01730396	0.1679881	0.1506841
6950	-978.36	-169.22	-809.14	0.895414	0.78542	0.268987	0.616206	0.114246	0.9264177	0.6162064	0.2689869	0.7854197	0.895414	0.06108931	0.05315668	0.07358234	69.38825	0.03366904	0.0194436	0.0194436	0.0194436	0.0194436	0.0194436	0.0194436	0.0647247	0.0647247	0.0647247	0.0647247	0.0647247	0.0647247	0.0824984	0.0824984	0.0824984	0.0824984	0.0824984	0.0824984	69.38825	1758.837	0.5347173	0.346546	0.362174	0.29128	0.346546	0.2912802	0.653454	0.3621738
7000	-981.233	-171.286	-809.946	0.113818	0.806746	0.499271	0.763914	0.1066563	0.9310211	0.763914	0.4992713	0.806746	0.1138177	0.0385769	0.06807941	0.06897892	69.38825	0.03853813	0.113478	0.113478	0.113478	0.113478	0.113478	0.113478	0.0258693	0.0258693	0.0258693	0.0258693	0.0258693	0.0258693	0.0273197	0.0273197	0.0273197	0.0273197	0.0273197	0.0273197	69.38825	1758.837	0.3616935	0.04430526	0.263203	0.692492	0.0443053	0.6924921	0.9556947	0.2632026
7050	-977.997	-168.958	-809.039	0.482014	0.828951	0.247924	0.952559	0.1020676	0.9032559	0.9525587	0.2479236	0.8289507	0.4820136	0.04792648	0.05414109	0.09674414	69.38825	0.03046929	0.0359496	0.0359496	0.0359496	0.0359496	0.0359496	0.0359496	0.0698933	0.0698933	0.0698933	0.0698933	0.0698933	0.0698933	0.0608237	0.0608237	0.0608237	0.0608237	0.0608237	0.0608237	69.38825	1758.837	0.4695564	0.4185443	0.0554639	0.525992	0.418544	0.5259919	0.5814557	0.05546387
7100	-980.521	-170.95	-809.571	0.616195	0.89174	0.423857	0.563221	0.114866	0.9396086	0.5632213	0.4238573	0.8917396	0.616195	0.05599378	0.05887224	0.06039138	69.38825	0.04468968	0.0350469	0.0350469	0.0350469	0.0350469	0.0350469	0.0350469	0.0509505	0.0509505	0.0509505	0.0509505	0.0509505	0.0509505	0.0806692	0.0806692	0.0806692	0.0806692	0.0806692	0.0806692	69.38825	1758.837	0.4874704	0.3079179	0.0508567	0.641225	0.307918	0.6412254	0.6920821	0.05085671
7150	-982.659	-169.755	-812.904	0.869308	0.4908	0.355996	0.487908	0.1090916	0.9315276	0.4879084	0.355996	0.4907999	0.869308	0.02599084	0.08310073	0.06847236	69.38825	0.04424811	0.0282568	0.0282568	0.0282568	0.0282568	0.0282568	0.0282568	0.0690005	0.0690005	0.0690005	0.0690005	0.0690005	0.0690005	0.0694094	0.0694094	0.0694094	0.0694094	0.0694094	0.0694094	69.38825	1758.837	0.2382479	0.8440543	0.0487515	0.107194	0.844054	0.1071942	0.1559457	0.04875147
7200	-978.763	-169.488	-809.275	0.806492	0.963308	0.527605	0.97049	0.1016335	0.887978	0.9704902	0.5276047	0.9633078	0.8064916	0.03751148	0.06412206	0.112022	69.38825	0.02983262	0.0411943	0.0411943	0.0411943	0.0411943	0.0411943	0.0411943	0.0629692	0.0629692	0.0629692	0.0629692	0.0629692	0.0629692	0.0625032	0.0625032	0.0625032	0.0625032	0.0625032	0.0625032	69.38825	1758.837	0.3690856	0.3817896	0.59704	0.0211707	0.38179	0.02117065	0.6182104	0.5970398
7250	-981.19	-171.346	-809.845	0.544224	0.506104	0.635738	0.707382	0.1317499	0.9070644	0.7073815	0.6357381	0.5061045	0.5442242	0.08375421	0.04799567	0.0929356	69.38825	0.03151666	0.0675168	0.0675168	0.0675168	0.0675168	0.0675168	0.0675168	0.0577978	0.0577978	0.0577978	0.0577978	0.0577978	0.0577978	0.0413521	0.0413521	0.0413521	0.0413521	0.0413521	0.0413521	69.38825	1758.837	0.6357061	0.4575296	0.0589308	0.48354	0.45753	0.4835396	0.5424704	0.05893082
7300	-979.77	-170.77	-809	0.406086	0.65071	0.57648	0.692367	0.1098988	0.9187595	0.6923667	0.5764801	0.6507096	0.4060855	0.05400825	0.05589055	0.08124046	69.38825	0.03106212	0.0704286	0.0704286	0.0704286	0.0704286	0.0704286	0.0704286	0.0496115	0.0496115	0.0496115	0.0496115	0.0496115	0.0496115	0.0466266	0.0466266	0.0466266	0.0466266	0.0466266	0.0466266	69.38825	1758.837	0.4914362	0.2793161	0.633425	0.0872591	0.279316	0.08725913	0.7206839	0.6334247
7350	-979.636	-170.598	-809.038	0.730175	0.836295	0.485498	0.96522	0.1147904	0.8500984	0.9652203	0.4854977	0.8362952	0.7301753	0.05628737	0.058503	0.1499016	69.38825	0.02675891	0.0437783	0.0437783	0.0437783	0.0437783	0.0437783	0.0437783	0.0658414	0.0658414	0.0658414	0.0658414	0.0658414	0.0658414	0.0570469	0.0570469	0.0570469	0.0570469	0.0570469	0.0570469	69.38825	1758.837	0.4903492	0.7795397	0.200624	0.0198365	0.77954	0.01983651	0.2204603	0.2006238
7400	-981.304	-171.816	-809.488	0.0381099	0.978081	0.467762	0.869868	0.08962215	0.9280468	0.8698675	0.4677622	0.9780811	0.03810991	0.02940869	0.06021347	0.0719532	69.38825	0.02622304	0.142076	0.142076	0.142076	0.142076	0.142076	0.142076	0.0115753	0.0115753	0.0115753	0.0115753	0.0115753	0.0115753	0.0130153	0.0130153	0.0130153	0.0130153	0.0130153	0.0130153	69.38825	1758.837	0.3281408	0.4034646	0.307731	0.288804	0.403465	0.2888044	0.5965354	0.3077311
7450	-979.022	-169.796	-809.226	0.148374	0.646284	0.229173	0.726771	0.1034806	0.9417665	0.726771	0.2291731	0.6462842	0.1483742	0.0428079	0.0606727	0.05823348	69.38825	0.03494734	0.0749682	0.0749682	0.0749682	0.0749682	0.0749682	0.0749682	0.0485369	0.0485369	0.0485369	0.0485369	0.0485369	0.0485369	0.0431616	0.0431616	0.0431616	0.0431616	0.0431616	0.0431616	69.38825	1758.837	0.4136805	0.2295557	0.212663	0.557781	0.229556	0.557781	0.7704443	0.2126634
7500	-982.011	-173.145	-808.867	0.569921	0.864227	0.222539	0.329162	0.1184014	0.8564016	0.3291619	0.2225392	0.8642271	0.5699211	0.06660228	0.05179917	0.1435984	69.38825	0.02278638	0.0162049	0.0162049	0.0162049	0.0162049	0.0162049	0.0162049	0.0415005	0.0415005	0.0415005	0.0415005	0.0415005	0.0415005	0.108961	0.108961	0.108961	0.108961	0.108961	0.108961	69.38825	1758.837	0.5625124	0.5806358	0.358045	0.0613196	0.580636	0.06131957	0.4193642	0.3580447
7550	-979.893	-170.848	-809.044	0.863873	0.93812	0.286034	0.383359	0.09864913	0.9159235	0.3833589	0.2860343	0.9381204	0.8638729	0.04037095	0.05827818	0.08407645	69.38825	0.02846081	0.014606	0.014606	0.014606	0.014606	0.014606	0.014606	0.0441125	0.0441125	0.0441125	0.0441125	0.0441125	0.0441125	0.107948	0.107948	0.107948	0.107948	0.107948	0.107948	69.38825	1758.837	0.4092378	0.02467091	0.566992	0.408337	0.0246709	0.4083374	0.9753291	0.5669917
7600	-983.617	-174.342	-809.275	0.201603	0.764735	0.207227	0.77348	0.09762881	0.8582566	0.7734796	0.2072268	0.7647353	0.2016025	0.05148023	0.04614858	0.1417434	69.38825	0.01829604	0.0567913	0.0567913	0.0567913	0.0567913	0.0567913	0.0567913	0.05525	0.05525	0.05525	0.05525	0.05525	0.05525	0.0546254	0.0546254	0.0546254	0.0546254	0.0546254	0.0546254	69.38825	1758.837	0.5273058	0.1182504	0.596199	0.285551	0.11825	0.2855506	0.8817496	0.596199
7650	-980.662	-171.025	-809.637	0.0776455	0.825087	0.493219	0.779726	0.09838799	0.9096489	0.7797262	0.4932195	0.8250873	0.07764549	0.05303762	0.04535037	0.09035112	69.38825	0.02514711	0.12588	0.12588	0.12588	0.12588	0.12588	0.12588	0.0198168	0.0198168	0.0198168	0.0198168	0.0198168	0.0198168	0.0209697	0.0209697	0.0209697	0.0209697	0.0209697	0.0209697	69.38825	1758.837	0.539066	0.2932859	0.489197	0.217517	0.293286	0.2175173	0.7067141	0.4891969
7700	-984.384	-173.451	-810.933	0.259414	0.674413	0.226791	0.848487	0.1373073	0.8795888	0.8484866	0.2267911	0.6744127	0.2594144	0.09730093	0.04000636	0.1204112	69.38825	0.04424491	0.0545907	0.0545907	0.0545907	0.0545907	0.0545907	0.0545907	0.0624434	0.0624434	0.0624434	0.0624434	0.0624434	0.0624434	0.0496326	0.0496326	0.0496326	0.0496326	0.0496326	0.0496326	69.38825	1758.837	0.7086363	0.1794028	0.621933	0.198664	0.179403	0.1986638	0.8205972	0.6219334
7750	-978.438	-169.126	-809.312	0.337482	0.60844	0.194432	0.810427	0.1144499	0.9206774	0.8104269	0.194432	0.60844	0.3374821	0.06306646	0.05138347	0.07932256	69.38825	0.03891791	0.0412658	0.0412658	0.0412658	0.0412658	0.0412658	0.0412658	0.0716264	0.0716264	0.0716264	0.0716264	0.0716264	0.0716264	0.0537745	0.0537745	0.0537745	0.0537745	0.0537745	0.0537745	69.38825	1758.837	0.5510398	0.06099601	0.628744	0.31026	0.060996	0.3102604	0.939004	0.6287435
7800	-980.063	-170.386	-809.677	0.47148	0.874631	0.339177	0.726996	0.103618	0.8880377	0.726996	0.3391774	0.8746307	0.4714797	0.03294557	0.07067244	0.1119623	69.38825	0.0225747	0.0410264	0.0410264	0.0410264	0.0410264	0.0410264	0.0410264	0.0570295	0.0570295	0.0570295	0.0570295	0.0570295	0.0570295	0.0686108	0.0686108	0.0686108	0.0686108	0.0686108	0.0686108	69.38825	1758.837	0.3179522	0.2724924	0.0688829	0.658625	0.272492	0.6586247	0.7275076	0.06888287
7850	-981.071	-170.163	-810.908	0.755448	0.876053	0.331102	0.473605	0.1110123	0.9052012	0.4736055	0.3311024	0.8760526	0.7554481	0.03666817	0.07434411	0.09479879	69.38825	0.03441246	0.0222162	0.0222162	0.0222162	0.0222162	0.0222162	0.0222162	0.0506888	0.0506888	0.0506888	0.0506888	0.0506888	0.0506888	0.0937617	0.0937617	0.0937617	0.0937617	0.0937617	0.0937617	69.38825	1758.837	0.3303074	0.3274561	0.661786	0.0107576	0.327456	0.01075762	0.6725439	0.6617863
7900	-981.21	-171.324	-809.886	0.734874	0.508966	0.200562	0.308212	0.1123395	0.9371799	0.3082123	0.2005623	0.5089661	0.7348743	0.06308511	0.04925437	0.06282007	69.38825	0.06578551	0.0155549	0.0155549	0.0155549	0.0155549	0.0155549	0.0155549	0.0569943	0.0569943	0.0569943	0.0569943	0.0569943	0.0569943	0.0941175	0.0941175	0.0941175	0.0941175	0.0941175	0.0941175	69.38825	1758.837	0.5615578	0.4722102	0.0605228	0.467267	0.47221	0.467267	0.5277898	0.06052281
7950	-979.046	-169.79	-809.256	0.0735912	0.775179	0.252531	0.671743	0.09969767	0.9018985	0.6717434	0.2525313	0.7751792	0.0735912	0.03943178	0.06026589	0.09810153	69.38825	0.03473523	0.102394	0.102394	0.102394	0.102394	0.102394	0.102394	0.029839	0.029839	0.029839	0.029839	0.029839	0.029839	0.0344337	0.0344337	0.0344337	0.0344337	0.0344337	0.0344337	69.38825	1758.837	0.3955135	0.003739841	0.8107	0.18556	0.00373984	0.1855604	0.9962602	0.8106998
8000	-980.915	-171.837	-809.078	0.0727717	0.409056	0.503599	0.959409	0.1016942	0.9182338	0.9594088	0.503599	0.4090557	0.07277175	0.04915399	0.0525402	0.08176619	69.38825	0.02987065	0.138185	0.138185	0.138185	0.138185	0.138185	0.138185	0.0199682	0.0199682	0.0199682	0.0199682	0.0199682	0.0199682	0.00851367	0.00851367	0.00851367	0.00851367	0.00851367	0.00851367	69.38825	1758.837	0.483351	0.5583852	0.106361	0.335254	0.558385	0.3352542	0.4416148	0.1063607
8050	-979.781	-170.43	-809.35	0.20006	0.577022	0.264087	0.62251	0.09940617	0.896019	0.6225097	0.2640873	0.5770224	0.2000596	0.04550811	0.05389806	0.103981	69.38825	0.03797454	0.0677576	0.0677576	0.0677576	0.0677576	0.0677576	0.0677576	0.0513299	0.0513299	0.0513299	0.0513299	0.0513299	0.0513299	0.0475792	0.0475792	0.0475792	0.0475792	0.0475792	0.0475792	69.38825	1758.837	0.4577996	0.112858	0.199459	0.687683	0.112858	0.6876832	0.887142	0.1994588
8100	-978.456	-169.331	-809.125	0.153548	0.810148	0.279951	0.66588	0.1030158	0.9058176	0.6658796	0.2799512	0.8101479	0.1535479	0.05020391	0.05281187	0.09418236	69.38825	0.03276904	0.0752176	0.0752176	0.0752176	0.0752176	0.0752176	0.0752176	0.0412554	0.0412554	0.0412554	0.0412554	0.0412554	0.0412554	0.0501937	0.0501937	0.0501937	0.0501937	0.0501937	0.0501937	69.38825	1758.837	0.4873419	0.08147537	0.618235	0.300289	0.0814754	0.3002894	0.9185246	0.6182352
8150	-982.168	-170.618	-811.55	0.590613	0.949229	0.184268	0.538856	0.1285216	0.9417813	0.5388557	0.184268	0.9492288	0.5906128	0.06000244	0.06851912	0.05821866	69.38825	0.05032993	0.0169182	0.0169182	0.0169182	0.0169182	0.0169182	0.0169182	0.054226	0.054226	0.054226	0.054226	0.054226	0.054226	0.0955225	0.0955225	0.0955225	0.0955225	0.0955225	0.0955225	69.38825	1758.837	0.4668667	0.006131816	0.741971	0.251897	0.00613182	0.2518972	0.9938682	0.741971
8200	-979.539	-170.103	-809.436	0.921159	0.641713	0.522825	0.70771	0.1240383	0.9014014	0.7077095	0.5228252	0.6417135	0.9211588	0.07202803	0.05201024	0.09859861	69.38825	0.03233761	0.0382309	0.0382309	0.0382309	0.0382309	0.0382309	0.0382309	0.0673586	0.0673586	0.0673586	0.0673586	0.0673586	0.0673586	0.0610772	0.0610772	0.0610772	0.0610772	0.0610772	0.0610772	69.38825	1758.837	0.580692	0.3593399	0.19175	0.44891	0.35934	0.4489097	0.6406601	0.1917504
8250	-979.378	-169.782	-809.596	0.482397	0.774203	0.206128	0.471864	0.1136988	0.9486577	0.4718641	0.2061282	0.7742029	0.482397	0.05547402	0.05822477	0.05134231	69.38825	0.04898285	0.0232125	0.0232125	0.0232125	0.0232125	0.0232125	0.0232125	0.0543236	0.0543236	0.0543236	0.0543236	0.0543236	0.0543236	0.0891306	0.0891306	0.0891306	0.0891306	0.0891306	0.0891306	69.38825	1758.837	0.4879034	0.2336399	0.712391	0.0539687	0.23364	0.0539687	0.7663601	0.7123914
8300	-979.805	-170.651	-809.154	0.225486	0.928173	0.469986	0.683014	0.1033359	0.9122935	0.6830142	0.4699863	0.9281731	0.2254861	0.04844691	0.054889	0.08770654	69.38825	0.03557001	0.078183	0.078183	0.078183	0.078183	0.078183	0.078183	0.03751	0.03751	0.03751	0.03751	0.03751	0.03751	0.0509737	0.0509737	0.0509737	0.0509737	0.0509737	0.0509737	69.38825	1758.837	0.4688294	0.4669284	0.470648	0.0624235	0.466928	0.0624235	0.5330716	0.4706481
8350	-983.987	-172.439	-811.548	0.0811184	0.526298	0.238802	0.345515	0.08559936	0.9023667	0.3455151	0.2388019	0.5262978	0.08111836	0.009329054	0.07627031	0.09763328	69.38825	0.03079896	0.0897451	0.0897451	0.0897451	0.0897451	0.0897451	0.0897451	0.0304854	0.0304854	0.0304854	0.0304854	0.0304854	0.0304854	0.0464362	0.0464362	0.0464362	0.0464362	0.0464362	0.0464362	69.38825	1758.837	0.1089851	0.01679133	0.215301	0.767908	0.0167913	0.7679081	0.9832087	0.2153005
8400	-982.92	-171.213	-811.707	0.0196349	0.70972	0.160505	0.965337	0.07729056	0.9196167	0.9653365	0.1605047	0.7097196	0.01963494	0.01414839	0.06314217	0.08038335	69.38825	0.04469297	0.137483	0.137483	0.137483	0.137483	0.137483	0.137483	0.0168186	0.0168186	0.0168186	0.0168186	0.0168186	0.0168186	0.0123651	0.0123651	0.0123651	0.0123651	0.0123651	0.0123651	69.38825	1758.837	0.1830546	0.5403083	0.442723	0.016969	0.540308	0.01696895	0.4596917	0.4427228
8450	-981.526	-172.274	-809.252	0.114118	0.957102	0.443944	0.39329	0.1100671	0.9014316	0.3932897	0.4439438	0.9571023	0.1141179	0.06551035	0.04455677	0.09856842	69.38825	0.0244526	0.0885292	0.0885292	0.0885292	0.0885292	0.0885292	0.0885292	0.0227569	0.0227569	0.0227569	0.0227569	0.0227569	0.0227569	0.0553806	0.0553806	0.0553806	0.0553806	0.0553806	0.0553806	69.38825	1758.837	0.5951855	0.4199392	0.312611	0.26745	0.419939	0.2674495	0.5800608	0.3126113
8500	-980.158	-171.321	-808.837	0.261866	0.578948	0.610955	0.982505	0.1043111	0.8975026	0.9825048	0.6109552	0.5789479	0.2618664	0.05412964	0.05018142	0.1024974	69.38825	0.02253547	0.0991365	0.0991365	0.0991365	0.0991365	0.0991365	0.0991365	0.0424917	0.0424917	0.0424917	0.0424917	0.0424917	0.0424917	0.0250385	0.0250385	0.0250385	0.0250385	0.0250385	0.0250385	69.38825	1758.837	0.5189252	0.06370465	0.0425285	0.893767	0.0637047	0.8937669	0.9362953	0.04252848
8550	-980.983	-170.412	-810.57	0.416821	0.686988	0.40883	0.979681	0.1007812	0.8786103	0.979681	0.4088303	0.686988	0.4168205	0.02411445	0.0766667	0.1213897	69.38825	0.02217797	0.0609499	0.0609499	0.0609499	0.0609499	0.0609499	0.0609499	0.0621411	0.0621411	0.0621411	0.0621411	0.0621411	0.0621411	0.0435756	0.0435756	0.0435756	0.0435756	0.0435756	0.0435756	69.38825	1758.837	0.2392754	0.2252177	0.351644	0.423138	0.225218	0.4231379	0.7747823	0.3516445
8600	-982.348	-172.578	-809.77	0.587819	0.883488	0.743174	0.731053	0.09001574	0.9346138	0.7310533	0.7431745	0.8834883	0.5878192	0.02526576	0.06474998	0.06538616	69.38825	0.03080688	0.0606758	0.0606758	0.0606758	0.0606758	0.0606758	0.0606758	0.0479919	0.0479919	0.0479919	0.0479919	0.0479919	0.0479919	0.0579989	0.0579989	0.0579989	0.0579989	0.0579989	0.0579989	69.38825	1758.837	0.2806816	0.6521267	0.123276	0.224597	0.652127	0.2245969	0.3478733	0.1232764
8650	-980.672	-171.877	-808.794	0.825352	0.734433	0.445737	0.774985	0.09674567	0.854544	0.7749851	0.4457367	0.7344329	0.8253521	0.03672023	0.06002544	0.145456	69.38825	0.02011471	0.0361813	0.0361813	0.0361813	0.0361813	0.0361813	0.0361813	0.0669955	0.0669955	0.0669955	0.0669955	0.0669955	0.0669955	0.0634898	0.0634898	0.0634898	0.0634898	0.0634898	0.0634898	69.38825	1758.837	0.3795543	0.09706308	0.0611841	0.841753	0.0970631	0.8417528	0.9029369	0.0611841
8700	-983.325	-173.871	-809.454	0.838322	0.696664	0.673175	0.82972	0.09030987	0.8989092	0.8297197	0.6731749	0.6966644	0.8383218	0.02227878	0.06803109	0.1010908	69.38825	0.01800451	0.050644	0.050644	0.050644	0.050644	0.050644	0.050644	0.0630682	0.0630682	0.0630682	0.0630682	0.0630682	0.0630682	0.0529545	0.0529545	0.0529545	0.0529545	0.0529545	0.0529545	69.38825	1758.837	0.2466926	0.6295698	0.211602	0.158829	0.62957	0.1588286	0.3704302	0.2116016
8750	-979.528	-170.451	-809.078	0.265566	0.682261	0.377328	0.500141	0.1047323	0.9163054	0.500141	0.3773282	0.6822613	0.2655659	0.05277841	0.05195391	0.08369457	69.38825	0.03142462	0.062565	0.062565	0.062565	0.062565	0.062565	0.062565	0.0440337	0.0440337	0.0440337	0.0440337	0.0440337	0.0440337	0.060068	0.060068	0.060068	0.060068	0.060068	0.060068	69.38825	1758.837	0.5039363	0.0462786	0.704709	0.249012	0.0462786	0.2490124	0.9537214	0.704709
8800	-979.986	-169.431	-810.555	0.573093	0.43719	0.300171	0.580919	0.125124	0.9378114	0.5809193	0.3001712	0.4371897	0.5730929	0.06195671	0.0631673	0.06218858	69.38825	0.04939199	0.0383489	0.0383489	0.0383489	0.0383489	0.0383489	0.0383489	0.0732164	0.0732164	0.0732164	0.0732164	0.0732164	0.0732164	0.0551014	0.0551014	0.0551014	0.0551014	0.0551014	0.0551014	69.38825	1758.837	0.4951625	0.3017307	0.167321	0.530948	0.301731	0.5309482	0.6982693	0.167321
8850	-980.058	-169.749	-810.309	0.186682	0.91943	0.348099	0.731559	0.08384375	0.9303324	0.731559	0.348099	0.9194304	0.1866821	0.02622204	0.05762171	0.06966761	69.38825	0.03139264	0.0754044	0.0754044	0.0754044	0.0754044	0.0754044	0.0754044	0.0404386	0.0404386	0.0404386	0.0404386	0.0404386	0.0404386	0.0508237	0.0508237	0.0508237	0.0508237	0.0508237	0.0508237	69.38825	1758.837	0.3127489	0.2360271	0.119776	0.644197	0.236027	0.6441968	0.7639729	0.1197761
8900	-979.255	-169.439	-809.815	0.201949	0.812265	0.292063	0.74895	0.09288689	0.8930628	0.7489499	0.2920632	0.8122655	0.2019491	0.02431522	0.06857167	0.1069372	69.38825	0.02839168	0.0682677	0.0682677	0.0682677	0.0682677	0.0682677	0.0682677	0.0472042	0.0472042	0.0472042	0.0472042	0.0472042	0.0472042	0.0511948	0.0511948	0.0511948	0.0511948	0.0511948	0.0511948	69.38825	1758.837	0.2617723	0.2142751	0.591252	0.194473	0.214275	0.1944726	0.7857249	0.5912523
