Iteration	Posterior	Likelihood	Prior	biome_rates[1]	biome_rates[2]	biome_rates[3]	biome_rates[4]	birth	br_base	br_CW	br_TW	br_WC	br_WT	death	diversification	dr_base	endAge	rate_biome	rf_simplex[1]	rf_simplex[2]	rf_simplex[3]	rf_simplex[4]	rf_simplex[5]	rf_simplex[6]	rf_simplex[7]	rf_simplex[8]	rf_simplex[9]	rf_simplex[10]	rf_simplex[11]	rf_simplex[12]	rf_simplex[13]	rf_simplex[14]	rf_simplex[15]	rf_simplex[16]	rf_simplex[17]	rf_simplex[18]	root_age	tree_length	turnover	w_biome	w_graph[1]	w_graph[2]	w_graph[3]	w_land	w_not_biome	w_null
12600	-979.054	-169.979	-809.075	0.662222	0.550404	0.3634	0.714935	0.1151649	0.9230758	0.7149349	0.3634004	0.5504041	0.6622218	0.06230928	0.05285563	0.07692422	69.38825	0.0308747	0.0394457	0.0394457	0.0394457	0.0394457	0.0394457	0.0394457	0.0718817	0.0718817	0.0718817	0.0718817	0.0718817	0.0718817	0.0553393	0.0553393	0.0553393	0.0553393	0.0553393	0.0553393	69.38825	1758.837	0.541044	0.8803048	0.076023	0.0436722	0.880305	0.0436722	0.1196952	0.07602295
12650	-978.986	-169.924	-809.062	0.720639	0.761254	0.229659	0.617723	0.1017121	0.9226854	0.6177225	0.229659	0.7612541	0.720639	0.04829121	0.05342087	0.07731459	69.38825	0.03030714	0.0208208	0.0208208	0.0208208	0.0208208	0.0208208	0.0208208	0.0653327	0.0653327	0.0653327	0.0653327	0.0653327	0.0653327	0.0805132	0.0805132	0.0805132	0.0805132	0.0805132	0.0805132	69.38825	1758.837	0.4747834	0.05568112	0.0854615	0.858857	0.0556811	0.8588574	0.9443189	0.08546152
12700	-982.414	-171.93	-810.484	0.796375	0.352896	0.188577	0.6354	0.12869	0.9708783	0.6353996	0.1885768	0.352896	0.7963748	0.07874865	0.04994139	0.02912172	69.38825	0.07273304	0.022021	0.022021	0.022021	0.022021	0.022021	0.022021	0.0929963	0.0929963	0.0929963	0.0929963	0.0929963	0.0929963	0.0516494	0.0516494	0.0516494	0.0516494	0.0516494	0.0516494	69.38825	1758.837	0.611925	0.2960325	0.010494	0.693473	0.296033	0.6934735	0.7039675	0.01049401
12750	-981.185	-170.645	-810.54	0.848512	0.69505	0.581584	0.83278	0.1428064	0.9120315	0.83278	0.5815844	0.6950503	0.8485117	0.08889279	0.05391358	0.08796847	69.38825	0.02507209	0.0453312	0.0453312	0.0453312	0.0453312	0.0453312	0.0453312	0.0661367	0.0661367	0.0661367	0.0661367	0.0661367	0.0661367	0.0551987	0.0551987	0.0551987	0.0551987	0.0551987	0.0551987	69.38825	1758.837	0.6224708	0.421657	0.140211	0.438132	0.421657	0.4381324	0.578343	0.1402107
12800	-979.794	-170.228	-809.567	0.47888	0.569504	0.148941	0.787463	0.09646024	0.9147774	0.7874628	0.1489409	0.5695041	0.47888	0.04205835	0.05440189	0.08522264	69.38825	0.04187021	0.0254821	0.0254821	0.0254821	0.0254821	0.0254821	0.0254821	0.0819309	0.0819309	0.0819309	0.0819309	0.0819309	0.0819309	0.0592536	0.0592536	0.0592536	0.0592536	0.0592536	0.0592536	69.38825	1758.837	0.4360174	0.03550334	0.725674	0.238823	0.0355033	0.2388226	0.9644967	0.725674
12850	-983.08	-173.476	-809.604	0.402312	0.642606	0.299718	0.958467	0.1108509	0.8478938	0.9584673	0.2997177	0.6426064	0.4023119	0.06649055	0.0443603	0.1521062	69.38825	0.03442725	0.0514046	0.0514046	0.0514046	0.0514046	0.0514046	0.0514046	0.0690005	0.0690005	0.0690005	0.0690005	0.0690005	0.0690005	0.0462615	0.0462615	0.0462615	0.0462615	0.0462615	0.0462615	69.38825	1758.837	0.5998199	0.05937983	0.667983	0.272638	0.0593798	0.2726376	0.9406202	0.6679825
12900	-981.231	-170.534	-810.697	0.104842	0.461981	0.0965765	0.667023	0.1109565	0.9432778	0.6670229	0.09657654	0.4619814	0.1048423	0.07278233	0.03817412	0.05672221	69.38825	0.04474705	0.0587378	0.0587378	0.0587378	0.0587378	0.0587378	0.0587378	0.063765	0.063765	0.063765	0.063765	0.063765	0.063765	0.0441638	0.0441638	0.0441638	0.0441638	0.0441638	0.0441638	69.38825	1758.837	0.655954	0.6680954	0.271818	0.0600864	0.668095	0.06008645	0.3319046	0.2718182
12950	-983.686	-172.784	-810.901	0.381079	0.66146	0.325158	0.642309	0.13078	0.9223701	0.6423088	0.3251584	0.6614596	0.3810786	0.09083685	0.03994315	0.07762988	69.38825	0.05785178	0.0493257	0.0493257	0.0493257	0.0493257	0.0493257	0.0493257	0.0578087	0.0578087	0.0578087	0.0578087	0.0578087	0.0578087	0.0595323	0.0595323	0.0595323	0.0595323	0.0595323	0.0595323	69.38825	1758.837	0.6945776	0.8082717	0.0860907	0.105638	0.808272	0.1056376	0.1917283	0.08609074
13000	-979.746	-169.895	-809.851	0.0779557	0.680679	0.20781	0.907401	0.1167737	0.9034642	0.9074011	0.2078098	0.6806793	0.07795573	0.05087781	0.06589584	0.09653575	69.38825	0.0303446	0.100612	0.100612	0.100612	0.100612	0.100612	0.100612	0.0377425	0.0377425	0.0377425	0.0377425	0.0377425	0.0377425	0.0283123	0.0283123	0.0283123	0.0283123	0.0283123	0.0283123	69.38825	1758.837	0.435696	0.3046238	0.0775772	0.617799	0.304624	0.617799	0.6953762	0.0775772
13050	-978.662	-169.521	-809.14	0.182358	0.693115	0.397632	0.941327	0.1184561	0.9188473	0.941327	0.3976323	0.6931154	0.1823584	0.06709464	0.05136149	0.08115266	69.38825	0.02976944	0.0927836	0.0927836	0.0927836	0.0927836	0.0927836	0.0927836	0.0425516	0.0425516	0.0425516	0.0425516	0.0425516	0.0425516	0.0313315	0.0313315	0.0313315	0.0313315	0.0313315	0.0313315	69.38825	1758.837	0.5664092	0.006319587	0.640525	0.353155	0.00631959	0.353155	0.9936804	0.6405254
13100	-981.137	-170.772	-810.365	0.706534	0.894412	0.210047	0.828016	0.1021737	0.8667371	0.8280165	0.2100465	0.8944119	0.7065336	0.06248272	0.039691	0.1332629	69.38825	0.0286547	0.0208408	0.0208408	0.0208408	0.0208408	0.0208408	0.0208408	0.0701023	0.0701023	0.0701023	0.0701023	0.0701023	0.0701023	0.0757235	0.0757235	0.0757235	0.0757235	0.0757235	0.0757235	69.38825	1758.837	0.6115342	0.3127534	0.316477	0.370769	0.312753	0.3707695	0.6872466	0.3164772
13150	-983.032	-174.395	-808.637	0.739112	0.899819	0.198504	0.750424	0.1107659	0.8067037	0.7504241	0.1985043	0.8998189	0.7391118	0.0564374	0.05432848	0.1932963	69.38825	0.02158578	0.0181395	0.0181395	0.0181395	0.0181395	0.0181395	0.0181395	0.0675406	0.0675406	0.0675406	0.0675406	0.0675406	0.0675406	0.0809866	0.0809866	0.0809866	0.0809866	0.0809866	0.0809866	69.38825	1758.837	0.5095198	0.1212657	0.437194	0.44154	0.121266	0.44154	0.8787343	0.4371943
13200	-978.972	-169.634	-809.338	0.773904	0.755806	0.468397	0.850789	0.1016392	0.9338821	0.8507892	0.4683969	0.7558058	0.7739039	0.03889487	0.06274433	0.06611795	69.38825	0.03474897	0.0404529	0.0404529	0.0404529	0.0404529	0.0404529	0.0404529	0.0668378	0.0668378	0.0668378	0.0668378	0.0668378	0.0668378	0.059376	0.059376	0.059376	0.059376	0.059376	0.059376	69.38825	1758.837	0.3826759	0.2506062	0.58891	0.160484	0.250606	0.1604843	0.7493938	0.5889096
13250	-981.987	-171.243	-810.744	0.644294	0.687549	0.440419	0.655512	0.1255263	0.8977537	0.6555115	0.4404193	0.6875492	0.6442943	0.09168449	0.03384181	0.1022463	69.38825	0.02352342	0.0416946	0.0416946	0.0416946	0.0416946	0.0416946	0.0416946	0.0609955	0.0609955	0.0609955	0.0609955	0.0609955	0.0609955	0.0639766	0.0639766	0.0639766	0.0639766	0.0639766	0.0639766	69.38825	1758.837	0.7304007	0.6543068	0.0400148	0.305678	0.654307	0.3056784	0.3456932	0.04001484
13300	-981.155	-170.901	-810.254	0.148719	0.643355	0.547516	0.908937	0.1033132	0.9243247	0.9089369	0.5475164	0.643355	0.1487192	0.03119278	0.07212039	0.07567527	69.38825	0.03300186	0.113852	0.113852	0.113852	0.113852	0.113852	0.113852	0.0309252	0.0309252	0.0309252	0.0309252	0.0309252	0.0309252	0.0218892	0.0218892	0.0218892	0.0218892	0.0218892	0.0218892	69.38825	1758.837	0.3019245	0.1717974	0.361835	0.466368	0.171797	0.4663679	0.8282026	0.3618346
13350	-981.06	-172.086	-808.974	0.379285	0.920833	0.643813	0.768775	0.1068405	0.893884	0.7687752	0.6438128	0.9208334	0.3792852	0.06123269	0.04560779	0.106116	69.38825	0.0193383	0.0726289	0.0726289	0.0726289	0.0726289	0.0726289	0.0726289	0.0427874	0.0427874	0.0427874	0.0427874	0.0427874	0.0427874	0.0512504	0.0512504	0.0512504	0.0512504	0.0512504	0.0512504	69.38825	1758.837	0.5731225	0.1303244	0.0072204	0.862455	0.130324	0.8624552	0.8696756	0.0072204
13400	-982.783	-173.161	-809.622	0.582452	0.859739	0.134702	0.593232	0.09359848	0.860671	0.593232	0.1347023	0.8597392	0.5824521	0.04439753	0.04920094	0.139329	69.38825	0.02632682	0.0143796	0.0143796	0.0143796	0.0143796	0.0143796	0.0143796	0.0621771	0.0621771	0.0621771	0.0621771	0.0621771	0.0621771	0.09011	0.09011	0.09011	0.09011	0.09011	0.09011	69.38825	1758.837	0.4743404	0.3611897	0.089203	0.549607	0.36119	0.5496073	0.6388103	0.08920304
13450	-978.617	-169.504	-809.113	0.479844	0.851303	0.198092	0.665282	0.1113787	0.9214784	0.6652818	0.1980915	0.8513027	0.4798441	0.05351093	0.05786773	0.07852159	69.38825	0.0324526	0.0255546	0.0255546	0.0255546	0.0255546	0.0255546	0.0255546	0.0619018	0.0619018	0.0619018	0.0619018	0.0619018	0.0619018	0.0792103	0.0792103	0.0792103	0.0792103	0.0792103	0.0792103	69.38825	1758.837	0.4804415	0.2596419	0.0532057	0.687152	0.259642	0.6871524	0.7403581	0.05320566
13500	-982.187	-172.683	-809.504	0.730011	0.398009	0.363812	0.522294	0.09179852	0.899414	0.5222945	0.3638118	0.3980093	0.7300115	0.02889901	0.06289951	0.100586	69.38825	0.02911212	0.036746	0.036746	0.036746	0.036746	0.036746	0.036746	0.0737331	0.0737331	0.0737331	0.0737331	0.0737331	0.0737331	0.0561876	0.0561876	0.0561876	0.0561876	0.0561876	0.0561876	69.38825	1758.837	0.3148091	0.5200753	0.0752972	0.404628	0.520075	0.4046275	0.4799247	0.07529718
13550	-981.157	-172.148	-809.009	0.446713	0.749769	0.439667	0.576719	0.1061137	0.8629894	0.5767191	0.4396673	0.7497694	0.4467134	0.0487667	0.05734697	0.1370106	69.38825	0.03130413	0.0499462	0.0499462	0.0499462	0.0499462	0.0499462	0.0499462	0.0507467	0.0507467	0.0507467	0.0507467	0.0507467	0.0507467	0.0659737	0.0659737	0.0659737	0.0659737	0.0659737	0.0659737	69.38825	1758.837	0.4595704	0.5765948	0.415244	0.00816118	0.576595	0.008161178	0.4234052	0.415244
13600	-981.054	-171.003	-810.051	0.940539	0.607772	0.377689	0.359549	0.09995208	0.9387924	0.3595491	0.3776889	0.6077719	0.9405388	0.02991727	0.07003481	0.06120757	69.38825	0.03634708	0.0216459	0.0216459	0.0216459	0.0216459	0.0216459	0.0216459	0.0539036	0.0539036	0.0539036	0.0539036	0.0539036	0.0539036	0.0911172	0.0911172	0.0911172	0.0911172	0.0911172	0.0911172	69.38825	1758.837	0.2993162	0.1357196	0.792589	0.0716918	0.13572	0.07169177	0.8642804	0.7925886
13650	-982.595	-172.145	-810.45	0.590044	0.522573	0.180601	0.915527	0.09044688	0.966087	0.9155266	0.1806011	0.5225729	0.5900445	0.02494479	0.06550209	0.03391305	69.38825	0.05987717	0.02718	0.02718	0.02718	0.02718	0.02718	0.02718	0.0888003	0.0888003	0.0888003	0.0888003	0.0888003	0.0888003	0.0506863	0.0506863	0.0506863	0.0506863	0.0506863	0.0506863	69.38825	1758.837	0.2757949	0.4314628	0.282766	0.285771	0.431463	0.2857714	0.5685372	0.2827658
13700	-978.645	-169.282	-809.364	0.445631	0.758793	0.317754	0.977487	0.1093535	0.9377793	0.9774875	0.317754	0.7587933	0.4456309	0.04854256	0.06081091	0.06222074	69.38825	0.03802876	0.0477403	0.0477403	0.0477403	0.0477403	0.0477403	0.0477403	0.0669529	0.0669529	0.0669529	0.0669529	0.0669529	0.0669529	0.0519735	0.0519735	0.0519735	0.0519735	0.0519735	0.0519735	69.38825	1758.837	0.4439051	0.1868746	0.208587	0.604539	0.186875	0.6045389	0.8131254	0.2085865
13750	-980.501	-169.756	-810.745	0.898287	0.841008	0.568114	0.817381	0.08299597	0.8950179	0.8173808	0.5681136	0.8410084	0.8982873	0.0142109	0.06878508	0.1049821	69.38825	0.03011602	0.0396066	0.0396066	0.0396066	0.0396066	0.0396066	0.0396066	0.0626249	0.0626249	0.0626249	0.0626249	0.0626249	0.0626249	0.0644352	0.0644352	0.0644352	0.0644352	0.0644352	0.0644352	69.38825	1758.837	0.1712239	0.03003961	0.476421	0.49354	0.0300396	0.4935396	0.9699604	0.4764208
13800	-980.914	-170.467	-810.447	0.119458	0.743464	0.46227	0.754472	0.1076881	0.8915523	0.7544725	0.4622705	0.7434642	0.1194585	0.03460665	0.07308145	0.1084477	69.38825	0.03090488	0.110152	0.110152	0.110152	0.110152	0.110152	0.110152	0.0284651	0.0284651	0.0284651	0.0284651	0.0284651	0.0284651	0.0280498	0.0280498	0.0280498	0.0280498	0.0280498	0.0280498	69.38825	1758.837	0.32136	0.02434005	0.84264	0.13302	0.0243401	0.1330203	0.9756599	0.8426397
13850	-981.483	-171.044	-810.439	0.850476	0.836924	0.15634	0.4418	0.1077252	0.9072967	0.4418004	0.1563399	0.8369237	0.8504761	0.03466734	0.07305787	0.0927033	69.38825	0.03075294	0.00995321	0.00995321	0.00995321	0.00995321	0.00995321	0.00995321	0.0541446	0.0541446	0.0541446	0.0541446	0.0541446	0.0541446	0.102569	0.102569	0.102569	0.102569	0.102569	0.102569	69.38825	1758.837	0.3218127	0.351027	0.373546	0.275427	0.351027	0.2754267	0.648973	0.3735464
13900	-980.247	-170.615	-809.632	0.638757	0.443762	0.41034	0.560246	0.1236437	0.9320037	0.5602459	0.4103404	0.4437622	0.6387575	0.06717621	0.05646747	0.0679963	69.38825	0.03590587	0.0439794	0.0439794	0.0439794	0.0439794	0.0439794	0.0439794	0.0684606	0.0684606	0.0684606	0.0684606	0.0684606	0.0684606	0.0542266	0.0542266	0.0542266	0.0542266	0.0542266	0.0542266	69.38825	1758.837	0.5433049	0.4774065	0.109973	0.41262	0.477407	0.4126201	0.5225935	0.1099734
13950	-979.684	-169.962	-809.723	0.569924	0.634287	0.447997	0.810725	0.09190614	0.8924036	0.8107245	0.4479971	0.6342867	0.5699241	0.02671446	0.06519168	0.1075964	69.38825	0.03233688	0.051008	0.051008	0.051008	0.051008	0.051008	0.051008	0.0648904	0.0648904	0.0648904	0.0648904	0.0648904	0.0648904	0.0507683	0.0507683	0.0507683	0.0507683	0.0507683	0.0507683	69.38825	1758.837	0.2906711	0.8928285	0.0708136	0.0363579	0.892828	0.03635787	0.1071715	0.07081364
14000	-982.633	-172.728	-809.905	0.0474977	0.467965	0.113984	0.952363	0.094254	0.933441	0.952363	0.113984	0.4679649	0.04749767	0.02591969	0.06833431	0.06655901	69.38825	0.03366994	0.102788	0.102788	0.102788	0.102788	0.102788	0.102788	0.0428322	0.0428322	0.0428322	0.0428322	0.0428322	0.0428322	0.0210466	0.0210466	0.0210466	0.0210466	0.0210466	0.0210466	69.38825	1758.837	0.2749983	0.04101274	0.885719	0.0732684	0.0410127	0.0732684	0.9589873	0.8857189
14050	-978.286	-169.2	-809.087	0.489452	0.885164	0.306072	0.807428	0.09707106	0.911064	0.8074281	0.3060715	0.8851643	0.4894524	0.04160372	0.05546734	0.08893602	69.38825	0.02748726	0.0382944	0.0382944	0.0382944	0.0382944	0.0382944	0.0382944	0.0612382	0.0612382	0.0612382	0.0612382	0.0612382	0.0612382	0.067134	0.067134	0.067134	0.067134	0.067134	0.067134	69.38825	1758.837	0.4285904	0.1375065	0.592153	0.270341	0.137506	0.2703406	0.8624935	0.592153
14100	-977.997	-168.717	-809.28	0.845281	0.81271	0.30568	0.809271	0.1139046	0.9278753	0.8092708	0.3056801	0.8127103	0.8452807	0.05682893	0.0570757	0.0721247	69.38825	0.03702256	0.0254755	0.0254755	0.0254755	0.0254755	0.0254755	0.0254755	0.0704459	0.0704459	0.0704459	0.0704459	0.0704459	0.0704459	0.0707453	0.0707453	0.0707453	0.0707453	0.0707453	0.0707453	69.38825	1758.837	0.4989168	0.04695209	0.364794	0.588254	0.0469521	0.5882539	0.9530479	0.364794
14150	-980.854	-169.613	-811.241	0.635347	0.65851	0.389716	0.901187	0.07898615	0.9382962	0.901187	0.3897155	0.6585101	0.6353473	0.01997492	0.05901123	0.0617038	69.38825	0.03906738	0.0436122	0.0436122	0.0436122	0.0436122	0.0436122	0.0436122	0.0711004	0.0711004	0.0711004	0.0711004	0.0711004	0.0711004	0.051954	0.051954	0.051954	0.051954	0.051954	0.051954	69.38825	1758.837	0.2528915	0.2633925	0.381471	0.355136	0.263393	0.3551362	0.7366075	0.3814713
14200	-979.48	-168.821	-810.659	0.591002	0.599979	0.239148	0.698588	0.1045071	0.9404492	0.6985879	0.2391478	0.599979	0.5910025	0.0323533	0.07215379	0.05955081	69.38825	0.04818656	0.0297952	0.0297952	0.0297952	0.0297952	0.0297952	0.0297952	0.0736325	0.0736325	0.0736325	0.0736325	0.0736325	0.0736325	0.0632389	0.0632389	0.0632389	0.0632389	0.0632389	0.0632389	69.38825	1758.837	0.30958	0.7232793	0.164062	0.112659	0.723279	0.112659	0.2767207	0.1640617
14250	-979.597	-170.088	-809.509	0.485438	0.99817	0.360057	0.807762	0.09261884	0.8855522	0.807762	0.3600567	0.9981704	0.4854381	0.03426612	0.05835272	0.1144478	69.38825	0.03368304	0.0415186	0.0415186	0.0415186	0.0415186	0.0415186	0.0415186	0.0559765	0.0559765	0.0559765	0.0559765	0.0559765	0.0559765	0.0691715	0.0691715	0.0691715	0.0691715	0.0691715	0.0691715	69.38825	1758.837	0.3699692	0.288616	0.628601	0.0827831	0.288616	0.08278312	0.711384	0.6286009
14300	-980.555	-170.224	-810.332	0.879282	0.746249	0.545252	0.629007	0.0902865	0.9257343	0.6290073	0.5452523	0.7462485	0.8792815	0.02047434	0.06981216	0.07426566	69.38825	0.03624051	0.0368259	0.0368259	0.0368259	0.0368259	0.0368259	0.0368259	0.0593859	0.0593859	0.0593859	0.0593859	0.0593859	0.0593859	0.0704549	0.0704549	0.0704549	0.0704549	0.0704549	0.0704549	69.38825	1758.837	0.2267708	0.01036922	0.811939	0.177692	0.0103692	0.1776917	0.9896308	0.8119391
14350	-980.681	-170.771	-809.91	0.26741	0.869104	0.506471	0.852817	0.1371146	0.8726813	0.8528172	0.5064714	0.8691037	0.2674099	0.09399668	0.04311791	0.1273187	69.38825	0.0203285	0.080669	0.080669	0.080669	0.080669	0.080669	0.080669	0.0425921	0.0425921	0.0425921	0.0425921	0.0425921	0.0425921	0.0434055	0.0434055	0.0434055	0.0434055	0.0434055	0.0434055	69.38825	1758.837	0.6855337	0.090883	0.652117	0.257	0.090883	0.257	0.909117	0.652117
14400	-980.328	-169.112	-811.216	0.71586	0.722501	0.311808	0.904159	0.1260422	0.9099667	0.9041588	0.3118078	0.7225007	0.71586	0.0563141	0.06972809	0.09003334	69.38825	0.03670182	0.032486	0.032486	0.032486	0.032486	0.032486	0.032486	0.0745827	0.0745827	0.0745827	0.0745827	0.0745827	0.0745827	0.059598	0.059598	0.059598	0.059598	0.059598	0.059598	69.38825	1758.837	0.4467877	0.4526396	0.0106223	0.536738	0.45264	0.5367381	0.5473604	0.01062226
14450	-979.65	-170.248	-809.402	0.297908	0.77091	0.262414	0.899941	0.1019121	0.893208	0.8999414	0.2624143	0.7709099	0.2979079	0.0397166	0.06219547	0.106792	69.38825	0.03831493	0.0536295	0.0536295	0.0536295	0.0536295	0.0536295	0.0536295	0.0608833	0.0608833	0.0608833	0.0608833	0.0608833	0.0608833	0.052154	0.052154	0.052154	0.052154	0.052154	0.052154	69.38825	1758.837	0.3897144	0.009878315	0.791417	0.198704	0.00987831	0.1987044	0.9901217	0.7914173
14500	-980.944	-170.95	-809.994	0.83637	0.771167	0.490987	0.757803	0.1198397	0.9269971	0.7578033	0.4909868	0.7711668	0.8363701	0.05834403	0.06149565	0.07300286	69.38825	0.04592197	0.0375635	0.0375635	0.0375635	0.0375635	0.0375635	0.0375635	0.0639874	0.0639874	0.0639874	0.0639874	0.0639874	0.0639874	0.0651158	0.0651158	0.0651158	0.0651158	0.0651158	0.0651158	69.38825	1758.837	0.4868507	0.05038569	0.822114	0.1275	0.0503857	0.1275002	0.9496143	0.8221142
14550	-979.442	-169.835	-809.606	0.200121	0.763413	0.186648	0.463841	0.1225061	0.9274869	0.4638411	0.1866483	0.7634128	0.2001215	0.0689984	0.05350769	0.07251309	69.38825	0.04054621	0.0434385	0.0434385	0.0434385	0.0434385	0.0434385	0.0434385	0.0465741	0.0465741	0.0465741	0.0465741	0.0465741	0.0465741	0.076654	0.076654	0.076654	0.076654	0.076654	0.076654	69.38825	1758.837	0.5632242	0.2649296	0.674231	0.0608399	0.26493	0.06083986	0.7350704	0.6742306
14600	-980.661	-171.901	-808.76	0.348171	0.661861	0.591731	0.826693	0.1173679	0.8547198	0.8266933	0.5917314	0.6618607	0.3481713	0.06519558	0.05217237	0.1452802	69.38825	0.02118835	0.080927	0.080927	0.080927	0.080927	0.080927	0.080927	0.047617	0.047617	0.047617	0.047617	0.047617	0.047617	0.0381227	0.0381227	0.0381227	0.0381227	0.0381227	0.0381227	69.38825	1758.837	0.5554803	0.5865934	0.164502	0.248905	0.586593	0.2489047	0.4134066	0.1645019
14650	-981.347	-171.729	-809.619	0.45879	0.693101	0.451918	0.804183	0.09710146	0.9089008	0.8041832	0.4519183	0.6931011	0.4587903	0.03545135	0.06165011	0.09109924	69.38825	0.04417419	0.0576665	0.0576665	0.0576665	0.0576665	0.0576665	0.0576665	0.0585434	0.0585434	0.0585434	0.0585434	0.0585434	0.0585434	0.0504568	0.0504568	0.0504568	0.0504568	0.0504568	0.0504568	69.38825	1758.837	0.3650959	0.9018967	0.0163412	0.0817621	0.901897	0.08176211	0.09810331	0.0163412
14700	-978.346	-168.996	-809.35	0.633783	0.824632	0.252825	0.805982	0.1055058	0.9418331	0.8059816	0.2528247	0.8246315	0.6337832	0.05319673	0.05230907	0.05816689	69.38825	0.04231438	0.0274501	0.0274501	0.0274501	0.0274501	0.0274501	0.0274501	0.0688121	0.0688121	0.0688121	0.0688121	0.0688121	0.0688121	0.0704044	0.0704044	0.0704044	0.0704044	0.0704044	0.0704044	69.38825	1758.837	0.5042067	0.1683291	0.15136	0.68031	0.168329	0.6803104	0.8316709	0.1513605
14750	-982.884	-172.246	-810.638	0.716797	0.624001	0.290164	0.655291	0.1317566	0.9716086	0.6552911	0.2901637	0.6240013	0.7167967	0.07987442	0.0518822	0.02839144	69.38825	0.06985461	0.0286237	0.0286237	0.0286237	0.0286237	0.0286237	0.0286237	0.0707097	0.0707097	0.0707097	0.0707097	0.0707097	0.0707097	0.0673333	0.0673333	0.0673333	0.0673333	0.0673333	0.0673333	69.38825	1758.837	0.606227	0.1697083	0.230175	0.600116	0.169708	0.6001162	0.8302917	0.2301754
14800	-979.776	-170.943	-808.834	0.791917	0.709072	0.2159	0.880969	0.1114163	0.8897757	0.8809689	0.2158996	0.7090719	0.7919166	0.06005961	0.0513567	0.1102243	69.38825	0.02501374	0.0218715	0.0218715	0.0218715	0.0218715	0.0218715	0.0218715	0.0802244	0.0802244	0.0802244	0.0802244	0.0802244	0.0802244	0.0645708	0.0645708	0.0645708	0.0645708	0.0645708	0.0645708	69.38825	1758.837	0.5390558	0.0227039	0.518648	0.458649	0.0227039	0.4586486	0.9772961	0.5186475
14850	-981.416	-170.056	-811.36	0.0862089	0.647415	0.25934	0.679025	0.1208458	0.9519895	0.6790254	0.2593395	0.6474145	0.0862089	0.05009095	0.07075487	0.04801055	69.38825	0.05390838	0.101049	0.101049	0.101049	0.101049	0.101049	0.101049	0.0335905	0.0335905	0.0335905	0.0335905	0.0335905	0.0335905	0.0320268	0.0320268	0.0320268	0.0320268	0.0320268	0.0320268	69.38825	1758.837	0.4145029	0.2080958	0.411364	0.38054	0.208096	0.3805397	0.7919042	0.4113644
14900	-980.428	-171.507	-808.921	0.157193	0.914318	0.624951	0.687518	0.1105585	0.8867664	0.6875184	0.6249513	0.9143178	0.1571925	0.05227386	0.05828462	0.1132336	69.38825	0.02683151	0.105084	0.105084	0.105084	0.105084	0.105084	0.105084	0.0264316	0.0264316	0.0264316	0.0264316	0.0264316	0.0264316	0.0351509	0.0351509	0.0351509	0.0351509	0.0351509	0.0351509	69.38825	1758.837	0.4728164	0.5181628	0.227029	0.254808	0.518163	0.2548083	0.4818372	0.2270288
14950	-981.23	-171.429	-809.801	0.0381766	0.521503	0.300987	0.649711	0.09807126	0.8939365	0.6497115	0.3009869	0.5215026	0.03817662	0.05141007	0.04666119	0.1060635	69.38825	0.03374711	0.135651	0.135651	0.135651	0.135651	0.135651	0.135651	0.0172057	0.0172057	0.0172057	0.0172057	0.0172057	0.0172057	0.0138104	0.0138104	0.0138104	0.0138104	0.0138104	0.0138104	69.38825	1758.837	0.5242113	0.1286646	0.172453	0.698883	0.128665	0.6988828	0.8713354	0.1724526
15000	-978.826	-169.118	-809.709	0.272482	0.786781	0.19173	0.966848	0.0968065	0.9343186	0.966848	0.19173	0.7867809	0.2724818	0.03194832	0.06485818	0.06568145	69.38825	0.04025579	0.0465853	0.0465853	0.0465853	0.0465853	0.0465853	0.0465853	0.0662058	0.0662058	0.0662058	0.0662058	0.0662058	0.0662058	0.0538756	0.0538756	0.0538756	0.0538756	0.0538756	0.0538756	69.38825	1758.837	0.3300225	0.06824653	0.848981	0.0827726	0.0682465	0.08277264	0.9317535	0.8489808
15050	-980.447	-171.552	-808.895	0.123896	0.792748	0.416414	0.594961	0.09757167	0.895981	0.5949613	0.416414	0.7927482	0.1238955	0.04230106	0.05527061	0.104019	69.38825	0.0231257	0.0983883	0.0983883	0.0983883	0.0983883	0.0983883	0.0983883	0.0292734	0.0292734	0.0292734	0.0292734	0.0292734	0.0292734	0.039005	0.039005	0.039005	0.039005	0.039005	0.039005	69.38825	1758.837	0.4335383	0.1607058	0.481963	0.357331	0.160706	0.3573312	0.8392942	0.4819629
15100	-978.506	-169.358	-809.148	0.0866928	0.647479	0.179015	0.774814	0.1102656	0.9218543	0.7748135	0.1790145	0.6474795	0.08669277	0.0557103	0.05455534	0.0781457	69.38825	0.03616726	0.0882316	0.0882316	0.0882316	0.0882316	0.0882316	0.0882316	0.0427286	0.0427286	0.0427286	0.0427286	0.0427286	0.0427286	0.0357065	0.0357065	0.0357065	0.0357065	0.0357065	0.0357065	69.38825	1758.837	0.5052372	0.6581517	0.254906	0.0869425	0.658152	0.08694247	0.3418483	0.2549059
